date_obj,3rd%20age%20druidic%20robe%20bottoms price
2019-04-11,150000000
2019-04-11,150000000
2019-04-12,150000000
2019-04-13,155627951
2019-04-14,155627951
2019-04-15,500000000
2019-04-16,500000000
2019-04-17,500000000
2019-04-18,500000000
2019-04-19,500000000
2019-04-20,500000000
2019-04-21,500000000
2019-04-22,500000000
2019-04-23,500000000
2019-04-24,500000000
2019-04-25,500000000
2019-04-26,500000000
2019-04-27,500000000
2019-04-28,500000000
2019-04-29,500000000
2019-04-30,500000000
2019-05-01,500000000
2019-05-02,500000000
2019-05-03,500000000
2019-05-04,500000000
2019-05-05,500000000
2019-05-06,500000000
2019-05-07,500000000
2019-05-08,500000000
2019-05-09,500000000
2019-05-10,500000000
2019-05-11,500000000
2019-05-12,500000000
2019-05-13,500000000
2019-05-14,500000000
2019-05-15,500000000
2019-05-16,500000000
2019-05-17,500000000
2019-05-18,500000000
2019-05-19,500000000
2019-05-20,500000000
2019-05-21,500000000
2019-05-22,500000000
2019-05-23,500000000
2019-05-24,500000000
2019-05-25,500000000
2019-05-26,500000000
2019-05-27,500000000
2019-05-28,500000000
2019-05-29,500000000
2019-05-30,500000000
2019-05-31,500000000
2019-06-01,500000000
2019-06-02,500000000
2019-06-03,500000000
2019-06-04,500000000
2019-06-05,500000000
2019-06-06,500000000
2019-06-07,500000000
2019-06-08,500000000
2019-06-09,500000000
2019-06-10,500000000
2019-06-11,500000000
2019-06-12,500000000
2019-06-13,500000000
2019-06-14,500000000
2019-06-15,500000000
2019-06-16,500000000
2019-06-17,500000000
2019-06-18,500000000
2019-06-19,518065756
2019-06-20,518065756
2019-06-21,518065756
2019-06-22,518065756
2019-06-23,518065756
2019-06-24,518065756
2019-06-25,518065756
2019-06-26,518065756
2019-06-27,518065756
2019-06-28,518065756
2019-06-29,518065756
2019-06-30,518065756
2019-07-01,518065756
2019-07-02,518065756
2019-07-03,518065756
2019-07-04,518065756
2019-07-05,518065756
2019-07-06,518065756
2019-07-07,518065756
2019-07-08,518065756
2019-07-09,518065756
2019-07-10,518065756
2019-07-11,518065756
2019-07-12,518065756
2019-07-13,518065756
2019-07-14,518065756
2019-07-15,518065756
2019-07-16,518065756
2019-07-17,518065756
2019-07-18,518065756
2019-07-19,518065756
2019-07-20,518065756
2019-07-21,518065756
2019-07-22,518065756
2019-07-23,518065756
2019-07-24,518065756
2019-07-25,518065756
2019-07-26,518065756
2019-07-27,518065756
2019-07-28,518065756
2019-07-29,518065756
2019-07-30,518065756
2019-07-31,518065756
2019-08-01,518065756
2019-08-02,541140497
2019-08-03,541140497
2019-08-04,541140497
2019-08-05,541140497
2019-08-06,541140497
2019-08-07,541140497
2019-08-08,541140497
2019-08-09,541140497
2019-08-10,541140497
2019-08-11,541140497
2019-08-12,541140497
2019-08-13,541140497
2019-08-14,541140497
2019-08-15,541140497
2019-08-16,541140497
2019-08-17,541140497
2019-08-18,541140497
2019-08-19,541140497
2019-08-20,541140497
2019-08-21,541140497
2019-08-22,541140497
2019-08-23,541140497
2019-08-24,541140497
2019-08-24,541140497
2019-08-25,541140497
2019-08-25,541140497
2019-08-26,541140497
2019-08-26,541140497
2019-08-27,541140497
2019-08-28,541140497
2019-08-29,541140497
2019-08-30,566249118
2019-08-31,566249118
2019-09-01,566249118
2019-09-02,566249118
2019-09-03,566249118
2019-09-04,566249118
2019-09-05,566249118
2019-09-06,566249118
2019-09-07,566249118
2019-09-08,566249118
2019-09-09,566249118
2019-09-10,566249118
2019-09-11,566249118
2019-09-12,566249118
2019-09-13,566249118
2019-09-14,566249118
2019-09-15,566249118
2019-09-16,566249118
2019-09-17,566249118
2019-09-18,566249118
2019-09-19,566249118
2019-09-20,566249118
2019-09-21,566249118
2019-09-22,566249118
2019-09-23,566249118
2019-09-24,566249118
2019-09-25,566249118
2019-09-26,566249118
2019-09-27,592422763
2019-09-28,592422763
2019-09-29,592422763
2019-09-30,592422763
2019-10-01,592422763
2019-10-02,592422763
2019-10-03,592422763
2019-10-04,592422763
2019-10-05,592422763
2019-10-06,592422763
2019-10-07,592422763
2019-10-08,592422763
2019-10-09,592422763
2019-10-10,592422763
2019-10-11,592422763
2019-10-12,592422763
2019-10-13,592422763
2019-10-14,592422763
2019-10-15,592422763
2019-10-16,592422763
2019-10-17,592422763
2019-10-18,592422763
2019-10-19,592422763
2019-10-20,592422763
2019-10-21,592422763
2019-10-22,592422763
2019-10-23,592422763
2019-10-24,592422763
2019-10-25,619679791
2019-10-26,619679791
2019-10-27,619679791
2019-10-28,619679791
2019-10-29,619679791
2019-10-30,619679791
2019-10-31,619679791
2019-11-01,619679791
2019-11-02,619679791
2019-11-03,619679791
2019-11-04,619679791
2019-11-05,619679791
2019-11-06,619679791
2019-11-07,619679791
2019-11-08,619679791
2019-11-09,619679791
2019-11-10,619679791
2019-11-11,619679791
2019-11-12,619679791
2019-11-13,619679791
2019-11-14,619679791
2019-11-15,619679791
2019-11-16,619679791
2019-11-17,619679791
2019-11-18,619679791
2019-11-19,619679791
2019-11-20,648378876
2019-11-21,648378876
2019-11-22,648378876
2019-11-23,648378876
2019-11-24,648378876
2019-11-25,648378876
2019-11-26,648378876
2019-11-27,648378876
2019-11-28,648378876
2019-11-29,648378876
2019-11-30,648378876
2019-12-01,648378876
2019-12-02,648378876
2019-12-03,648378876
2019-12-04,648378876
2019-12-05,648378876
2019-12-06,648378876
2019-12-07,648378876
2019-12-08,648378876
2019-12-09,648378876
2019-12-10,648378876
2019-12-11,648378876
2019-12-12,648378876
2019-12-13,648378876
2019-12-14,648378876
2019-12-15,678138770
2019-12-16,678138770
2019-12-17,678138770
2019-12-18,678138770
2019-12-19,678138770
2019-12-20,678138770
2019-12-21,678138770
2019-12-22,678138770
2019-12-23,678138770
2019-12-24,678138770
2019-12-25,678138770
2019-12-26,678138770
2019-12-27,678138770
2019-12-28,678138770
2019-12-29,678138770
2019-12-30,678138770
2019-12-31,678138770
2020-01-01,678138770
2020-01-02,678138770
2020-01-03,678138770
2020-01-04,678138770
2020-01-05,678138770
2020-01-06,678138770
2020-01-07,678138770
2020-01-08,678138770
2020-01-09,678138770
2020-01-10,678138770
2020-01-11,678138770
2020-01-12,678138770
2020-01-13,678138770
2020-01-14,678138770
2020-01-15,678138770
2020-01-16,678138770
2020-01-17,678138770
2020-01-18,678138770
2020-01-19,678138770
2020-01-20,709248882
2020-01-21,709248882
2020-01-22,709248882
2020-01-23,709248882
2020-01-24,709248882
2020-01-25,709248882
2020-01-26,709248882
2020-01-27,709248882
2020-01-28,709248882
2020-01-29,709248882
2020-01-30,709248882
2020-01-31,709248882
2020-02-01,709248882
2020-02-02,709248882
2020-02-03,709248882
2020-02-04,709248882
2020-02-05,709248882
2020-02-06,709248882
2020-02-07,709248882
2020-02-08,709248882
2020-02-09,709248882
2020-02-10,742023958
2020-02-11,742023958
2020-02-12,742023958
2020-02-13,742023958
2020-02-14,742023958
2020-02-15,742023958
2020-02-16,742023958
2020-02-17,742023958
2020-02-18,742023958
2020-02-19,742023958
2020-02-20,742023958
2020-02-21,742023958
2020-02-22,742023958
2020-02-23,742023958
2020-02-24,742023958
2020-02-25,742023958
2020-02-26,742023958
2020-02-27,742023958
2020-02-28,742023958
2020-02-29,742023958
2020-03-01,742023958
2020-03-02,742023958
2020-03-03,742023958
2020-03-04,742023958
2020-03-05,742023958
2020-03-06,742023958
2020-03-07,742023958
2020-03-08,742023958
2020-03-09,742023958
2020-03-10,742023958
2020-03-11,742023958
2020-03-12,742023958
2020-03-13,742023958
2020-03-14,742023958
2020-03-15,742023958
2020-03-16,742023958
2020-03-17,742023958
2020-03-18,742023958
2020-03-19,742023958
2020-03-20,742023958
2020-03-21,742023958
2020-03-22,775467068
2020-03-23,775467068
2020-03-24,775467068
2020-03-25,775467068
2020-03-26,775467068
2020-03-27,775467068
2020-03-28,775467068
2020-03-29,775467068
2020-03-30,775467068
2020-03-31,775467068
2020-04-01,775467068
2020-04-02,775467068
2020-04-03,775467068
2020-04-04,775467068
2020-04-05,775467068
2020-04-06,775467068
2020-04-07,775467068
2020-04-08,775467068
2020-04-09,775467068
2020-04-10,775467068
2020-04-11,775467068
2020-04-12,775467068
2020-04-13,775467068
2020-04-14,775467068
2020-04-15,775467068
2020-04-16,775467068
2020-04-17,775467068
2020-04-18,775467068
2020-04-19,775467068
2020-04-20,812506895
2020-04-21,812506895
2020-04-22,812506895
2020-04-23,812506895
2020-04-24,812506895
2020-04-25,812506895
2020-04-26,812506895
2020-04-27,812506895
2020-04-28,812506895
2020-04-29,812506895
2020-04-30,812506895
2020-05-01,812506895
2020-05-02,812506895
2020-05-03,812506895
2020-05-04,812506895
2020-05-05,812506895
2020-05-06,812506895
2020-05-07,812506895
2020-05-08,812506895
2020-05-09,812506895
2020-05-10,812506895
2020-05-11,812506895
2020-05-12,812506895
2020-05-13,812506895
