date_obj,Saradomin%20platelegs price
2015-09-12,86010
2015-09-13,86010
2015-09-14,88218
2015-09-15,88703
2015-09-16,88703
2015-09-17,89789
2015-09-18,89789
2015-09-19,91295
2015-09-20,91295
2015-09-21,91134
2015-09-22,91134
2015-09-23,90224
2015-09-24,90224
2015-09-25,91578
2015-09-27,91718
2015-09-28,91718
2015-09-29,91912
2015-09-30,92080
2015-10-05,94546
2015-10-06,91981
2015-10-07,91981
2015-10-08,92114
2015-10-09,93405
2015-10-10,93405
2015-10-11,94048
2015-10-12,94048
2015-10-13,94007
2015-10-14,94007
2015-10-15,94188
2015-10-16,94188
2015-10-17,92274
2015-10-18,92274
2015-10-19,91853
2015-10-20,91853
2015-10-22,92278
2015-10-23,90683
2015-10-24,90683
2015-10-25,90393
2015-10-26,90393
2015-10-27,90949
2015-10-29,91240
2015-10-30,91240
2015-10-31,92032
2015-11-01,92032
2015-11-02,93278
2015-11-03,93278
2015-11-04,92187
2015-11-05,92187
2015-11-06,91833
2015-11-07,91264
2015-11-08,91264
2015-11-09,92772
2015-11-10,92772
2015-11-11,93989
2015-11-12,93989
2015-11-13,94991
2015-11-14,94991
2015-11-15,96310
2015-11-16,96310
2015-11-17,97669
2015-11-18,97669
2015-11-19,98604
2015-11-20,98604
2015-11-21,99185
2015-11-22,98912
2015-11-23,98912
2015-11-24,99822
2015-11-25,101488
2015-11-26,101488
2015-11-27,103752
2015-11-28,103752
2015-11-29,104862
2015-11-30,104862
2015-12-01,105152
2015-12-02,105152
2015-12-03,104662
2015-12-04,104662
2015-12-05,102369
2015-12-06,102369
2015-12-07,101127
2015-12-08,101127
2015-12-09,99095
2015-12-10,99095
2015-12-11,95956
2015-12-12,95956
2015-12-13,95111
2015-12-14,95111
2015-12-15,95552
2015-12-16,95552
2015-12-17,95037
2015-12-18,95037
2015-12-19,93562
2015-12-20,92347
2015-12-21,92347
2015-12-22,91073
2015-12-23,91073
2015-12-24,91064
2015-12-25,91064
2015-12-26,90639
2015-12-27,90712
2015-12-28,90712
2015-12-29,89037
2015-12-30,89696
2015-12-31,89696
2016-01-01,86923
2016-01-02,86923
2016-01-03,85269
2016-01-04,84661
2016-01-05,84661
2016-01-06,83136
2016-01-07,83136
2016-01-08,82895
2016-01-09,82895
2016-01-10,82033
2016-01-11,82033
2016-01-12,79135
2016-01-13,79135
2016-01-14,77331
2016-01-15,77331
2016-01-16,75989
2016-01-17,75989
2016-01-18,74652
2016-01-19,74652
2016-01-20,74276
2016-01-21,74276
2016-01-22,73604
2016-01-23,73604
2016-01-24,73160
2016-01-25,72686
2016-01-26,72686
2016-01-27,72009
2016-01-28,72009
2016-01-29,70284
2016-01-30,70284
2016-01-31,70561
2016-02-01,71456
2016-02-02,71456
2016-02-03,72426
2016-02-04,72426
2016-02-05,71135
2016-02-06,70903
2016-02-07,70903
2016-02-08,72037
2016-02-09,72037
2016-02-10,72806
2016-02-11,72806
2016-02-12,71033
2016-02-13,71028
2016-02-14,71028
2016-02-15,71521
2016-02-16,71521
2016-02-17,70628
2016-02-18,70628
2016-02-19,69592
2016-02-20,69592
2016-02-21,69449
2016-02-22,69449
2016-02-23,69864
2016-02-24,69864
2016-02-25,69710
2016-02-26,69710
2016-02-27,68837
2016-02-28,68837
2016-02-29,68041
2016-03-01,66270
2016-03-02,66270
2016-03-03,64576
2016-03-04,64576
2016-03-05,62847
2016-03-06,60952
2016-03-07,60952
2016-03-08,60646
2016-03-09,62670
2016-03-10,64193
2016-03-11,64193
2016-03-12,66895
2016-03-13,66895
2016-03-14,68242
2016-03-15,68242
2016-03-16,67456
2016-03-17,67456
2016-03-18,66058
2016-03-19,66058
2016-03-20,64561
2016-03-21,64561
2016-03-22,64598
2016-03-23,64430
2016-03-24,64430
2016-03-25,63596
2016-03-26,62707
2016-03-27,62707
2016-03-28,63152
2016-03-29,63771
2016-03-30,63771
2016-03-31,63223
2016-04-01,63223
2016-04-02,63292
2016-04-03,63923
2016-04-04,64195
2016-04-05,64195
2016-04-06,62687
2016-04-07,62687
2016-04-08,63006
2016-04-09,64022
2016-04-10,64969
2016-04-11,64969
2016-04-12,65646
2016-04-13,65646
2016-04-14,66169
2016-04-15,65539
2016-04-16,65539
2016-04-17,64363
2016-04-18,63823
2016-04-19,63823
2016-04-20,63709
2016-04-21,63709
2016-04-22,63139
2016-04-23,62130
2016-04-24,62130
2016-04-25,60873
2016-04-26,60873
2016-04-27,60648
2016-04-28,60648
2016-04-29,60573
2016-04-30,59061
2016-05-01,59061
2016-05-02,59131
2016-05-03,60680
2016-05-04,60680
2016-05-05,59880
2016-05-06,59880
2016-05-07,57913
2016-05-08,57913
2016-05-09,57432
2016-05-10,57888
2016-05-11,57888
2016-05-12,58205
2016-05-13,58282
2016-05-14,58282
2016-05-15,58215
2016-05-16,58215
2016-05-17,58971
2016-05-18,58492
2016-05-19,58492
2016-05-22,56680
2016-05-23,56175
2016-05-24,56528
2016-05-25,56528
2016-05-26,57211
2016-05-27,57936
2016-05-28,57936
2016-05-29,57351
2016-05-30,57351
2016-05-31,55551
2016-06-01,54864
2016-06-02,53669
2016-06-03,53669
2016-06-04,52826
2016-06-05,52826
2016-06-06,51249
2016-06-07,51249
2016-06-08,50116
2016-06-09,49558
2016-06-10,49251
2016-06-11,49251
2016-06-12,49464
2016-06-13,49464
2016-06-14,49244
2016-06-15,49244
2016-06-16,49773
2016-06-17,49662
2016-06-18,49662
2016-06-19,50562
2016-06-20,51101
2016-06-21,51188
2016-06-22,51879
2016-06-23,53412
2016-06-24,53412
2016-06-25,53993
2016-06-26,53993
2016-06-27,53849
2016-06-28,53427
2016-06-29,53327
2016-06-30,51996
2016-07-01,50482
2016-07-02,50482
2016-07-03,48872
2016-07-04,48983
2016-07-05,48983
2016-07-06,48334
2016-07-07,48334
2016-07-08,48374
2016-07-09,47911
2016-07-10,46872
2016-07-11,46499
2016-07-12,46499
2016-07-13,45838
2016-07-14,45407
2016-07-15,45407
2016-07-16,45324
2016-07-17,45324
2016-07-18,45297
2016-07-23,45520
2016-07-24,45719
2016-07-25,46200
2016-07-26,46200
2016-07-27,46202
2016-07-28,46202
2016-07-29,46653
2016-07-30,45533
2016-07-31,45533
2016-08-01,46246
2016-08-02,46429
2016-08-03,47123
2016-08-04,47123
2016-08-05,47148
2016-08-06,46829
2016-08-07,47289
2016-08-08,47289
2016-08-09,48443
2016-08-10,49163
2016-08-11,49163
2016-08-12,49414
2016-08-13,49414
2016-08-14,49949
2016-08-15,50529
2016-08-16,50698
2016-08-17,50698
2016-08-18,50816
2016-08-19,50816
2016-08-20,50417
2016-08-21,50417
2016-08-22,50349
2016-08-23,50396
2016-08-24,50396
2016-08-25,49659
2016-08-26,49659
2016-08-28,49124
2016-08-31,49393
2016-09-01,49147
2016-09-02,49147
2016-09-03,48375
2016-09-04,48124
2016-09-05,48688
2016-09-06,48688
2016-09-07,48499
2016-09-08,48499
2016-09-09,48879
2016-09-10,48662
2016-09-11,48662
2016-09-12,48788
2016-09-13,48788
2016-09-14,48788
2016-09-15,48793
2016-09-16,48793
2016-09-17,48971
2016-09-18,48971
2016-09-19,49136
2016-09-20,49136
2016-09-21,48399
2016-09-22,47536
2016-09-23,47536
2016-09-24,46821
2016-09-25,45339
2016-09-26,45339
2016-09-27,45129
2016-09-28,45129
2016-09-29,45311
2016-09-30,45193
2016-10-01,43760
2016-10-02,43760
2016-10-03,43749
2016-10-04,42867
2016-10-05,42867
2016-10-06,43419
2016-10-07,43419
2016-10-08,44331
2016-10-09,44331
2016-10-11,46753
2016-10-12,46753
2016-10-13,48966
2016-10-14,49071
2016-10-15,50753
2016-10-16,50753
2016-10-17,50931
2016-10-18,50931
2016-10-19,50279
2016-10-20,50279
2016-10-21,49979
2016-10-22,49979
2016-10-23,49461
2016-10-24,49195
2016-10-25,49195
2016-10-26,49691
2016-10-27,49691
2016-10-28,50519
2016-10-29,52160
2016-10-30,52160
2016-10-31,53227
2016-11-01,53227
2016-11-02,53196
2016-11-03,53196
2016-11-04,53335
2016-11-05,53335
2016-11-06,53637
2016-11-07,53637
2016-11-08,52926
2016-11-09,52926
2016-11-10,52624
2016-11-11,52624
2016-11-12,53868
2016-11-13,53868
2016-11-14,54745
2016-12-08,64356
2016-12-09,64941
2016-12-10,64941
2016-12-11,65661
2016-12-12,65661
2016-12-13,65366
2016-12-14,64380
2016-12-15,64380
2016-12-16,64980
2016-12-17,65489
2016-12-18,65489
2016-12-19,65747
2016-12-20,65836
2016-12-21,65836
2016-12-22,66583
2016-12-23,66729
2016-12-24,66729
2016-12-25,67423
2016-12-26,67423
2016-12-27,67282
2016-12-28,67282
2016-12-29,68032
2016-12-30,68032
2016-12-31,69999
2017-01-01,69999
2017-01-02,71823
2017-01-03,71823
2017-01-04,72085
2017-01-05,72085
2017-01-06,71867
2017-01-07,70166
2017-01-08,70166
2017-01-09,68135
2017-01-10,66018
2017-01-11,65106
2017-01-12,62594
2017-01-13,62594
2017-01-14,60543
2017-01-15,58301
2017-01-16,57216
2017-01-17,56468
2017-01-18,56258
2017-01-19,56258
2017-01-20,54359
2017-01-21,53782
2017-01-22,53782
2017-01-27,54991
2017-01-28,54355
2017-01-29,53452
2017-01-30,53452
2017-01-31,52594
2017-02-01,52705
2017-02-02,52705
2017-02-03,52341
2017-02-04,50941
2017-02-05,50941
2017-02-06,50421
2017-02-07,50421
2017-02-08,49872
2017-02-09,49872
2017-02-10,49661
2017-02-11,50379
2017-02-12,50379
2017-02-13,51547
2017-02-14,52211
2017-02-15,52211
2017-02-16,52485
2017-02-18,51404
2017-02-19,50871
2017-02-20,50871
2017-02-21,50570
2017-02-22,50570
2017-02-23,51037
2017-02-24,51037
2017-02-25,50104
2017-02-26,50104
2017-02-27,49479
2017-02-28,49052
2017-03-01,49088
2017-03-02,48987
2017-03-03,48987
2017-03-04,49338
2017-03-05,49338
2017-03-06,49401
2017-03-07,50252
2017-03-08,50252
2017-03-09,50336
2017-03-10,49255
2017-03-11,49769
2017-03-12,49769
2017-03-13,49543
2017-03-14,49286
2017-03-15,49586
2017-03-16,49874
2017-03-17,49874
2017-03-18,49987
2017-03-19,49156
2017-03-20,49919
2017-03-21,49839
2017-03-22,49839
2017-03-23,49479
2017-03-24,50177
2017-03-25,50177
2017-03-26,49993
2017-03-27,50367
2017-03-28,50367
2017-03-29,49414
2017-03-30,49894
2017-03-31,50024
2017-04-01,50024
2017-04-02,49884
2017-04-03,49822
2017-04-04,50013
2017-04-12,48657
2017-04-13,48679
2017-04-14,48679
2017-04-15,49199
2017-04-16,49980
2017-04-17,51672
2017-04-18,52024
2017-04-19,52949
2017-04-20,52949
2017-04-21,52934
2017-04-22,52934
2017-04-23,53264
2017-04-24,53992
2017-04-25,54159
2017-04-26,54159
2017-04-27,54580
2017-04-28,54778
2017-04-29,55087
2017-04-30,54424
2017-05-01,54424
2017-05-02,54809
2017-05-03,54809
2017-05-04,53687
2017-05-05,52701
2017-05-06,52701
2017-05-07,52427
2017-05-08,52427
2017-05-09,52922
2017-05-10,52922
2017-05-11,52756
2017-05-12,52267
2017-05-13,50784
2017-05-14,50784
2017-05-15,49767
2017-05-16,48944
2017-05-17,48944
2017-05-18,48584
2017-05-19,48584
2017-05-20,48247
2017-05-21,48247
2017-05-22,49058
2017-05-23,49058
2017-05-24,49283
2017-05-25,49283
2017-05-26,49141
2017-05-27,48434
2017-05-28,48434
2017-05-29,46842
2017-05-30,46842
2017-05-31,46248
2017-06-01,47492
2017-06-02,47973
2017-06-03,47973
2017-06-06,47738
2017-06-07,48351
2017-06-08,48351
2017-06-09,49216
2017-06-10,49173
2017-06-11,48168
2017-06-12,48168
2017-06-13,48394
2017-06-14,46759
2017-06-15,46759
2017-06-16,46845
2017-06-17,46845
2017-06-18,46440
2017-06-19,46440
2017-06-20,46755
2017-06-21,46696
2017-06-22,46696
2017-06-23,45960
2017-06-24,45540
2017-06-25,45540
2017-06-26,45699
2017-06-27,46349
2017-06-28,46349
2017-06-29,46878
2017-06-30,46878
2017-07-01,47525
2017-07-02,47525
2017-07-03,48067
2017-07-04,48339
2017-07-05,48339
2017-07-06,49094
2017-07-07,49094
2017-07-08,49123
2017-07-13,48173
2017-07-14,47318
2017-07-15,47318
2017-07-16,47208
2017-07-17,47924
2017-07-18,47924
2017-07-19,47453
2017-07-20,48524
2017-07-21,50464
2017-07-22,52667
2017-07-23,55105
2017-07-24,55105
2017-07-25,57559
2017-07-26,60190
2017-07-27,62076
2017-07-28,62076
2017-07-29,64009
2017-07-30,65724
2017-07-31,65724
2017-08-01,68308
2017-08-02,69871
2017-08-03,69871
2017-08-04,69191
2017-08-05,67578
2017-08-06,67578
2017-08-09,63202
2017-08-10,60560
2017-08-11,60560
2017-08-12,59216
2017-08-13,59216
2017-08-14,58278
2017-08-15,56451
2017-08-17,55433
2017-08-18,55433
2017-08-19,54395
2017-08-20,52906
2017-08-21,52906
2017-08-22,52741
2017-08-23,52741
2017-08-24,51857
2017-08-25,51857
2017-08-26,50883
2017-08-27,49146
2017-08-28,49146
2017-08-29,48584
2017-08-30,47431
2017-08-31,47431
2017-09-01,46719
2017-09-02,46653
2017-09-03,46653
2017-09-04,46545
2017-09-05,47007
2017-09-06,47007
2017-09-07,48637
2017-09-08,48637
2017-09-09,49239
2017-09-10,49240
2017-09-11,49240
2017-09-12,50087
2017-09-13,51064
2017-09-14,52458
2017-09-15,52458
2017-09-16,52563
2017-09-17,52944
2017-09-19,51743
2017-09-20,50111
2017-09-21,50111
2017-09-22,48990
2017-09-23,48990
2017-09-24,47697
2017-09-25,46006
2017-09-26,46006
2017-09-27,44883
2017-09-28,44878
2017-09-29,45894
2017-09-30,45894
2017-10-01,47248
2017-10-02,47248
2017-10-03,48090
2017-10-04,48090
2017-10-05,50040
2017-10-06,50040
2017-10-07,51396
2017-10-08,51396
2017-10-09,53541
2017-10-10,55515
2017-10-11,55515
2017-10-12,55744
2017-10-13,55744
2017-10-14,55675
2017-10-15,55675
2017-10-16,57018
2017-10-17,57018
2017-10-18,57645
2017-10-19,57645
2017-10-20,58938
2017-10-21,58938
2017-10-22,59164
2017-10-23,59164
2017-10-24,59523
2017-10-25,58892
2017-10-26,58892
2017-10-27,57993
2017-10-28,57993
2017-10-29,57356
2017-10-30,57356
2017-10-31,56374
2017-11-01,56374
2017-11-02,54507
2017-11-03,54507
2017-11-04,52705
2017-11-05,52705
2017-11-06,51232
2017-11-07,51232
2017-11-08,49131
2017-11-09,46846
2017-11-10,46846
2017-11-11,44538
2017-11-12,43234
2017-11-13,43234
2017-11-14,44121
2017-11-15,44121
2017-11-16,44367
2017-11-17,44367
2017-11-18,44370
2017-11-19,44800
2017-11-20,45440
2017-11-21,46177
2017-11-22,46177
2017-11-23,46172
2017-11-24,46172
2017-11-25,46662
2017-11-26,46662
2017-11-27,47632
2017-11-28,49552
2017-11-29,49552
2017-11-30,51354
2017-12-01,51042
2017-12-02,51042
2017-12-03,50014
2017-12-04,50014
2017-12-05,50003
2017-12-06,50003
2017-12-07,49288
2017-12-08,49288
2017-12-09,49229
2017-12-10,48318
2017-12-11,48490
2017-12-12,48490
2017-12-13,48815
2017-12-14,48815
2017-12-15,49533
2017-12-16,49533
2017-12-17,49791
2017-12-18,49655
2017-12-19,49655
2017-12-20,49498
2017-12-21,49366
2017-12-22,49366
2017-12-23,49305
2017-12-24,49598
2017-12-25,49892
2017-12-26,49968
2017-12-27,51321
2017-12-28,51321
2017-12-29,51719
2017-12-30,51946
2017-12-31,51946
2018-01-01,52623
2018-01-02,52623
2018-01-03,53053
2018-01-04,53053
2018-01-05,52577
2018-01-06,51926
2018-01-07,50146
2018-01-08,50146
2018-01-09,49454
2018-01-10,49454
2018-01-11,49708
2018-01-12,49708
2018-01-13,49934
2018-01-14,50608
2018-01-15,50838
2018-01-16,52035
2018-01-17,52474
2018-01-18,52501
2018-01-19,52501
2018-01-20,53066
2018-01-21,53066
2018-01-22,52715
2018-01-23,53399
2018-01-24,52873
2018-01-25,51837
2018-01-26,51403
2018-01-27,49875
2018-01-28,49885
2018-01-29,50052
2018-01-30,50898
2018-02-01,50462
2018-02-02,50117
2018-02-03,49820
2018-02-04,50122
2018-02-05,50815
2018-02-06,51020
2018-02-07,51255
2018-02-08,51255
2018-02-09,50877
2018-02-10,49062
2018-02-11,48382
2018-02-12,47842
2018-02-13,47074
2018-02-14,47180
2018-02-15,47193
2018-02-16,47028
2018-02-17,46469
2018-02-18,46604
2018-02-19,46883
2018-02-20,47360
2018-02-21,48536
2018-02-22,49232
2018-02-23,50320
2018-02-24,50401
2018-02-25,50779
2018-02-26,50938
2018-02-27,50971
2018-02-28,49965
2018-03-01,49726
2018-03-02,49701
2018-03-03,48985
2018-03-04,48985
2018-03-05,48987
2018-03-06,48030
2018-03-07,48040
2018-03-08,48969
2018-03-09,49402
2018-03-10,48784
2018-03-11,48605
2018-03-12,48744
2018-03-13,48514
2018-03-14,49228
2018-03-15,49520
2018-03-16,49232
2018-03-17,48190
2018-03-18,47896
2018-03-19,47896
2018-03-20,47688
2018-03-21,47671
2018-03-23,49033
2018-03-24,49559
2018-03-26,49928
2018-03-27,50472
2018-03-28,50472
2018-03-29,50901
2018-03-30,51412
2018-03-31,51876
2018-04-01,52372
2018-04-02,52110
2018-04-03,51717
2018-04-04,50948
2018-04-05,50948
2018-04-06,50826
2018-04-08,51847
2018-04-09,52827
2018-04-10,53208
2018-04-11,54091
2018-04-12,54813
2018-04-13,54604
2018-04-14,55404
2018-04-15,55679
2018-04-16,55154
2018-04-17,55081
2018-04-18,54803
2018-04-19,54603
2018-04-20,54291
2018-04-21,54057
2018-04-22,55491
2018-04-23,56643
2018-04-24,57900
2018-04-25,57352
2018-04-26,56394
2018-04-27,56672
2018-04-28,54797
2018-04-29,53225
2018-04-30,52891
2018-05-01,52738
2018-05-02,52873
2018-05-03,53000
2018-05-04,52221
2018-05-05,52675
2018-05-06,52675
2018-05-07,53264
2018-05-08,52527
2018-05-09,53253
2018-05-10,51960
2018-05-11,51087
2018-05-12,51871
2018-05-13,51871
2018-05-14,53207
2018-05-15,55024
2018-05-16,57516
2018-05-17,59614
2018-05-18,60259
2018-05-19,62317
2018-05-20,61767
2018-05-21,62990
2018-05-22,62990
2018-05-23,64012
2018-05-24,64784
2018-05-25,64075
2018-05-26,64234
2018-05-27,64234
2018-05-28,63818
2018-05-29,61386
2018-05-30,59712
2018-05-31,60444
2018-06-01,60837
2018-06-02,59824
2018-06-03,58465
2018-06-04,57941
2018-06-05,59301
2018-06-06,58298
2018-06-07,58298
2018-06-08,57378
2018-06-09,56710
2018-06-10,56787
2018-06-11,56385
2018-06-12,55591
2018-06-13,54657
2018-06-14,53776
2018-06-15,52840
2018-06-16,51200
2018-06-17,51334
2018-06-18,51686
2018-06-19,52132
2018-06-20,52132
2018-06-21,52232
2018-06-22,51378
2018-06-23,51193
2018-06-24,50867
2018-06-25,49562
2018-06-26,48657
2018-06-27,48481
2018-06-28,48633
2018-06-29,48253
2018-06-30,47383
2018-07-01,45938
2018-07-02,45938
2018-07-03,45227
2018-07-04,45508
2018-07-05,45691
2018-07-06,44483
2018-07-07,44457
2018-07-08,44209
2018-07-09,44554
2018-07-10,45946
2018-07-11,46141
2018-07-12,46561
2018-07-13,45902
2018-07-14,45986
2018-07-15,46473
2018-07-16,46591
2018-07-17,46374
2018-07-18,45402
2018-07-19,45112
2018-07-20,45653
2018-07-21,45757
2018-07-22,45471
2018-07-23,45421
2018-07-24,44630
2018-07-25,44665
2018-07-26,45233
2018-07-27,45098
2018-07-28,45789
2018-07-29,46032
2018-07-30,47194
2018-07-31,48173
2018-08-01,48398
2018-08-02,48292
2018-08-03,49713
2018-08-04,49904
2018-08-05,49905
2018-08-06,50338
2018-08-07,50680
2018-08-08,49494
2018-08-09,50238
2018-08-10,49943
2018-08-11,48581
2018-08-12,48487
2018-08-14,47919
2018-08-16,45928
2018-08-17,45065
2018-08-18,45965
2018-08-19,45987
2018-08-20,45567
2018-08-21,46195
2018-08-22,46989
2018-08-23,48017
2018-08-24,48355
2018-08-25,48682
2018-08-26,49153
2018-08-27,49648
2018-08-28,49835
2018-08-29,50374
2018-08-30,50635
2018-08-31,51097
2018-09-01,51135
2018-09-02,51237
2018-09-03,51926
2018-09-04,52183
2018-09-05,53251
2018-09-06,53251
2018-09-07,53830
2018-09-08,55075
2018-09-09,56387
2018-09-10,56282
2018-09-11,56197
2018-09-12,55962
2018-09-13,56221
2018-09-14,56882
2018-09-15,57955
2018-09-16,58567
2018-09-17,58981
2018-09-18,58749
2018-09-19,59642
2018-09-20,60137
2018-09-21,59064
2018-09-22,57795
2018-09-23,58268
2018-09-24,57686
2018-09-25,58088
2018-09-26,59492
2018-09-27,59884
2018-09-28,59903
2018-09-29,60234
2018-09-30,61852
2018-10-02,64497
2018-10-03,64540
2018-10-04,62802
2018-10-05,62058
2018-10-06,62237
2018-10-07,62426
2018-10-08,62248
2018-10-09,64605
2018-10-10,65757
2018-10-11,66813
2018-10-12,68443
2018-10-13,69052
2018-10-14,69381
2018-10-15,67126
2018-10-16,64965
2018-10-17,64108
2018-10-18,63896
2018-10-19,64743
2018-10-20,64751
2018-10-21,65880
2018-10-22,66223
2018-10-23,65008
2018-10-24,64910
2018-10-25,62186
2018-10-26,59566
2018-10-27,58112
2018-10-28,58265
2018-10-29,59104
2018-10-30,61278
2018-10-31,62554
2018-11-01,64599
2018-11-03,69630
2018-11-04,73102
2018-11-05,76750
2018-11-06,80588
2018-11-07,84618
2018-11-08,88849
2018-11-09,93292
2018-11-10,97957
2018-11-11,102855
2018-11-12,107990
2018-11-13,113279
2018-11-14,118907
2018-11-15,124853
2018-11-16,131096
2018-11-17,137644
2018-11-18,144527
2018-11-19,151706
2018-11-20,158206
2018-11-21,164240
2018-11-22,168414
2018-11-23,163797
2018-11-24,158997
2018-11-25,156294
2018-11-26,155374
2018-11-27,149085
2018-11-28,141876
2018-11-29,134782
2018-12-01,121639
2018-12-02,115557
2018-12-03,109782
2018-12-04,104802
2018-12-05,101021
2018-12-07,93714
2018-12-09,89931
2018-12-10,87483
2018-12-11,86456
2018-12-12,86607
2018-12-13,84247
2018-12-14,82787
2018-12-15,84049
2018-12-16,82542
2018-12-17,80946
2018-12-18,80238
2018-12-19,78862
2018-12-20,78255
2018-12-21,77523
2018-12-22,78325
2018-12-23,77572
2018-12-24,79533
2018-12-25,82967
2018-12-26,85099
2018-12-27,86589
2018-12-28,87285
2018-12-29,86381
2018-12-30,84895
2018-12-31,83726
2019-01-01,81742
2019-01-02,80866
2019-01-03,82012
2019-01-04,83156
2019-01-05,81572
2019-01-06,79700
2019-01-08,75920
2019-01-10,73306
2019-01-11,72274
2019-01-12,68734
2019-01-13,65343
2019-01-14,62552
2019-01-15,60386
2019-01-16,58525
2019-01-17,56863
2019-01-18,55572
2019-01-19,55464
2019-01-20,54993
2019-01-21,54672
2019-01-22,53024
2019-01-23,51440
2019-01-24,51188
2019-01-25,50040
2019-01-26,50033
2019-01-27,50022
2019-01-28,50913
2019-01-29,49916
2019-01-30,48838
2019-01-31,48723
2019-02-01,48648
2019-02-02,48711
2019-02-03,49025
2019-02-04,49165
2019-02-05,49568
2019-02-06,49866
2019-02-07,50461
2019-02-08,50837
2019-02-09,50526
2019-02-10,50531
2019-02-11,50619
2019-02-12,50846
2019-02-13,51277
2019-02-14,51685
2019-02-15,51794
2019-02-16,52130
2019-02-17,53120
2019-02-18,54244
2019-02-19,54352
2019-02-20,53976
2019-02-21,53061
2019-02-22,52541
2019-02-23,53260
2019-02-24,53210
2019-02-25,54159
2019-02-26,55612
2019-02-27,55458
2019-02-28,55469
2019-03-01,55858
2019-03-02,56044
2019-03-03,54948
2019-03-04,54826
2019-03-05,54506
2019-03-06,55155
2019-03-07,55498
2019-03-08,56034
2019-03-09,55851
2019-03-10,55478
2019-03-11,55936
2019-03-12,56367
2019-03-13,56562
2019-03-14,57042
2019-03-15,58008
2019-03-16,58926
2019-03-17,58075
2019-03-18,58211
2019-03-19,57481
2019-03-20,56866
2019-03-21,57052
2019-03-22,57500
2019-03-23,58394
2019-03-24,58679
2019-03-25,59096
2019-03-26,59110
2019-03-27,59258
2019-03-28,59132
2019-03-29,58740
2019-03-30,58740
2019-03-31,58301
2019-04-01,57246
2019-04-02,56227
2019-04-03,55784
2019-04-04,55414
