date_obj,Mushroom%20spore price
2015-07-11,106
2015-07-12,106
2015-07-13,100
2015-07-14,100
2015-07-15,95
2015-07-16,95
2015-07-17,90
2015-07-18,90
2015-07-19,85
2015-07-20,85
2015-07-21,80
2015-07-22,80
2015-07-23,76
2015-07-24,76
2015-07-25,73
2015-07-26,73
2015-07-27,73
2015-07-28,70
2015-07-29,70
2015-07-30,66
2015-07-31,66
2015-08-01,66
2015-08-02,62
2015-08-03,62
2015-08-04,62
2015-08-05,59
2015-08-06,59
2015-08-07,59
2015-08-08,56
2015-08-09,56
2015-08-10,53
2015-08-11,53
2015-08-12,52
2015-08-13,52
2015-08-14,50
2015-08-15,50
2015-08-16,50
2015-08-17,50
2015-08-18,50
2015-08-19,49
2015-08-20,49
2015-08-21,48
2015-08-22,48
2015-08-23,48
2015-08-24,48
2015-08-25,48
2015-08-26,48
2015-08-27,47
2015-08-28,47
2015-08-29,47
2015-08-30,47
2015-08-31,47
2015-09-02,46
2015-09-07,46
2015-09-08,45
2015-09-10,45
2015-09-14,43
2015-09-16,43
2015-09-22,42
2015-09-23,44
2015-09-24,44
2015-09-25,44
2015-09-27,43
2015-09-28,43
2015-09-29,43
2015-09-30,44
2015-10-05,44
2015-10-06,43
2015-10-07,43
2015-10-08,43
2015-10-09,41
2015-10-10,41
2015-10-11,41
2015-10-12,39
2015-10-13,39
2015-10-14,39
2015-10-15,38
2015-10-16,38
2015-10-17,38
2015-10-18,38
2015-10-19,38
2015-10-20,38
2015-10-22,38
2015-10-23,38
2015-10-24,38
2015-10-25,38
2015-10-26,36
2015-10-27,36
2015-10-29,35
2015-10-30,35
2015-10-31,35
2015-11-01,33
2015-11-02,33
2015-11-03,33
2015-11-04,31
2015-11-05,31
2015-11-06,31
2015-11-07,31
2015-11-08,31
2015-11-09,31
2015-11-10,31
2015-11-11,31
2015-11-12,31
2015-11-13,31
2015-11-14,31
2015-11-15,30
2015-11-16,30
2015-11-17,30
2015-11-18,31
2015-11-19,31
2015-11-20,31
2015-11-21,31
2015-11-22,31
2015-11-23,30
2015-11-24,30
2015-11-25,29
2015-11-26,29
2015-11-27,29
2015-11-28,28
2015-11-29,28
2015-11-30,27
2015-12-01,27
2015-12-02,27
2015-12-03,27
2015-12-04,27
2015-12-05,27
2015-12-06,28
2015-12-07,28
2015-12-08,28
2015-12-09,28
2015-12-10,28
2015-12-11,28
2015-12-12,29
2015-12-13,29
2015-12-14,29
2015-12-15,29
2015-12-16,29
2015-12-17,29
2015-12-18,29
2015-12-19,29
2015-12-20,29
2015-12-21,29
2015-12-22,29
2015-12-23,30
2015-12-24,30
2015-12-25,30
2015-12-26,31
2015-12-27,31
2015-12-28,32
2015-12-29,32
2015-12-30,34
2015-12-31,34
2016-01-01,34
2016-01-02,36
2016-01-03,36
2016-01-04,38
2016-01-05,38
2016-01-06,40
2016-01-07,40
2016-01-08,42
2016-01-09,42
2016-01-10,45
2016-01-11,45
2016-01-12,47
2016-01-13,47
2016-01-14,48
2016-01-15,48
2016-01-16,47
2016-01-17,47
2016-01-18,48
2016-01-19,48
2016-01-20,50
2016-01-21,50
2016-01-22,50
2016-01-23,50
2016-01-24,47
2016-01-25,47
2016-01-26,44
2016-01-27,44
2016-01-28,42
2016-01-29,42
2016-01-30,40
2016-01-31,40
2016-02-01,41
2016-02-02,41
2016-02-03,42
2016-02-04,42
2016-02-05,42
2016-02-06,42
2016-02-07,42
2016-02-08,42
2016-02-09,44
2016-02-10,44
2016-02-11,45
2016-02-12,45
2016-02-13,48
2016-02-14,48
2016-02-15,46
2016-02-16,46
2016-02-17,47
2016-02-18,47
2016-02-19,45
2016-02-20,45
2016-02-21,43
2016-02-22,43
2016-02-23,43
2016-02-24,41
2016-02-25,41
2016-02-26,42
2016-02-27,42
2016-02-28,43
2016-02-29,43
2016-03-01,44
2016-03-02,44
2016-03-03,44
2016-03-04,44
2016-03-05,43
2016-03-06,43
2016-03-07,44
2016-03-08,44
2016-03-09,44
2016-03-10,44
2016-03-11,43
2016-03-12,43
2016-03-13,44
2016-03-14,44
2016-03-15,43
2016-03-16,43
2016-03-17,42
2016-03-18,42
2016-03-19,40
2016-03-20,40
2016-03-21,38
2016-03-22,38
2016-03-23,36
2016-03-24,36
2016-03-25,34
2016-03-26,34
2016-03-27,34
2016-03-28,34
2016-03-29,35
2016-03-30,35
2016-03-31,35
2016-04-01,35
2016-04-02,35
2016-04-03,35
2016-04-04,35
2016-04-05,35
2016-04-06,35
2016-04-07,35
2016-04-08,36
2016-04-09,36
2016-04-10,36
2016-04-11,36
2016-04-12,36
2016-04-13,37
2016-04-14,37
2016-04-15,39
2016-04-16,39
2016-04-17,40
2016-04-18,40
2016-04-19,42
2016-04-20,42
2016-04-21,42
2016-04-22,44
2016-04-23,44
2016-04-24,45
2016-04-25,45
2016-04-26,48
2016-04-27,48
2016-04-28,48
2016-04-29,48
2016-04-30,49
2016-05-01,49
2016-05-02,51
2016-05-03,51
2016-05-04,49
2016-05-05,49
2016-05-06,47
2016-05-07,47
2016-05-08,45
2016-05-09,45
2016-05-10,44
2016-05-11,44
2016-05-12,44
2016-05-13,44
2016-05-14,44
2016-05-15,43
2016-05-16,43
2016-05-17,43
2016-05-18,43
2016-05-19,43
2016-05-22,42
2016-05-23,42
2016-05-24,42
2016-05-25,45
2016-05-26,45
2016-05-27,46
2016-05-28,46
2016-05-29,47
2016-05-30,47
2016-05-31,47
2016-06-01,47
2016-06-02,47
2016-06-03,47
2016-06-04,47
2016-06-05,47
2016-06-06,48
2016-06-07,48
2016-06-08,46
2016-06-09,46
2016-06-10,46
2016-06-11,46
2016-06-12,49
2016-06-13,49
2016-06-14,48
2016-06-15,48
2016-06-16,48
2016-06-17,48
2016-06-18,48
2016-06-19,49
2016-06-20,49
2016-06-21,49
2016-06-22,49
2016-06-23,51
2016-06-24,51
2016-06-25,50
2016-06-26,50
2016-06-27,49
2016-06-28,49
2016-06-29,48
2016-06-30,48
2016-07-01,45
2016-07-02,45
2016-07-03,45
2016-07-04,45
2016-07-05,44
2016-07-06,44
2016-07-07,43
2016-07-08,43
2016-07-09,42
2016-07-10,42
2016-07-11,41
2016-07-12,41
2016-07-13,41
2016-07-14,41
2016-07-15,40
2016-07-16,40
2016-07-17,40
2016-07-18,40
2016-07-23,41
2016-07-24,43
2016-07-25,43
2016-07-26,45
2016-07-27,45
2016-07-28,44
2016-07-29,44
2016-07-30,44
2016-07-31,44
2016-08-01,44
2016-08-02,46
2016-08-03,46
2016-08-04,49
2016-08-05,49
2016-08-06,52
2016-08-07,52
2016-08-08,51
2016-08-09,51
2016-08-10,51
2016-08-11,51
2016-08-12,51
2016-08-13,52
2016-08-14,52
2016-08-15,51
2016-08-16,51
2016-08-17,51
2016-08-18,51
2016-08-19,51
2016-08-20,50
2016-08-21,50
2016-08-22,50
2016-08-23,51
2016-08-24,51
2016-08-25,54
2016-08-26,54
2016-08-28,57
2016-08-31,59
2016-09-01,57
2016-09-02,57
2016-09-03,57
2016-09-04,56
2016-09-05,56
2016-09-06,55
2016-09-07,55
2016-09-08,55
2016-09-09,58
2016-09-10,58
2016-09-11,60
2016-09-12,60
2016-09-13,63
2016-09-14,63
2016-09-15,63
2016-09-16,67
2016-09-17,67
2016-09-18,69
2016-09-19,69
2016-09-20,69
2016-09-21,72
2016-09-22,72
2016-09-23,76
2016-09-24,76
2016-09-25,80
2016-09-26,80
2016-09-27,80
2016-09-28,83
2016-09-29,83
2016-09-30,88
2016-10-01,88
2016-10-02,88
2016-10-03,93
2016-10-04,93
2016-10-05,96
2016-10-06,96
2016-10-07,96
2016-10-08,101
2016-10-09,101
2016-10-10,101
2016-10-11,104
2016-10-12,104
2016-10-13,104
2016-10-14,107
2016-10-15,107
2016-10-16,110
2016-10-17,110
2016-10-18,111
2016-10-19,111
2016-10-20,111
2016-10-21,111
2016-10-22,112
2016-10-23,112
2016-10-24,112
2016-10-25,112
2016-10-26,109
2016-10-27,109
2016-10-28,109
2016-10-29,108
2016-10-30,108
2016-10-31,114
2016-11-01,114
2016-11-02,114
2016-11-03,120
2016-11-04,120
2016-11-05,122
2016-11-06,122
2016-11-07,127
2016-11-08,127
2016-11-09,129
2016-11-10,129
2016-11-11,132
2016-11-12,132
2016-11-13,139
2016-11-14,139
2016-12-07,222
2016-12-08,230
2016-12-09,230
2016-12-10,227
2016-12-11,227
2016-12-12,236
2016-12-13,236
2016-12-14,244
2016-12-15,244
2016-12-16,244
2016-12-17,237
2016-12-18,237
2016-12-19,234
2016-12-20,234
2016-12-21,237
2016-12-22,237
2016-12-23,234
2016-12-24,234
2016-12-25,240
2016-12-26,240
2016-12-27,231
2016-12-28,231
2016-12-29,220
2016-12-30,220
2016-12-31,213
2017-01-01,213
2017-01-02,203
2017-01-03,203
2017-01-04,194
2017-01-05,194
2017-01-06,192
2017-01-07,193
2017-01-08,193
2017-01-09,201
2017-01-10,201
2017-01-11,206
2017-01-12,204
2017-01-13,204
2017-01-14,203
2017-01-15,212
2017-01-16,220
2017-01-17,228
2017-01-18,233
2017-01-19,233
2017-01-20,245
2017-01-21,249
2017-01-22,249
2017-01-27,249
2017-01-28,241
2017-01-29,241
2017-01-30,236
2017-01-31,236
2017-02-01,239
2017-02-02,239
2017-02-03,239
2017-02-04,241
2017-02-05,252
2017-02-06,252
2017-02-07,252
2017-02-08,253
2017-02-09,253
2017-02-10,254
2017-02-11,267
2017-02-12,267
2017-02-13,278
2017-02-14,289
2017-02-15,289
2017-02-16,302
2017-02-18,315
2017-02-19,325
2017-02-20,325
2017-02-21,313
2017-02-22,313
2017-02-23,305
2017-02-24,305
2017-02-25,300
2017-02-26,300
2017-02-27,295
2017-02-28,289
2017-03-01,289
2017-03-02,281
2017-03-03,281
2017-03-04,283
2017-03-05,283
2017-03-06,268
2017-03-07,268
2017-03-08,254
2017-03-09,254
2017-03-10,247
2017-03-11,247
2017-03-12,240
2017-03-13,234
2017-03-14,245
2017-03-15,249
2017-03-16,249
2017-03-17,247
2017-03-18,247
2017-03-19,254
2017-03-20,263
2017-03-21,263
2017-03-22,273
2017-03-23,273
2017-03-24,286
2017-03-25,286
2017-03-26,298
2017-03-27,298
2017-03-28,301
2017-03-29,315
2017-03-30,315
2017-03-31,326
2017-04-01,326
2017-04-02,339
2017-04-03,349
2017-04-04,349
2017-04-12,329
2017-04-13,333
2017-04-14,333
2017-04-15,324
2017-04-16,314
2017-04-17,305
2017-04-18,305
2017-04-19,289
2017-04-20,287
2017-04-21,287
2017-04-22,285
2017-04-23,285
2017-04-24,271
2017-04-25,273
2017-04-26,273
2017-04-27,284
2017-04-28,282
2017-04-29,273
2017-04-30,273
2017-05-01,276
2017-05-02,282
2017-05-03,282
2017-05-04,287
2017-05-05,287
2017-05-06,287
2017-05-07,297
2017-05-08,297
2017-05-09,300
2017-05-10,300
2017-05-11,315
2017-05-12,329
2017-05-13,346
2017-05-14,346
2017-05-15,364
2017-05-16,383
2017-05-17,383
2017-05-18,401
2017-05-19,401
2017-05-20,409
2017-05-21,409
2017-05-22,416
2017-05-23,415
2017-05-24,416
2017-05-25,416
2017-05-26,418
2017-05-27,413
2017-05-28,413
2017-05-29,419
2017-05-30,433
2017-05-31,453
2017-06-01,457
2017-06-02,440
2017-06-03,440
2017-06-06,430
2017-06-07,451
2017-06-08,451
2017-06-09,453
2017-06-10,433
2017-06-11,426
2017-06-12,426
2017-06-13,429
2017-06-14,433
2017-06-15,433
2017-06-16,415
2017-06-17,415
2017-06-18,414
2017-06-19,414
2017-06-20,426
2017-06-21,444
2017-06-22,444
2017-06-23,451
2017-06-24,461
2017-06-25,480
2017-06-26,504
2017-06-27,530
2017-06-28,550
2017-06-29,572
2017-06-30,554
2017-07-01,554
2017-07-02,532
2017-07-03,558
2017-07-04,563
2017-07-05,563
2017-07-06,547
2017-07-07,547
2017-07-08,538
2017-07-13,502
2017-07-14,485
2017-07-15,485
2017-07-16,480
2017-07-17,463
2017-07-18,443
2017-07-19,437
2017-07-20,432
2017-07-21,439
2017-07-22,418
2017-07-23,409
2017-07-24,409
2017-07-25,396
2017-07-26,378
2017-07-27,364
2017-07-28,364
2017-07-29,352
2017-07-30,353
2017-07-31,353
2017-08-01,355
2017-08-02,354
2017-08-03,354
2017-08-04,353
2017-08-05,353
2017-08-06,353
2017-08-09,361
2017-08-10,379
2017-08-11,375
2017-08-12,366
2017-08-13,366
2017-08-14,365
2017-08-15,368
2017-08-16,368
2017-08-17,380
2017-08-18,380
2017-08-19,380
2017-08-20,395
2017-08-22,388
2017-08-23,388
2017-08-24,383
2017-08-25,383
2017-08-26,381
2017-08-27,380
2017-08-28,385
2017-08-29,385
2017-08-30,403
2017-08-31,403
2017-09-01,424
2017-09-02,440
2017-09-03,440
2017-09-04,435
2017-09-05,451
2017-09-06,448
2017-09-07,428
2017-09-08,428
2017-09-09,406
2017-09-10,386
2017-09-11,390
2017-09-12,390
2017-09-13,405
2017-09-14,387
2017-09-15,387
2017-09-16,373
2017-09-17,364
2017-09-19,346
2017-09-20,330
2017-09-21,330
2017-09-22,320
2017-09-23,320
2017-09-24,307
2017-09-25,293
2017-09-26,281
2017-09-27,281
2017-09-28,266
2017-09-29,253
2017-09-30,253
2017-10-01,240
2017-10-02,230
2017-10-03,230
2017-10-04,225
2017-10-05,220
2017-10-06,220
2017-10-07,213
2017-10-08,213
2017-10-09,202
2017-10-10,192
2017-10-11,192
2017-10-12,191
2017-10-13,187
2017-10-14,187
2017-10-15,179
2017-10-16,171
2017-10-17,171
2017-10-18,163
2017-10-19,163
2017-10-20,155
2017-10-21,155
2017-10-22,147
2017-10-23,147
2017-10-24,140
2017-10-25,139
2017-10-26,139
2017-10-27,137
2017-10-28,137
2017-10-29,131
2017-10-30,131
2017-10-31,132
2017-11-01,132
2017-11-02,127
2017-11-03,127
2017-11-04,129
2017-11-05,129
2017-11-06,127
2017-11-07,127
2017-11-08,131
2017-11-09,136
2017-11-10,136
2017-11-11,134
2017-11-12,134
2017-11-13,135
2017-11-14,135
2017-11-15,131
2017-11-16,131
2017-11-17,126
2017-11-18,126
2017-11-19,128
2017-11-20,128
2017-11-21,134
2017-11-22,134
2017-11-23,138
2017-11-24,138
2017-11-25,134
2017-11-26,134
2017-11-27,139
2017-11-28,139
2017-11-29,137
2017-11-30,137
2017-12-01,138
2017-12-02,138
2017-12-03,142
2017-12-04,142
2017-12-05,148
2017-12-06,148
2017-12-07,147
2017-12-08,147
2017-12-09,150
2017-12-10,150
2017-12-11,151
2017-12-12,151
2017-12-14,154
2017-12-15,157
2017-12-17,156
2017-12-18,149
2017-12-19,149
2017-12-20,151
2017-12-21,151
2017-12-22,149
2017-12-23,149
2017-12-24,154
2017-12-25,154
2017-12-26,159
2017-12-27,167
2017-12-28,167
2017-12-29,174
2017-12-30,176
2017-12-31,176
2018-01-01,172
2018-01-02,172
2018-01-03,171
2018-01-04,171
2018-01-05,167
2018-01-06,159
2018-01-07,159
2018-01-08,151
2018-01-09,145
2018-01-10,145
2018-01-11,137
2018-01-12,137
2018-01-13,136
2018-01-14,136
2018-01-15,132
2018-01-16,132
2018-01-17,127
2018-01-18,127
2018-01-19,121
2018-01-20,115
2018-01-21,115
2018-01-22,109
2018-01-23,103
2018-01-25,96
2018-01-26,94
2018-01-27,93
2018-01-28,94
2018-01-29,95
2018-01-31,96
2018-02-01,91
2018-02-02,87
2018-02-03,88
2018-02-04,89
2018-02-05,86
2018-02-06,85
2018-02-07,85
2018-02-08,85
2018-02-09,86
2018-02-10,86
2018-02-11,90
2018-02-12,92
2018-02-13,88
2018-02-14,90
2018-02-15,93
2018-02-16,95
2018-02-17,99
2018-02-18,103
2018-02-19,105
2018-02-20,103
2018-02-21,103
2018-02-22,101
2018-02-23,104
2018-02-24,106
2018-02-25,100
2018-02-26,100
2018-02-27,100
2018-03-01,96
2018-03-02,96
2018-03-03,95
2018-03-04,95
2018-03-05,94
2018-03-06,96
2018-03-07,96
2018-03-08,97
2018-03-09,95
2018-03-10,94
2018-03-11,94
2018-03-12,97
2018-03-13,101
2018-03-14,100
2018-03-15,99
2018-03-16,101
2018-03-17,100
2018-03-18,101
2018-03-19,99
2018-03-20,98
2018-03-21,98
2018-03-23,99
2018-03-24,102
2018-03-26,108
2018-03-27,112
2018-03-28,112
2018-03-29,110
2018-03-30,108
2018-03-31,111
2018-04-01,109
2018-04-02,107
2018-04-03,104
2018-04-04,104
2018-04-05,104
2018-04-06,101
2018-04-07,101
2018-04-08,99
2018-04-09,99
2018-04-10,99
2018-04-11,101
2018-04-12,105
2018-04-13,102
2018-04-14,105
2018-04-15,107
2018-04-16,107
2018-04-17,109
2018-04-18,109
2018-04-19,108
2018-04-20,105
2018-04-21,101
2018-04-22,97
2018-04-23,97
2018-04-24,94
2018-04-25,92
2018-04-26,92
2018-04-27,87
2018-04-28,82
2018-04-29,78
2018-04-30,74
2018-05-01,70
2018-05-04,69
2018-05-05,68
2018-05-06,68
2018-05-07,69
2018-05-08,70
2018-05-09,66
2018-05-10,65
2018-05-11,62
2018-05-12,60
2018-05-13,60
2018-05-14,60
2018-05-15,60
2018-05-16,58
2018-05-17,58
2018-05-18,58
2018-05-19,56
2018-05-20,55
2018-05-21,55
2018-05-22,55
2018-05-23,56
2018-05-24,56
2018-05-25,57
2018-05-26,59
2018-05-27,59
2018-05-28,58
2018-05-29,59
2018-05-30,58
2018-05-31,58
2018-06-01,57
2018-06-02,55
2018-06-03,55
2018-06-04,54
2018-06-05,55
2018-06-06,53
2018-06-07,53
2018-06-08,52
2018-06-09,52
2018-06-10,51
2018-06-11,52
2018-06-12,49
2018-06-13,49
2018-06-14,47
2018-06-15,46
2018-06-16,45
2018-06-17,44
2018-06-18,46
2018-06-19,45
2018-06-20,45
2018-06-21,46
2018-06-22,47
2018-06-23,47
2018-06-24,48
2018-06-25,49
2018-06-26,49
2018-06-27,51
2018-06-28,49
2018-06-29,47
2018-06-30,45
2018-07-01,44
2018-07-02,44
2018-07-03,45
2018-07-04,43
2018-07-05,43
2018-07-06,42
2018-07-07,39
2018-07-08,37
2018-07-09,37
2018-07-10,37
2018-07-11,37
2018-07-12,37
2018-07-13,37
2018-07-14,37
2018-07-15,38
2018-07-16,40
2018-07-17,42
2018-07-18,45
2018-07-19,48
2018-07-20,51
2018-07-21,54
2018-07-22,57
2018-07-23,60
2018-07-24,63
2018-07-25,67
2018-07-26,71
2018-07-27,75
2018-07-28,72
2018-07-29,75
2018-07-30,78
2018-07-31,81
2018-08-01,81
2018-08-02,79
2018-08-03,79
2018-08-04,77
2018-08-05,75
2018-08-06,73
2018-08-07,71
2018-08-08,69
2018-08-09,70
2018-08-10,70
2018-08-11,73
2018-08-12,72
2018-08-14,72
2018-08-16,76
2018-08-17,75
2018-08-18,76
2018-08-19,77
2018-08-20,77
2018-08-21,79
2018-08-22,80
2018-08-23,77
2018-08-24,76
2018-08-25,77
2018-08-26,75
2018-08-27,74
2018-08-28,75
2018-08-29,74
2018-08-30,75
2018-08-31,78
2018-09-01,79
2018-09-02,77
2018-09-03,73
2018-09-04,76
2018-09-05,77
2018-09-06,77
2018-09-07,78
2018-09-08,79
2018-09-09,75
2018-09-10,71
2018-09-11,67
2018-09-12,65
2018-09-13,64
2018-09-14,62
2018-09-15,61
2018-09-16,61
2018-09-17,63
2018-09-18,63
2018-09-19,63
2018-09-20,65
2018-09-21,67
2018-09-22,66
2018-09-23,65
2018-09-24,67
2018-09-25,67
2018-09-26,67
2018-09-27,66
2018-09-28,62
2018-09-29,63
2018-09-30,63
2018-10-02,66
2018-10-03,67
2018-10-04,66
2018-10-05,66
2018-10-06,68
2018-10-07,69
2018-10-08,71
2018-10-09,69
2018-10-10,66
2018-10-11,65
2018-10-12,66
2018-10-13,67
2018-10-14,67
2018-10-15,65
2018-10-16,66
2018-10-17,67
2018-10-18,63
2018-10-19,60
2018-10-20,60
2018-10-21,62
2018-10-22,62
2018-10-23,60
2018-10-24,61
2018-10-25,63
2018-10-26,63
2018-10-27,63
2018-10-28,66
2018-10-29,67
2018-10-30,65
2018-10-31,62
2018-11-01,64
2018-11-03,68
2018-11-04,68
2018-11-05,68
2018-11-06,70
2018-11-07,67
2018-11-08,63
2018-11-09,60
2018-11-10,59
2018-11-11,57
2018-11-12,57
2018-11-13,58
2018-11-15,57
2018-11-16,55
2018-11-17,54
2018-11-18,53
2018-11-19,55
2018-11-20,55
2018-11-21,56
2018-11-22,57
2018-11-23,58
2018-11-24,57
2018-11-25,58
2018-11-26,57
2018-11-27,57
2018-11-28,58
2018-11-29,57
2018-12-01,55
2018-12-02,56
2018-12-03,54
2018-12-04,54
2018-12-05,53
2018-12-07,51
2018-12-09,50
2018-12-10,50
2018-12-11,48
2018-12-12,45
2018-12-13,43
2018-12-14,40
2018-12-15,39
2018-12-16,38
2018-12-17,38
2018-12-18,38
2018-12-19,38
2018-12-20,39
2018-12-21,38
2018-12-22,39
2018-12-23,40
2018-12-24,38
2018-12-25,39
2018-12-26,40
2018-12-27,40
2018-12-28,40
2018-12-29,40
2018-12-30,40
2018-12-31,40
2019-01-01,39
2019-01-02,39
2019-01-03,39
2019-01-04,40
2019-01-05,39
2019-01-06,38
2019-01-08,39
2019-01-10,36
2019-01-11,35
2019-01-12,36
2019-01-13,36
2019-01-14,36
2019-01-15,37
2019-01-16,36
2019-01-17,35
2019-01-18,35
2019-01-19,34
2019-01-20,33
2019-01-21,32
2019-01-22,31
2019-01-23,31
2019-01-24,30
2019-01-25,30
2019-01-26,29
2019-01-27,27
2019-01-28,26
2019-01-29,26
2019-01-30,26
2019-01-31,25
2019-02-01,24
2019-02-02,22
2019-02-03,22
2019-02-04,22
2019-02-05,21
2019-02-06,22
2019-02-07,21
2019-02-08,20
2019-02-09,20
2019-02-10,20
2019-02-11,19
2019-02-12,18
2019-02-13,18
2019-02-14,17
2019-02-15,17
2019-02-16,17
2019-02-17,17
2019-02-18,16
2019-02-19,16
2019-02-20,17
2019-02-21,17
2019-02-22,17
2019-02-23,17
2019-02-24,17
2019-02-25,17
2019-02-26,17
2019-02-27,17
2019-02-28,17
2019-03-01,18
2019-03-02,19
2019-03-03,19
2019-03-04,19
2019-03-05,19
2019-03-06,19
2019-03-07,19
2019-03-08,19
2019-03-09,19
2019-03-10,19
2019-03-11,19
2019-03-12,20
2019-03-13,20
2019-03-14,20
2019-03-15,20
2019-03-16,20
2019-03-17,20
2019-03-18,21
2019-03-19,22
2019-03-20,23
2019-03-21,24
2019-03-22,24
2019-03-23,25
2019-03-24,26
2019-03-25,26
2019-03-26,26
2019-03-27,26
2019-03-28,26
2019-03-29,26
2019-03-30,26
2019-03-31,27
2019-04-01,28
2019-04-02,29
2019-04-03,29
2019-04-04,29
2019-04-05,28
2019-04-06,26
2019-04-07,26
2019-04-08,27
2019-04-09,26
2019-04-10,24
2019-04-11,23
2019-04-12,23
2019-04-13,23
2019-04-14,24
2019-04-15,25
2019-04-16,24
2019-04-17,23
2019-04-18,23
2019-04-19,22
2019-04-20,21
2019-04-21,20
2019-04-22,19
2019-04-23,19
2019-04-24,19
2019-04-25,19
2019-04-26,19
2019-04-27,19
2019-04-28,18
2019-04-29,19
2019-04-30,20
2019-05-01,20
2019-05-02,20
2019-05-03,19
2019-05-04,19
2019-05-05,19
2019-05-06,19
2019-05-07,19
2019-05-08,19
2019-05-09,18
2019-05-10,18
2019-05-11,18
2019-05-12,18
2019-05-13,17
2019-05-14,16
2019-05-15,16
2019-05-16,16
2019-05-17,15
2019-05-18,15
2019-05-19,14
2019-05-20,14
2019-05-21,14
2019-05-22,13
2019-05-23,14
2019-05-24,14
2019-05-25,14
2019-05-26,14
2019-05-27,14
2019-05-28,14
2019-05-29,14
2019-05-30,14
2019-05-31,15
2019-06-01,16
2019-06-02,16
2019-06-03,16
2019-06-04,17
2019-06-05,17
2019-06-06,16
2019-06-07,17
2019-06-08,17
2019-06-09,17
2019-06-10,17
2019-06-11,17
2019-06-12,17
2019-06-13,17
2019-06-14,17
2019-06-15,17
2019-06-16,17
2019-06-17,17
2019-06-18,16
2019-06-19,16
2019-06-20,15
2019-06-21,14
2019-06-22,14
2019-06-23,15
2019-06-24,16
2019-06-25,17
2019-06-26,17
2019-06-27,17
2019-06-28,17
2019-06-29,16
2019-06-30,16
2019-07-01,16
2019-07-02,16
2019-07-03,16
2019-07-04,17
2019-07-05,18
2019-07-06,18
2019-07-07,19
2019-07-08,19
2019-07-09,19
2019-07-10,19
2019-07-11,18
2019-07-12,18
2019-07-13,18
2019-07-14,18
2019-07-15,19
2019-07-16,19
2019-07-17,20
2019-07-18,19
2019-07-19,19
2019-07-20,19
2019-07-21,20
2019-07-22,21
2019-07-23,23
2019-07-24,25
2019-07-25,27
2019-07-26,27
2019-07-27,26
2019-07-28,27
2019-07-29,26
2019-07-30,28
2019-07-31,29
2019-08-01,30
2019-08-02,32
2019-08-03,34
2019-08-04,36
2019-08-05,36
2019-08-06,36
2019-08-07,36
2019-08-08,35
2019-08-09,35
2019-08-10,35
2019-08-11,35
2019-08-12,36
2019-08-13,37
2019-08-14,39
2019-08-15,40
2019-08-16,41
2019-08-17,41
2019-08-18,42
2019-08-19,45
2019-08-20,46
2019-08-21,49
2019-08-22,51
2019-08-23,53
2019-08-24,56
2019-08-24,56
2019-08-25,59
2019-08-25,59
2019-08-26,58
2019-08-26,58
2019-08-27,58
2019-08-27,58
2019-08-28,57
