date_obj,Mithril%20hasta price
2015-03-26,10000
2015-03-27,10000
2015-03-28,10000
2015-03-29,10000
2015-03-30,10000
2015-03-31,10000
2015-04-01,10000
2015-04-02,10000
2015-04-03,10000
2015-04-04,10000
2015-04-05,10000
2015-04-06,10000
2015-04-07,10000
2015-04-08,10000
2015-04-09,10000
2015-04-10,10000
2015-04-11,10000
2015-04-12,10000
2015-04-13,10000
2015-04-14,10000
2015-04-15,10000
2015-04-16,9599
2015-04-17,9599
2015-04-18,9599
2015-04-19,9599
2015-04-20,9599
2015-04-21,9599
2015-04-22,9599
2015-04-23,9599
2015-04-24,9599
2015-04-25,9599
2015-04-26,9599
2015-04-27,9599
2015-04-28,9599
2015-04-29,9599
2015-04-30,9599
2015-05-01,9599
2015-05-02,9599
2015-05-03,9599
2015-05-04,9599
2015-05-05,9599
2015-05-06,9599
2015-05-07,9599
2015-05-08,9599
2015-05-09,9599
2015-05-10,9599
2015-05-11,9599
2015-05-12,9599
2015-05-13,9599
2015-05-14,9599
2015-05-15,9599
2015-05-16,9599
2015-05-17,9599
2015-05-18,9599
2015-05-19,9599
2015-05-20,9599
2015-05-21,9599
2015-05-22,9599
2015-05-23,9599
2015-05-24,9599
2015-05-25,9599
2015-05-26,9129
2015-05-27,9129
2015-05-28,9129
2015-05-29,9129
2015-05-30,9129
2015-05-31,9129
2015-06-01,9129
2015-06-02,9129
2015-06-03,9129
2015-06-04,9129
2015-06-05,9129
2015-06-06,9129
2015-06-07,9129
2015-06-08,9129
2015-06-09,9129
2015-06-10,9129
2015-06-11,9129
2015-06-12,9129
2015-06-13,9129
2015-06-14,9129
2015-06-15,9129
2015-06-16,9129
2015-06-17,9129
2015-06-18,9129
2015-06-19,8676
2015-06-20,8676
2015-06-21,8676
2015-06-22,8676
2015-06-23,8676
2015-06-24,8676
2015-06-25,8676
2015-06-26,8676
2015-06-27,8676
2015-06-28,8676
2015-06-29,8676
2015-06-30,8676
2015-07-01,8676
2015-07-02,8676
2015-07-03,8676
2015-07-04,8676
2015-07-05,8676
2015-07-06,8676
2015-07-07,8676
2015-07-08,8676
2015-07-09,8676
2015-07-10,8676
2015-07-11,8676
2015-07-12,8250
2015-07-13,8250
2015-07-14,8250
2015-07-15,8250
2015-07-16,8250
2015-07-17,8250
2015-07-18,8250
2015-07-19,8250
2015-07-20,8250
2015-07-21,8250
2015-07-22,8250
2015-07-23,8250
2015-07-24,8250
2015-07-25,8250
2015-07-26,8250
2015-07-27,8250
2015-07-28,8250
2015-07-29,8250
2015-07-30,7886
2015-07-31,7886
2015-08-01,7886
2015-08-02,7886
2015-08-03,7886
2015-08-04,7886
2015-08-05,7886
2015-08-06,7886
2015-08-07,7886
2015-08-08,7886
2015-08-09,7886
2015-08-10,7886
2015-08-11,7886
2015-08-12,7886
2015-08-13,7886
2015-08-14,7886
2015-08-15,7886
2015-08-16,7886
2015-08-17,7886
2015-08-18,7886
2015-08-19,7886
2015-08-20,7886
2015-08-21,7505
2015-08-22,7505
2015-08-23,7505
2015-08-24,7505
2015-08-25,7505
2015-08-26,7505
2015-08-27,7505
2015-08-28,7505
2015-08-29,7505
2015-08-30,7505
2015-08-31,7505
2015-09-01,7505
2015-09-02,7505
2015-09-03,7505
2015-09-04,7505
2015-09-05,7505
2015-09-06,7505
2015-09-07,7505
2015-09-08,7505
2015-09-09,7505
2015-09-10,7505
2015-09-11,7136
2015-09-12,7136
2015-09-13,7136
2015-09-14,7136
2015-09-15,7136
2015-09-16,7136
2015-09-17,7136
2015-09-18,7136
2015-09-19,7136
2015-09-20,7136
2015-09-21,7136
2015-09-22,7136
2015-09-23,7136
2015-09-24,7136
2015-09-25,7136
2015-09-27,7136
2015-09-28,7136
2015-09-29,7136
2015-09-30,6791
2015-10-05,6791
2015-10-06,6791
2015-10-07,6791
2015-10-08,6791
2015-10-09,6791
2015-10-10,6791
2015-10-11,6791
2015-10-12,6791
2015-10-13,6791
2015-10-14,6791
2015-10-15,6791
2015-10-16,6791
2015-10-17,6791
2015-10-18,6460
2015-10-19,6460
2015-10-20,6460
2015-10-22,6460
2015-10-23,6460
2015-10-24,6460
2015-10-25,6460
2015-10-26,6460
2015-10-27,6460
2015-10-29,6460
2015-10-30,6460
2015-10-31,6460
2015-11-01,6460
2015-11-02,6460
2015-11-03,6460
2015-11-04,6460
2015-11-05,6151
2015-11-06,6151
2015-11-07,6151
2015-11-08,6151
2015-11-09,6151
2015-11-10,6151
2015-11-11,6151
2015-11-12,6151
2015-11-13,6151
2015-11-14,6151
2015-11-15,6151
2015-11-16,6151
2015-11-17,6151
2015-11-18,6151
2015-11-19,6151
2015-11-20,6151
2015-11-21,6151
2015-11-22,6151
2015-11-23,6151
2015-11-24,6151
2015-11-25,6151
2015-11-26,6151
2015-11-27,6151
2015-11-28,6151
2015-11-29,5896
2015-11-30,5896
2015-12-01,5896
2015-12-02,5896
2015-12-03,5896
2015-12-04,5896
2015-12-05,5896
2015-12-06,5896
2015-12-07,5896
2015-12-08,5896
2015-12-09,5896
2015-12-10,5896
2015-12-11,5896
2015-12-12,5896
2015-12-13,5896
2015-12-14,5896
2015-12-15,5896
2015-12-16,5896
2015-12-17,5896
2015-12-18,5896
2015-12-19,5896
2015-12-20,5608
2015-12-21,5608
2015-12-22,5608
2015-12-23,5608
2015-12-24,5608
2015-12-25,5608
2015-12-26,5608
2015-12-27,5608
2015-12-28,5608
2015-12-29,5608
2015-12-30,5608
2015-12-31,5608
2016-01-01,5608
2016-01-02,5608
2016-01-03,5608
2016-01-04,5608
2016-01-05,5608
2016-01-06,5608
2016-01-07,5331
2016-01-08,5331
2016-01-09,5331
2016-01-10,5331
2016-01-11,5331
2016-01-12,5331
2016-01-13,5331
2016-01-14,5331
2016-01-15,5331
2016-01-16,5331
2016-01-17,5331
2016-01-18,5331
2016-01-19,5331
2016-01-20,5331
2016-01-21,5331
2016-01-22,5331
2016-01-23,5070
2016-01-24,5070
2016-01-25,5070
2016-01-26,5070
2016-01-27,5070
2016-01-28,5070
2016-01-29,5070
2016-01-30,5070
2016-01-31,5070
2016-02-01,5070
2016-02-02,5070
2016-02-03,5070
2016-02-04,5070
2016-02-05,5070
2016-02-06,4821
2016-02-07,4821
2016-02-08,4821
2016-02-09,4821
2016-02-10,4821
2016-02-11,4821
2016-02-12,4821
2016-02-13,4821
2016-02-14,4821
2016-02-15,4821
2016-02-16,4821
2016-02-17,4821
2016-02-18,4821
2016-02-19,4583
2016-02-20,4583
2016-02-21,4583
2016-02-22,4583
2016-02-23,4583
2016-02-24,4583
2016-02-25,4583
2016-02-26,4583
