date_obj,Adamant%20helm%20(h4) price
2015-03-26,6071
2015-03-27,6071
2015-03-28,5785
2015-03-29,5785
2015-03-30,5522
2015-03-31,5522
2015-04-01,5522
2015-04-02,5285
2015-04-03,5285
2015-04-04,5087
2015-04-05,5087
2015-04-06,5087
2015-04-07,4853
2015-04-08,4853
2015-04-09,4853
2015-04-10,4642
2015-04-11,4642
2015-04-12,4642
2015-04-13,4429
2015-04-14,4429
2015-04-15,4429
2015-04-16,4361
2015-04-17,4361
2015-04-18,4361
2015-04-19,4160
2015-04-20,4160
2015-04-21,4160
2015-04-22,4160
2015-04-23,3964
2015-04-24,3964
2015-04-25,3964
2015-04-26,3780
2015-04-27,3780
2015-04-28,3605
2015-04-29,3605
2015-04-30,3605
2015-05-01,3438
2015-05-02,3438
2015-05-03,3271
2015-05-04,3271
2015-05-05,3161
2015-05-06,3161
2015-05-07,3009
2015-05-08,3009
2015-05-09,3009
2015-05-10,2863
2015-05-11,2863
2015-05-12,2752
2015-05-13,2752
2015-05-14,2752
2015-05-15,2633
2015-05-16,2633
2015-05-17,2526
2015-05-18,2526
2015-05-19,2526
2015-05-20,2428
2015-05-21,2428
2015-05-22,2428
2015-05-23,2455
2015-05-24,2455
2015-05-25,2559
2015-05-26,2559
2015-05-27,2559
2015-05-28,2467
2015-05-29,2467
2015-05-30,2393
2015-05-31,2393
2015-06-01,2393
2015-06-02,2393
2015-06-03,2278
2015-06-04,2278
2015-06-05,2278
2015-06-06,2182
2015-06-07,2182
2015-06-08,2182
2015-06-09,2182
2015-06-10,2131
2015-06-11,2131
2015-06-12,2131
2015-06-13,2131
2015-06-14,2184
2015-06-15,2184
2015-06-16,2184
2015-06-17,2184
2015-06-18,2117
2015-06-19,2117
2015-06-20,2117
2015-06-21,2068
2015-06-22,2068
2015-06-23,2068
2015-06-24,2039
2015-06-25,2039
2015-06-26,2039
2015-06-27,2039
2015-06-28,1955
2015-06-29,1955
2015-06-30,1955
2015-07-01,1955
2015-07-02,1955
2015-07-03,1955
2015-07-04,1955
2015-07-05,1955
2015-07-06,1920
2015-07-07,1920
2015-07-08,1920
2015-07-09,1920
2015-07-10,1906
2015-07-11,1906
2015-07-12,1906
2015-07-13,1906
2015-07-14,1906
2015-07-15,1906
2015-07-16,1906
2015-07-17,1906
2015-07-18,1869
2015-07-19,1869
2015-07-20,1869
2015-07-21,1845
2015-07-22,1845
2015-07-23,1845
2015-07-24,1845
2015-07-25,1844
2015-07-26,1844
2015-07-27,1844
2015-07-28,1844
2015-07-29,1769
2015-07-30,1769
2015-07-31,1769
2015-08-01,1769
2015-08-02,1813
2015-08-03,1813
2015-08-04,1813
2015-08-05,1813
2015-08-06,1743
2015-08-07,1743
2015-08-08,1743
2015-08-09,1770
2015-08-10,1770
2015-08-11,1770
2015-08-12,1770
2015-08-13,1804
2015-08-14,1804
2015-08-15,1804
2015-08-16,1841
2015-08-17,1841
2015-08-18,1841
2015-08-19,1820
2015-08-20,1820
2015-08-21,1820
2015-08-22,1820
2015-08-23,1895
2015-08-24,1895
2015-08-25,1895
2015-08-26,1895
2015-08-27,1908
2015-08-28,1908
2015-08-29,1908
2015-08-30,1908
2015-08-31,1887
2015-09-01,1887
2015-09-02,1887
2015-09-03,1887
2015-09-04,1887
2015-09-05,1864
2015-09-06,1864
2015-09-07,1864
2015-09-08,1864
2015-09-09,1896
2015-09-10,1896
2015-09-11,1896
2015-09-12,1896
2015-09-13,1921
2015-09-14,1921
2015-09-15,1921
2015-09-16,1921
2015-09-17,1889
2015-09-18,1889
2015-09-19,1889
2015-09-20,1889
2015-09-21,1889
2015-09-22,1919
2015-09-23,1919
2015-09-24,1919
2015-09-25,1919
2015-09-27,1915
2015-09-28,1915
2015-09-29,1915
2015-09-30,1915
2015-10-05,1912
2015-10-06,1912
2015-10-07,1912
2015-10-08,1912
2015-10-09,1893
2015-10-10,1893
2015-10-11,1893
2015-10-12,1893
2015-10-13,1932
2015-10-14,1932
2015-10-15,1932
2015-10-16,1932
2015-10-17,1932
2015-10-18,1950
2015-10-19,1950
2015-10-20,1950
2015-10-22,1946
2015-10-23,1946
2015-10-24,1946
2015-10-25,1977
2015-10-26,1977
2015-10-27,1977
2015-10-28,1977
2015-10-29,2075
2015-10-30,2075
2015-10-31,2075
2015-11-01,2075
2015-11-02,2160
2015-11-03,2160
2015-11-04,2160
2015-11-05,2160
2015-11-06,2160
2015-11-07,2216
2015-11-08,2216
2015-11-09,2216
2015-11-10,2216
2015-11-11,2216
2015-11-12,2294
2015-11-13,2294
2015-11-14,2294
2015-11-15,2294
2015-11-16,2308
2015-11-17,2308
2015-11-18,2308
2015-11-19,2308
2015-11-20,2324
2015-11-21,2324
2015-11-22,2324
2015-11-23,2324
2015-11-24,2437
2015-11-25,2437
2015-11-26,2437
2015-11-27,2557
2015-11-28,2557
2015-11-29,2557
2015-11-30,2646
2015-12-01,2646
2015-12-02,2646
2015-12-03,2646
2015-12-04,2646
2015-12-05,2667
2015-12-06,2667
2015-12-07,2667
2015-12-08,2725
2015-12-09,2725
2015-12-10,2725
2015-12-11,2717
2015-12-12,2717
2015-12-13,2717
2015-12-14,2717
2015-12-15,2675
2015-12-16,2675
2015-12-17,2675
2015-12-18,2675
2015-12-19,2744
2015-12-20,2744
2015-12-21,2744
2015-12-22,2744
2015-12-23,2803
2015-12-24,2803
2015-12-25,2803
2015-12-26,2803
2015-12-27,2693
2015-12-28,2693
2015-12-29,2693
2015-12-30,2643
2015-12-31,2643
2016-01-01,2643
2016-01-02,2643
2016-01-03,2716
2016-01-04,2716
2016-01-05,2716
2016-01-06,2740
2016-01-07,2740
2016-01-08,2740
2016-01-09,2740
2016-01-10,2795
2016-01-11,2795
2016-01-12,2795
2016-01-13,2795
2016-01-14,2835
2016-01-15,2835
2016-01-16,2835
2016-01-17,2925
2016-01-18,2925
2016-01-19,2925
2016-01-20,2983
2016-01-21,2983
2016-01-22,2983
2016-01-23,3091
2016-01-24,3091
2016-01-25,3091
2016-01-26,3169
2016-01-27,3169
2016-01-28,3169
2016-01-29,3294
2016-01-30,3294
2016-01-31,3294
2016-02-01,3417
2016-02-02,3417
2016-02-03,3417
2016-02-04,3417
2016-02-05,3392
2016-02-06,3392
2016-02-07,3392
2016-02-08,3539
2016-02-09,3539
2016-02-10,3539
2016-02-11,3539
2016-02-12,3641
2016-02-13,3641
2016-02-14,3721
2016-02-15,3721
2016-02-16,3721
2016-02-17,3789
2016-02-18,3789
2016-02-19,3789
2016-02-20,3789
2016-02-21,3978
2016-02-22,3978
2016-02-23,3978
2016-02-24,3978
2016-02-25,4090
2016-02-26,4090
2016-02-27,4090
2016-02-28,4153
2016-02-29,4153
2016-03-01,4153
2016-03-02,4153
2016-03-03,4290
2016-03-04,4290
2016-03-05,4290
2016-03-06,4357
2016-03-07,4357
2016-03-08,4357
2016-03-09,4357
2016-03-10,4550
2016-03-11,4550
2016-03-12,4550
2016-03-13,4757
2016-03-14,4757
2016-03-15,4757
2016-03-16,4598
2016-03-17,4598
2016-03-18,4598
2016-03-19,4618
2016-03-20,4618
2016-03-21,4618
2016-03-22,4509
2016-03-23,4509
2016-03-24,4509
2016-03-25,4555
2016-03-26,4555
2016-03-27,4555
2016-03-28,4544
2016-03-29,4544
2016-03-30,4544
2016-03-31,4544
2016-04-01,4523
2016-04-02,4523
2016-04-03,4523
2016-04-04,4320
2016-04-05,4320
2016-04-06,4320
2016-04-07,4119
2016-04-08,4119
2016-04-09,4119
2016-04-10,4091
2016-04-11,4091
2016-04-12,4091
2016-04-13,3900
2016-04-14,3900
2016-04-15,3728
2016-04-16,3682
2016-04-17,3682
2016-04-18,3824
2016-04-19,3824
2016-04-20,3824
2016-04-21,3780
2016-04-22,3780
2016-04-23,3780
2016-04-24,3916
2016-04-25,3916
2016-04-26,3985
2016-04-27,3985
2016-04-28,3985
2016-04-29,4169
2016-04-30,4169
2016-05-01,4169
2016-05-02,4139
2016-05-03,4139
2016-05-04,4139
2016-05-05,4166
2016-05-06,4166
2016-05-07,3970
2016-05-08,3970
2016-05-09,3970
2016-05-10,3813
2016-05-11,3813
2016-05-12,3813
2016-05-13,3901
2016-05-14,3901
2016-05-15,3901
2016-05-16,4077
2016-05-17,4077
2016-05-18,4077
2016-05-19,4270
2016-05-21,4270
2016-05-22,4484
2016-05-23,4484
2016-05-24,4484
2016-05-25,4709
2016-05-26,4709
2016-05-27,4709
2016-05-28,4945
2016-05-29,4945
2016-05-30,5068
2016-05-31,5068
2016-06-01,5068
2016-06-02,5064
2016-06-03,5064
2016-06-04,5064
2016-06-05,5141
2016-06-06,5141
2016-06-07,5141
2016-06-08,5068
2016-06-09,5068
2016-06-10,4840
2016-06-11,4840
2016-06-12,4799
2016-06-13,4799
2016-06-14,4799
2016-06-15,4675
2016-06-16,4675
2016-06-17,4675
2016-06-18,4451
2016-06-19,4451
2016-06-20,4490
2016-06-21,4490
2016-06-22,4365
2016-06-23,4365
2016-06-24,4365
2016-06-25,4245
2016-06-26,4245
2016-06-27,4245
2016-06-28,4241
2016-06-29,4241
2016-06-30,4241
2016-07-01,4096
2016-07-02,4096
2016-07-03,4096
2016-07-04,4038
2016-07-05,4038
2016-07-06,4081
2016-07-07,4081
2016-07-08,3906
2016-07-09,3906
2016-07-10,3765
2016-07-11,3765
2016-07-12,3576
2016-07-13,3576
2016-07-14,3540
2016-07-15,3540
2016-07-16,3663
2016-07-17,3663
2016-07-18,3669
2016-07-23,3508
2016-07-24,3508
2016-07-25,3357
2016-07-26,3357
2016-07-27,3357
2016-07-28,3233
2016-07-29,3233
2016-07-30,3184
2016-07-31,3184
2016-08-01,3184
2016-08-02,3274
2016-08-03,3274
2016-08-04,3274
2016-08-05,3215
2016-08-06,3215
2016-08-07,3154
2016-08-08,3154
2016-08-09,3154
2016-08-10,3100
2016-08-11,3100
2016-08-12,3100
2016-08-13,3129
2016-08-14,3129
2016-08-15,3129
2016-08-16,3129
2016-08-17,3010
2016-08-18,3010
2016-08-19,3010
2016-08-20,2996
2016-08-21,2996
2016-08-22,2996
2016-08-23,2868
2016-08-24,2868
2016-08-25,2868
2016-08-26,2868
2016-08-28,2918
2016-08-31,2930
2016-09-01,2930
2016-09-02,2930
2016-09-03,2828
2016-09-04,2828
2016-09-05,2768
2016-09-06,2768
2016-09-07,2768
2016-09-08,2754
2016-09-09,2754
2016-09-10,2754
2016-09-11,2754
2016-09-12,2666
2016-09-13,2666
2016-09-14,2666
2016-09-15,2666
2016-09-16,2543
2016-09-17,2543
2016-09-18,2543
2016-09-19,2494
2016-09-20,2494
2016-09-21,2494
2016-09-22,2494
2016-09-23,2565
2016-09-24,2565
2016-09-25,2565
2016-09-26,2565
2016-09-27,2565
2016-09-28,2478
2016-09-29,2478
2016-09-30,2478
2016-10-01,2478
2016-10-02,2478
2016-10-03,2368
2016-10-04,2368
2016-10-05,2368
2016-10-06,2368
2016-10-07,2304
2016-10-08,2304
2016-10-09,2304
2016-10-10,2304
2016-10-11,2256
2016-10-12,2256
2016-10-13,2256
2016-10-14,2256
2016-10-15,2230
2016-10-16,2230
2016-10-17,2230
2016-10-18,2230
2016-10-19,2220
2016-10-20,2220
2016-10-21,2220
2016-10-22,2298
2016-10-23,2298
2016-10-24,2346
2016-10-25,2346
2016-10-26,2346
2016-10-27,2346
2016-10-28,2423
2016-10-29,2423
2016-10-30,2423
2016-10-31,2456
2016-11-01,2456
2016-11-02,2456
2016-11-03,2456
2016-11-04,2577
2016-11-05,2577
2016-11-06,2577
2016-11-07,2577
2016-11-08,2706
2016-11-09,2706
2016-11-10,2706
2016-11-11,2706
2016-11-12,2839
2016-11-13,2839
2016-11-14,2839
2016-11-15,2979
2016-12-07,3189
2016-12-08,3189
2016-12-09,3126
2016-12-10,3126
2016-12-11,3126
2016-12-12,3052
2016-12-13,3052
2016-12-14,2986
2016-12-15,2986
2016-12-16,2986
2016-12-17,3112
2016-12-18,3112
2016-12-19,3112
2016-12-20,3268
2016-12-21,3268
2016-12-22,3268
2016-12-23,3322
2016-12-24,3322
2016-12-25,3322
2016-12-26,3322
2016-12-27,3357
2016-12-28,3357
2016-12-29,3357
2016-12-30,3213
2016-12-31,3213
2017-01-01,3213
