date_obj,Mithril%20platebody%20(t) price
2015-08-20,8037
2015-08-21,8119
2015-08-22,8119
2015-08-23,8188
2015-08-24,8017
2015-08-25,8017
2015-08-26,7961
2015-08-27,8107
2015-08-28,8107
2015-08-29,8019
2015-08-30,8019
2015-08-31,7700
2015-09-01,7373
2015-09-02,7373
2015-09-03,7254
2015-09-04,7422
2015-09-05,7422
2015-09-06,7508
2015-09-07,7508
2015-09-08,7292
2015-09-09,7093
2015-09-10,7290
2015-09-11,7141
2015-09-12,7358
2015-09-13,7556
2015-09-14,7556
2015-09-15,7915
2015-09-16,7915
2015-09-17,7700
2015-09-18,7700
2015-09-19,7692
2015-09-20,7692
2015-09-21,7705
2015-09-22,7705
2015-09-23,7576
2015-09-24,7576
2015-09-25,7576
2015-09-27,7360
2015-09-28,7422
2015-09-29,7422
2015-09-30,7663
2015-10-05,8191
2015-10-06,8444
2015-10-07,8444
2015-10-08,8624
2015-10-09,8837
2015-10-10,8837
2015-10-11,9007
2015-10-12,9007
2015-10-13,9012
2015-10-14,9012
2015-10-15,9250
2015-10-16,9250
2015-10-17,9202
2015-10-18,9202
2015-10-19,9116
2015-10-20,9116
2015-10-22,9172
2015-10-23,9144
2015-10-24,9144
2015-10-25,9299
2015-10-26,9299
2015-10-27,9443
2015-10-29,9882
2015-10-30,9882
2015-10-31,9783
2015-11-01,9783
2015-11-02,9562
2015-11-03,9562
2015-11-04,9263
2015-11-05,9376
2015-11-06,9376
2015-11-07,9484
2015-11-08,9484
2015-11-09,9227
2015-11-10,9227
2015-11-11,9201
2015-11-12,9201
2015-11-13,9316
2015-11-14,9316
2015-11-15,9331
2015-11-16,9331
2015-11-17,9541
2015-11-18,9541
2015-11-19,9308
2015-11-20,9308
2015-11-21,9642
2015-11-22,10068
2015-11-23,10068
2015-11-24,10103
2015-11-25,10101
2015-11-26,10101
2015-11-27,10253
2015-11-28,10253
2015-11-29,10439
2015-11-30,10439
2015-12-01,10443
2015-12-02,10443
2015-12-03,10362
2015-12-04,10362
2015-12-05,10312
2015-12-06,10171
2015-12-07,10171
2015-12-08,10200
2015-12-09,10433
2015-12-10,10433
2015-12-11,10409
2015-12-12,10409
2015-12-13,10677
2015-12-14,10677
2015-12-15,10702
2015-12-16,10702
2015-12-17,10314
2015-12-18,10272
2015-12-19,10272
2015-12-20,10207
2015-12-21,10207
2015-12-22,9935
2015-12-23,10108
2015-12-24,10108
2015-12-25,10522
2015-12-26,10522
2015-12-27,10624
2015-12-28,10624
2015-12-29,10684
2015-12-30,10684
2015-12-31,10846
2016-01-01,10846
2016-01-02,10929
2016-01-03,10800
2016-01-04,10662
2016-01-05,10662
2016-01-06,10700
2016-01-07,10700
2016-01-08,10369
2016-01-09,10369
2016-01-10,10101
2016-01-11,10101
2016-01-12,10060
2016-01-13,10060
2016-01-14,9973
2016-01-15,9921
2016-01-16,9921
2016-01-17,9919
2016-01-18,10071
2016-01-19,10071
2016-01-20,10221
2016-01-21,10221
2016-01-22,10617
2016-01-23,10617
2016-01-24,10686
2016-01-25,10169
2016-01-26,10169
2016-01-27,9876
2016-01-28,9876
2016-01-29,9618
2016-01-30,9618
2016-01-31,9219
2016-02-01,8830
2016-02-02,8830
2016-02-03,8471
2016-02-04,8471
2016-02-05,8147
2016-02-06,7984
2016-02-07,7984
2016-02-08,7969
2016-02-09,7969
2016-02-10,7837
2016-02-11,7837
2016-02-12,7715
2016-02-13,7607
2016-02-14,7607
2016-02-15,7496
2016-02-16,7496
2016-02-17,7430
2016-02-18,7430
2016-02-19,7210
2016-02-20,7210
2016-02-21,7025
2016-02-22,7025
2016-02-23,7210
2016-02-24,7210
2016-02-25,7320
2016-02-26,7320
2016-02-27,7322
2016-02-28,7322
2016-02-29,7507
2016-03-01,7343
2016-03-02,7343
2016-03-03,7408
2016-03-04,7408
2016-03-05,7379
2016-03-06,7519
2016-03-07,7519
2016-03-08,7829
2016-03-09,7829
2016-03-10,8162
2016-03-11,8162
2016-03-12,8117
2016-03-13,8117
2016-03-14,8151
2016-03-15,8151
2016-03-16,8482
2016-03-17,8482
2016-03-18,8334
2016-03-19,8129
2016-03-20,7874
2016-03-21,7874
2016-03-22,7562
2016-03-23,7502
2016-03-24,7502
2016-03-25,7347
2016-03-26,7024
2016-03-27,6715
2016-03-28,6485
2016-03-29,6417
2016-03-30,6417
2016-03-31,6107
2016-04-01,6031
2016-04-02,6200
2016-04-03,6199
2016-04-04,6199
2016-04-05,6206
2016-04-06,6181
2016-04-07,6181
2016-04-08,6197
2016-04-09,6297
2016-04-10,6265
2016-04-11,6265
2016-04-12,6085
2016-04-13,6085
2016-04-14,5931
2016-04-15,5711
2016-04-16,5630
2016-04-17,5630
2016-04-18,5421
2016-04-19,5421
2016-04-20,5485
2016-04-21,5485
2016-04-22,5369
2016-04-23,5438
2016-04-24,5438
2016-04-25,5420
2016-04-26,5599
2016-04-27,5457
2016-04-28,5457
2016-04-29,5504
2016-04-30,5518
2016-05-01,5518
2016-05-02,5755
2016-05-03,5797
2016-05-04,5797
2016-05-05,6068
2016-05-06,6068
2016-05-07,6230
2016-05-08,6230
2016-05-09,6342
2016-05-10,6161
2016-05-11,6161
2016-05-12,5859
2016-05-13,5657
2016-05-14,5657
2016-05-15,5417
2016-05-16,5417
2016-05-17,5313
2016-05-18,5471
2016-05-19,5357
2016-05-22,5165
2016-05-23,4947
2016-05-24,4729
2016-05-25,4729
2016-05-26,4552
2016-05-27,4468
2016-05-28,4468
2016-05-29,4366
2016-05-30,4366
2016-05-31,4206
2016-06-01,4229
2016-06-02,4227
2016-06-03,4227
2016-06-04,4213
2016-06-05,4213
2016-06-06,4424
2016-06-07,4424
2016-06-08,4646
2016-06-09,4864
2016-06-10,5108
2016-06-11,5108
2016-06-12,5306
2016-06-13,5306
2016-06-14,5454
2016-06-15,5454
2016-06-16,5631
2016-06-17,5686
2016-06-18,5686
2016-06-19,5958
2016-06-20,5996
2016-06-21,6125
2016-06-22,6133
2016-06-23,6133
2016-06-24,6129
2016-06-25,6041
2016-06-26,6041
2016-06-27,5797
2016-06-28,5521
2016-06-29,5261
2016-06-30,5035
2016-07-01,5021
2016-07-02,5021
2016-07-03,5043
2016-07-04,4946
2016-07-05,4946
2016-07-06,4893
2016-07-07,4786
2016-07-08,4577
2016-07-09,4462
2016-07-10,4331
2016-07-11,4192
2016-07-12,3999
2016-07-13,3808
2016-07-14,3617
2016-07-15,3484
2016-07-16,3433
2016-07-17,3403
2016-07-18,3320
2016-07-23,3052
2016-07-24,2994
2016-07-25,3023
2016-07-26,3023
2016-07-27,3087
2016-07-28,3087
2016-07-29,3072
2016-07-30,3151
2016-07-31,3151
2016-08-01,3208
2016-08-02,3227
2016-08-03,3298
2016-08-04,3298
2016-08-05,3355
2016-08-06,3392
2016-08-07,3468
2016-08-08,3468
2016-08-09,3601
2016-08-10,3601
2016-08-11,3695
2016-08-12,3695
2016-08-13,3533
2016-08-14,3533
2016-08-15,3461
2016-08-16,3461
2016-08-17,3425
2016-08-18,3425
2016-08-19,3428
2016-08-20,3428
2016-08-21,3535
2016-08-22,3535
2016-08-23,3529
2016-08-24,3529
2016-08-25,3476
2016-08-26,3476
2016-08-28,3567
2016-08-31,3540
2016-09-01,3540
2016-09-02,3547
2016-09-03,3533
2016-09-04,3533
2016-09-05,3641
2016-09-06,3641
2016-09-07,3584
2016-09-08,3584
2016-09-09,3568
2016-09-10,3568
2016-09-11,3628
2016-09-12,3628
2016-09-13,3575
2016-09-14,3575
2016-09-15,3689
2016-09-16,3689
2016-09-17,3742
2016-09-18,3742
2016-09-19,3895
2016-09-20,3895
2016-09-21,3895
2016-09-22,4072
2016-09-23,4072
2016-09-24,4144
2016-09-25,4019
2016-09-26,4019
2016-09-27,4203
2016-09-28,4203
2016-09-29,4402
2016-09-30,4566
2016-10-01,4566
2016-10-02,4779
2016-10-03,4779
2016-10-04,4966
2016-10-05,4966
2016-10-06,4899
2016-10-07,4899
2016-10-08,5031
2016-10-09,5031
2016-10-10,5031
2016-10-11,4931
2016-10-12,4931
2016-10-13,4869
2016-10-14,4869
2016-10-15,4664
2016-10-16,4664
2016-10-17,4566
2016-10-18,4566
2016-10-19,4491
2016-10-20,4491
2016-10-21,4425
2016-10-22,4425
2016-10-23,4318
2016-10-24,4223
2016-10-25,4223
2016-10-26,4149
2016-10-27,4149
2016-10-28,4149
2016-10-29,4106
2016-10-30,4106
2016-10-31,4158
2016-11-01,4158
2016-11-02,4099
2016-11-03,4099
2016-11-04,4048
2016-11-05,4048
2016-11-06,4032
2016-11-07,4032
2016-11-08,4001
2016-11-09,4001
2016-11-10,4036
2016-11-11,4036
2016-11-12,4061
2016-11-13,4061
2016-11-14,4167
2016-12-07,3976
2016-12-08,3989
2016-12-09,3989
2016-12-10,3977
2016-12-11,4056
2016-12-12,4056
2016-12-13,4141
2016-12-14,4282
2016-12-15,4282
2016-12-16,4400
2016-12-17,4308
2016-12-18,4308
2016-12-19,4320
2016-12-20,4283
2016-12-21,4391
2016-12-22,4391
2016-12-23,4533
2016-12-24,4533
2016-12-25,4529
2016-12-26,4529
2016-12-27,4577
2016-12-28,4577
2016-12-29,4633
2016-12-30,4633
2016-12-31,4743
2017-01-01,4743
2017-01-02,4686
2017-01-03,4686
2017-01-04,4678
2017-01-05,4678
2017-01-06,4815
2017-01-07,4858
2017-01-08,4931
2017-01-09,4849
2017-01-10,4897
2017-01-11,5032
2017-01-12,5082
2017-01-13,5082
2017-01-14,5098
2017-01-15,5192
2017-01-16,5222
2017-01-17,5147
2017-01-18,5248
2017-01-19,5248
2017-01-20,5289
2017-01-21,5277
2017-01-22,5277
2017-01-27,5056
2017-01-28,5013
2017-01-29,4952
2017-01-30,4952
2017-01-31,5028
2017-02-01,5014
2017-02-02,5014
2017-02-03,4868
2017-02-04,4830
2017-02-05,4830
2017-02-06,4967
2017-02-07,4967
2017-02-08,4976
2017-02-09,4976
2017-02-10,4995
2017-02-11,4995
2017-02-12,4995
2017-02-13,5057
2017-02-14,4971
2017-02-15,4971
2017-02-16,5028
2017-02-18,4861
2017-02-19,4954
2017-02-20,4993
2017-02-21,4955
2017-02-22,4955
2017-02-23,4786
2017-02-24,4786
2017-02-25,4724
2017-02-26,4724
2017-02-27,4845
2017-02-28,4874
2017-03-01,4874
2017-03-02,4833
2017-03-03,4833
2017-03-04,4805
2017-03-05,4805
2017-03-06,4788
2017-03-07,4788
2017-03-08,4600
2017-03-09,4600
2017-03-10,4401
2017-03-11,4237
2017-03-12,4237
2017-03-13,4147
2017-03-14,4179
2017-03-15,4257
2017-03-16,4203
2017-03-17,4142
2017-03-18,4111
2017-03-19,3938
2017-03-20,3905
2017-03-21,3924
2017-03-22,3924
2017-03-23,3807
2017-03-24,3657
2017-03-25,3657
2017-03-26,3556
2017-03-27,3556
2017-03-28,3430
2017-03-29,3355
2017-03-30,3311
2017-03-31,3372
2017-04-01,3372
2017-04-02,3461
2017-04-03,3606
2017-04-04,3597
2017-04-12,3296
2017-04-13,3201
2017-04-14,3201
2017-04-15,3275
2017-04-16,3356
2017-04-17,3358
2017-04-18,3459
2017-04-19,3585
2017-04-20,3702
2017-04-21,3729
2017-04-22,3729
2017-04-23,3669
2017-04-24,3669
2017-04-25,3541
2017-04-26,3541
2017-04-27,3390
2017-04-28,3410
2017-04-29,3406
2017-04-30,3311
2017-05-01,3311
2017-05-02,3174
2017-05-03,3174
2017-05-04,3091
2017-05-05,3063
2017-05-06,3063
2017-05-07,3039
2017-05-08,2997
2017-05-09,3027
2017-05-10,3027
2017-05-11,3039
2017-05-12,3037
2017-05-13,3030
2017-05-14,3030
2017-05-15,3010
2017-05-16,3041
2017-05-17,3041
2017-05-18,3100
2017-05-19,3100
2017-05-20,3118
2017-05-21,3118
2017-05-22,3112
2017-05-23,3112
2017-05-24,3243
2017-05-25,3243
2017-05-26,3365
2017-05-27,3273
2017-05-28,3273
2017-05-29,3177
2017-05-30,3091
2017-05-31,3092
2017-06-01,3038
2017-06-02,3000
2017-06-03,3000
2017-06-06,2946
2017-06-07,2963
2017-06-08,2963
2017-06-09,2905
2017-06-10,2896
2017-06-11,3011
2017-06-12,3011
2017-06-13,3085
2017-06-14,3153
2017-06-15,3153
2017-06-16,3147
2017-06-17,3147
2017-06-18,3082
2017-06-19,3082
2017-06-20,3076
2017-06-21,3183
2017-06-22,3183
2017-06-23,3236
2017-06-24,3227
2017-06-25,3227
2017-06-26,3304
2017-06-27,3279
2017-06-28,3279
2017-06-29,3252
2017-06-30,3252
2017-07-01,3284
2017-07-02,3270
2017-07-03,3199
2017-07-04,3198
2017-07-05,3198
2017-07-06,3140
2017-07-07,3140
2017-07-08,3177
2017-07-13,3418
2017-07-14,3486
2017-07-15,3486
2017-07-16,3635
2017-07-17,3780
2017-07-18,3780
2017-07-19,3936
2017-07-20,4104
2017-07-21,4104
2017-07-22,4112
2017-07-23,4147
2017-07-24,4147
2017-07-25,4163
2017-07-26,4316
2017-07-27,4474
2017-07-28,4474
2017-07-29,4659
2017-07-30,4890
2017-07-31,4890
2017-08-01,5126
2017-08-02,5340
2017-08-03,5340
2017-08-04,5574
2017-08-05,5853
2017-08-06,5853
2017-08-09,6281
2017-08-10,6545
2017-08-11,6545
2017-08-12,6815
2017-08-13,6815
2017-08-14,7078
2017-08-15,7216
2017-08-16,7216
2017-08-17,7411
2017-08-18,7411
2017-08-19,7538
2017-08-20,7616
2017-08-21,7616
2017-08-22,7664
2017-08-23,7664
2017-08-24,7718
2017-08-25,7718
2017-08-26,7845
2017-08-27,7845
2017-08-28,8196
2017-08-29,8196
2017-08-30,8601
2017-08-31,8601
2017-09-01,8912
2017-09-02,9353
2017-09-03,9353
2017-09-04,9762
2017-09-05,10168
2017-09-06,10168
2017-09-07,10494
2017-09-08,10494
2017-09-09,10942
2017-09-10,11392
2017-09-11,11392
2017-09-12,11882
2017-09-13,12145
2017-09-14,12717
2017-09-15,12717
2017-09-16,13293
2017-09-17,13902
2017-09-19,14481
2017-09-20,14831
2017-09-21,14831
2017-09-22,15573
2017-09-23,15573
2017-09-24,16275
2017-09-25,16275
2017-09-26,17055
2017-09-27,17055
2017-09-28,17908
2017-09-29,17908
2017-09-30,18804
2017-10-01,18804
2017-10-02,19745
2017-10-03,19745
2017-10-04,19745
2017-10-05,20733
2017-10-06,20733
2017-10-07,21770
2017-10-08,21770
2017-10-09,22859
2017-10-10,23675
2017-10-11,23675
2017-10-12,24438
2017-10-13,24438
2017-10-14,23810
2017-10-15,23810
2017-10-16,24450
2017-10-17,24450
2017-10-18,24300
2017-10-19,24300
2017-10-20,24661
2017-10-21,24661
2017-10-22,24354
2017-10-23,24354
2017-10-24,24112
2017-10-25,24421
2017-10-26,24421
2017-10-27,24270
2017-10-28,24270
2017-10-29,23761
2017-10-30,23761
2017-10-31,23853
2017-11-01,23853
2017-11-02,24450
2017-11-03,24450
2017-11-04,25103
2017-11-05,25103
2017-11-06,25184
2017-11-07,25184
2017-11-08,24904
2017-11-09,24898
2017-11-10,24898
2017-11-11,24598
2017-11-12,24598
2017-11-13,23439
2017-11-14,23439
2017-11-15,22267
2017-11-16,21267
2017-11-17,20322
2017-11-18,19462
2017-11-19,18592
2017-11-20,17719
2017-11-21,16979
2017-11-22,16203
2017-11-23,15455
2017-11-24,14753
2017-11-25,14106
2017-11-26,13503
2017-11-27,13503
2017-11-28,12827
2017-11-29,12262
2017-11-30,11747
2017-12-01,11159
2017-12-02,11159
2017-12-03,10718
2017-12-04,10718
2017-12-05,10349
2017-12-06,9962
2017-12-07,9896
2017-12-08,9896
2017-12-09,9773
2017-12-10,9880
2017-12-11,9469
2017-12-12,9469
2017-12-14,8860
2017-12-15,8544
2017-12-17,8413
2017-12-18,8223
2017-12-19,8223
2017-12-20,8022
2017-12-21,8007
2017-12-22,7966
2017-12-23,8198
2017-12-24,8198
2017-12-25,8586
2017-12-26,8837
2017-12-27,8978
2017-12-28,8978
2017-12-29,9019
2017-12-30,8738
2017-12-31,8738
2018-01-01,8645
2018-01-02,8645
2018-01-03,8602
2018-01-04,8602
2018-01-05,8461
2018-01-06,8438
2018-01-07,8617
2018-01-08,8869
2018-01-09,8846
2018-01-10,8846
2018-01-11,8753
2018-01-12,8892
2018-01-13,8797
2018-01-14,8733
2018-01-15,8487
2018-01-16,8409
2018-01-17,8188
2018-01-18,7836
2018-01-19,7836
2018-01-20,7587
2018-01-21,7355
2018-01-22,7110
2018-01-23,6912
2018-01-25,6446
2018-01-26,6200
2018-01-27,6007
2018-01-28,6041
2018-01-29,6078
2018-01-31,5942
2018-02-01,5942
2018-02-02,5820
2018-02-03,5739
2018-02-04,5815
2018-02-05,5777
2018-02-06,5551
2018-02-07,5624
2018-02-08,5624
2018-02-09,5629
2018-02-10,5629
2018-02-11,5456
2018-02-12,5498
2018-02-13,5454
2018-02-14,5398
2018-02-15,5546
2018-02-16,5667
2018-02-17,5486
2018-02-18,5583
2018-02-19,5519
2018-02-20,5405
2018-02-21,5574
2018-02-22,5574
2018-02-23,5544
2018-02-24,5544
2018-02-25,5352
2018-02-26,5261
2018-02-27,5350
2018-03-01,5176
2018-03-02,5130
2018-03-03,5279
2018-03-04,5279
2018-03-05,5256
2018-03-06,5223
2018-03-07,5238
2018-03-08,5261
2018-03-09,5358
2018-03-10,5559
2018-03-11,5494
2018-03-12,5498
2018-03-13,5388
2018-03-14,5204
2018-03-15,5042
2018-03-16,4861
2018-03-17,4711
2018-03-18,4485
2018-03-19,4354
2018-03-20,4352
2018-03-21,4526
2018-03-23,4740
2018-03-24,4871
2018-03-26,4913
2018-03-27,4848
2018-03-28,4798
2018-03-29,4717
2018-03-30,4645
2018-03-31,4586
2018-04-01,4503
2018-04-02,4440
2018-04-03,4354
2018-04-04,4219
2018-04-05,4219
2018-04-06,4232
2018-04-07,4232
2018-04-08,4349
2018-04-09,4437
2018-04-10,4565
2018-04-11,4661
2018-04-12,4575
2018-04-13,4575
2018-04-14,4583
2018-04-15,4482
2018-04-16,4482
2018-04-17,4422
2018-04-18,4422
2018-04-19,4251
2018-04-20,4304
2018-04-21,4410
2018-04-22,4399
2018-04-23,4368
2018-04-24,4368
2018-04-25,4340
2018-04-26,4340
2018-04-27,4241
2018-04-28,4124
2018-04-29,4063
2018-04-30,4051
2018-05-01,3933
2018-05-04,3910
2018-05-05,3922
2018-05-06,3922
2018-05-08,3866
2018-05-09,3911
2018-05-10,3950
2018-05-11,3950
2018-05-12,4014
2018-05-13,4014
2018-05-14,4099
2018-05-15,4072
2018-05-16,3977
2018-05-17,3952
2018-05-18,3959
2018-05-19,4157
2018-05-20,4352
2018-05-21,4550
2018-05-22,4550
2018-05-23,4762
2018-05-24,4960
2018-05-25,5099
2018-05-26,5296
2018-05-27,5296
2018-05-28,5364
2018-05-29,5396
2018-05-30,5409
2018-05-31,5341
2018-06-01,5136
2018-06-02,4902
2018-06-03,4721
2018-06-04,4520
2018-06-05,4345
2018-06-06,4297
2018-06-07,4297
2018-06-08,4449
2018-06-09,4449
2018-06-10,4357
2018-06-11,4236
2018-06-12,4123
2018-06-13,3965
2018-06-14,3818
2018-06-15,3721
2018-06-16,3673
2018-06-17,3687
2018-06-18,3735
2018-06-19,3765
2018-06-20,3765
2018-06-21,3777
2018-06-22,3651
2018-06-23,3651
2018-06-24,3544
2018-06-25,3423
2018-06-26,3468
2018-06-27,3462
2018-06-28,3572
2018-06-29,3517
2018-06-30,3464
2018-07-01,3368
2018-07-02,3415
2018-07-03,3464
2018-07-04,3400
2018-07-05,3347
2018-07-06,3349
2018-07-07,3366
2018-07-08,3326
2018-07-09,3362
2018-07-10,3425
2018-07-11,3440
2018-07-12,3490
2018-07-13,3487
2018-07-14,3571
2018-07-15,3556
2018-07-16,3586
2018-07-17,3599
2018-07-18,3593
2018-07-19,3673
2018-07-20,3613
2018-07-21,3591
2018-07-22,3535
2018-07-23,3579
2018-07-24,3585
2018-07-25,3504
2018-07-26,3496
2018-07-27,3611
2018-07-28,3705
2018-07-29,3674
2018-07-30,3633
2018-07-31,3662
2018-08-01,3662
2018-08-02,3654
2018-08-03,3634
2018-08-04,3699
2018-08-05,3703
2018-08-06,3645
2018-08-07,3592
2018-08-08,3569
2018-08-09,3658
2018-08-10,3802
2018-08-11,3716
2018-08-12,3816
2018-08-14,3997
2018-08-16,4036
2018-08-17,4041
2018-08-18,3962
2018-08-19,4030
2018-08-20,4043
2018-08-21,4003
2018-08-22,4028
2018-08-23,3930
2018-08-24,3941
2018-08-25,3993
2018-08-26,4092
2018-08-27,4165
2018-08-28,4256
2018-08-29,4450
2018-08-30,4673
2018-08-31,4905
2018-09-01,5021
2018-09-02,5272
2018-09-03,5473
2018-09-04,5655
2018-09-05,5766
2018-09-06,5766
2018-09-07,5901
2018-09-08,6123
2018-09-09,6204
2018-09-10,6256
2018-09-11,6363
2018-09-12,6406
2018-09-13,6508
2018-09-14,6524
2018-09-15,6425
2018-09-16,6537
2018-09-17,6573
2018-09-18,6526
2018-09-19,6681
2018-09-20,6834
2018-09-21,7115
2018-09-22,7278
2018-09-23,7501
2018-09-24,7522
2018-09-25,7522
2018-09-26,7433
2018-09-27,7537
2018-09-28,7522
2018-09-29,7449
2018-09-30,7605
2018-10-02,7667
2018-10-03,7661
2018-10-04,7661
2018-10-05,7577
2018-10-06,7425
2018-10-07,7366
2018-10-08,7526
2018-10-09,7439
2018-10-10,7411
2018-10-11,7585
2018-10-12,7383
2018-10-13,7294
2018-10-14,7235
2018-10-15,7262
2018-10-16,7223
2018-10-17,7470
2018-10-18,7375
2018-10-19,7245
2018-10-20,7245
2018-10-21,6999
2018-10-22,6953
2018-10-23,6749
2018-10-24,6455
2018-10-25,6179
2018-10-26,5905
2018-10-27,5616
2018-10-28,5545
2018-10-29,5780
2018-10-30,5997
2018-10-31,6188
2018-11-01,6435
2018-11-03,7082
2018-11-04,7213
2018-11-05,7574
2018-11-06,7953
2018-11-07,8351
2018-11-08,8769
2018-11-09,9208
2018-11-10,9669
2018-11-11,10153
2018-11-12,10650
2018-11-13,11183
2018-11-14,11743
2018-11-15,12298
2018-11-16,12822
2018-11-17,13464
2018-11-18,14136
2018-11-19,14843
2018-11-20,15563
2018-11-21,16342
2018-11-22,17143
2018-11-23,17956
2018-11-24,18496
2018-11-25,19014
2018-11-26,19955
2018-11-27,20426
2018-11-28,20870
2018-11-29,20947
2018-12-01,21150
2018-12-02,21116
2018-12-03,20623
2018-12-04,20004
2018-12-05,19266
2018-12-07,17776
2018-12-09,16432
2018-12-10,15619
2018-12-11,14840
2018-12-12,14289
2018-12-13,13880
2018-12-14,13467
2018-12-15,12808
2018-12-16,12412
2018-12-17,12400
2018-12-18,12031
2018-12-19,11867
2018-12-20,11694
2018-12-21,11121
2018-12-22,10575
2018-12-23,10182
2018-12-24,10170
2018-12-25,9964
2018-12-26,9819
2018-12-27,9630
2018-12-28,9401
2018-12-29,9096
2018-12-30,8898
2018-12-31,8809
2019-01-01,8543
2019-01-02,8148
2019-01-03,7963
2019-01-04,7637
2019-01-05,7289
2019-01-06,7150
2019-01-08,6608
2019-01-10,6135
2019-01-11,5914
2019-01-12,5819
2019-01-13,5644
2019-01-14,5450
2019-01-15,5242
2019-01-16,5038
2019-01-17,4880
2019-01-18,4703
2019-01-19,4487
2019-01-20,4394
2019-01-21,4365
2019-01-22,4287
2019-01-23,4192
2019-01-24,4057
2019-01-25,3910
2019-01-26,3770
2019-01-27,3679
2019-01-28,3595
2019-01-29,3593
2019-01-30,3475
2019-01-31,3557
2019-02-01,3616
2019-02-02,3687
2019-02-03,3697
2019-02-04,3840
2019-02-05,3920
2019-02-06,3823
2019-02-07,3860
2019-02-08,3839
2019-02-09,3838
2019-02-10,3883
2019-02-11,3845
2019-02-12,3707
2019-02-13,3671
2019-02-14,3600
2019-02-15,3578
2019-02-16,3594
2019-02-17,3578
2019-02-18,3607
2019-02-19,3666
2019-02-20,3633
2019-02-21,3696
2019-02-22,3704
2019-02-23,3775
2019-02-24,3747
2019-02-25,3751
2019-02-26,3791
2019-02-27,3969
2019-02-28,4111
2019-03-01,4101
2019-03-02,4056
2019-03-03,3890
2019-03-04,3863
2019-03-05,3858
2019-03-06,3911
2019-03-07,4016
2019-03-08,4016
2019-03-09,4020
2019-03-10,4191
2019-03-11,4281
2019-03-12,4316
2019-03-13,4188
2019-03-14,4304
2019-03-15,4315
2019-03-16,4301
2019-03-17,4361
2019-03-18,4361
2019-03-19,4394
2019-03-20,4400
2019-03-21,4360
2019-03-22,4277
2019-03-23,4132
2019-03-24,4225
2019-03-25,4403
2019-03-26,4523
2019-03-27,4523
2019-03-28,4598
2019-03-29,4681
2019-03-30,4681
2019-03-31,4680
2019-04-01,4492
2019-04-02,4490
2019-04-03,4536
2019-04-04,4378
2019-04-05,4440
2019-04-06,4484
