date_obj,Saw price
2016-01-20,194
2016-01-21,201
2016-01-22,208
2016-01-23,217
2016-01-24,221
2016-01-25,219
2016-01-26,220
2016-01-27,229
2016-01-28,224
2016-01-29,226
2016-01-30,235
2016-01-31,241
2016-02-01,246
2016-02-02,245
2016-02-03,252
2016-02-04,245
2016-02-05,237
2016-02-06,228
2016-02-07,216
2016-02-08,205
2016-02-09,200
2016-02-10,198
2016-02-11,197
2016-02-12,199
2016-02-13,197
2016-02-14,207
2016-02-15,215
2016-02-16,215
2016-02-17,214
2016-02-18,212
2016-02-19,212
2016-02-20,217
2016-02-21,209
2016-02-22,201
2016-02-23,204
2016-02-24,202
2016-02-25,208
2016-02-26,219
2016-02-27,225
2016-02-28,225
2016-02-29,218
2016-03-01,212
2016-03-02,201
2016-03-03,203
2016-03-04,207
2016-03-05,203
2016-03-06,206
2016-03-07,216
2016-03-08,219
2016-03-09,222
2016-03-10,231
2016-03-11,222
2016-03-12,229
2016-03-13,231
2016-03-14,242
2016-03-15,252
2016-03-16,261
2016-03-17,270
2016-03-18,279
2016-03-19,280
2016-03-20,291
2016-03-21,295
2016-03-22,302
2016-03-23,295
2016-03-24,300
2016-03-25,308
2016-03-26,314
2016-03-27,323
2016-03-28,335
2016-03-29,346
2016-03-30,355
2016-03-31,359
2016-04-01,353
2016-04-02,350
2016-04-03,365
2016-04-04,365
2016-04-05,371
2016-04-06,379
2016-04-07,388
2016-04-08,393
2016-04-09,399
2016-04-10,401
2016-04-11,416
2016-04-12,431
2016-04-13,443
2016-04-14,457
2016-04-15,457
2016-04-16,434
2016-04-17,433
2016-04-18,436
2016-04-19,425
2016-04-20,408
2016-04-21,413
2016-04-22,413
2016-04-23,418
2016-04-24,433
2016-04-25,446
2016-04-26,461
2016-04-27,475
2016-04-28,479
2016-04-29,477
2016-04-30,454
2016-05-01,444
2016-05-02,423
2016-05-03,421
2016-05-04,431
2016-05-05,437
2016-05-06,424
2016-05-07,402
2016-05-08,381
2016-05-09,366
2016-05-10,366
2016-05-11,370
2016-05-12,375
2016-05-13,375
2016-05-14,379
2016-05-15,378
2016-05-16,378
2016-05-17,391
2016-05-18,385
2016-05-19,376
2016-05-22,373
2016-05-23,382
2016-05-24,382
2016-05-25,390
2016-05-26,386
2016-05-27,385
2016-05-28,365
2016-05-29,361
2016-05-30,363
2016-05-31,356
2016-06-01,339
2016-06-02,322
2016-06-03,326
2016-06-04,324
2016-06-05,323
2016-06-06,325
2016-06-07,328
2016-06-08,313
2016-06-09,312
2016-06-10,310
2016-06-11,317
2016-06-12,304
2016-06-13,288
2016-06-14,295
2016-06-15,299
2016-06-16,287
2016-06-17,283
2016-06-18,276
2016-06-19,279
2016-06-20,284
2016-06-21,274
2016-06-22,261
2016-06-23,247
2016-06-24,238
2016-06-25,238
2016-06-26,242
2016-06-27,247
2016-06-28,253
2016-06-29,248
2016-06-30,243
2016-07-01,244
2016-07-02,257
2016-07-03,263
2016-07-04,267
2016-07-05,265
2016-07-06,271
2016-07-07,274
2016-07-08,269
2016-07-09,276
2016-07-10,283
2016-07-11,296
2016-07-12,305
2016-07-13,307
2016-07-14,316
2016-07-15,329
2016-07-16,342
2016-07-17,339
2016-07-18,341
2016-07-23,373
2016-07-24,378
2016-07-25,389
2016-07-26,404
2016-07-27,405
2016-07-28,398
2016-07-29,405
2016-07-30,392
2016-07-31,388
2016-08-01,393
2016-08-02,391
2016-08-03,402
2016-08-04,421
2016-08-05,415
2016-08-06,411
2016-08-07,422
2016-08-08,409
2016-08-09,407
2016-08-10,399
2016-08-11,379
2016-08-12,360
2016-08-13,342
2016-08-14,339
2016-08-15,355
2016-08-16,365
2016-08-17,377
2016-08-18,386
2016-08-19,390
2016-08-20,397
2016-08-21,410
2016-08-22,412
2016-08-23,397
2016-08-24,378
2016-08-25,359
2016-08-26,341
2016-08-28,350
2016-08-31,356
2016-09-01,370
2016-09-02,385
2016-09-03,402
2016-09-04,411
2016-09-05,421
2016-09-06,423
2016-09-07,414
2016-09-08,408
2016-09-09,397
2016-09-10,392
2016-09-11,410
2016-09-12,414
2016-09-13,395
2016-09-14,392
2016-09-15,390
2016-09-16,375
2016-09-17,356
2016-09-18,349
2016-09-19,361
2016-09-20,379
2016-09-21,396
2016-09-22,405
2016-09-23,418
2016-09-24,424
2016-09-25,416
2016-09-26,405
2016-09-27,409
2016-09-28,397
2016-09-29,377
2016-09-30,358
2016-10-01,340
2016-10-02,323
2016-10-03,313
2016-10-04,319
2016-10-05,322
2016-10-06,307
2016-10-07,304
2016-10-08,301
2016-10-09,305
2016-10-11,333
2016-10-12,344
2016-10-13,350
2016-10-14,361
2016-10-15,367
2016-10-16,376
2016-10-17,388
2016-10-18,387
2016-10-19,402
2016-10-20,413
2016-10-21,422
2016-10-22,414
2016-10-23,415
2016-10-24,435
2016-10-25,432
2016-10-26,413
2016-10-27,408
2016-10-28,406
2016-10-29,407
2016-10-30,397
2016-10-31,382
2016-11-01,367
2016-11-02,369
2016-11-03,372
2016-11-04,377
2016-11-05,380
2016-11-06,375
2016-11-07,388
2016-11-08,395
2016-11-09,401
2016-11-10,415
2016-11-11,411
2016-11-12,397
2016-11-13,394
2016-11-14,399
2016-12-08,374
2016-12-09,362
2016-12-10,362
2016-12-11,359
2016-12-12,355
2016-12-13,354
2016-12-14,350
2016-12-15,346
2016-12-16,356
2016-12-17,370
2016-12-18,354
2016-12-19,350
2016-12-20,364
2016-12-21,380
2016-12-22,363
2016-12-23,345
2016-12-24,336
2016-12-25,344
2016-12-26,346
2016-12-27,341
2016-12-28,342
2016-12-29,354
2016-12-30,365
2016-12-31,379
2017-01-01,388
2017-01-02,378
2017-01-03,382
2017-01-04,390
2017-01-05,389
2017-01-06,373
2017-01-07,358
2017-01-08,353
2017-01-09,339
2017-01-10,326
2017-01-11,312
2017-01-12,310
2017-01-13,296
2017-01-14,281
2017-01-15,277
2017-01-16,271
2017-01-17,266
2017-01-18,265
2017-01-19,263
2017-01-20,267
2017-01-21,261
2017-01-22,269
2017-01-27,277
2017-01-28,285
2017-01-29,276
2017-01-30,262
2017-01-31,256
2017-02-01,244
2017-02-02,237
2017-02-03,240
2017-02-04,247
2017-02-05,246
2017-02-06,252
2017-02-07,262
2017-02-08,255
2017-02-09,254
2017-02-10,259
2017-02-11,264
2017-02-12,278
2017-02-13,288
2017-02-14,296
2017-02-15,299
2017-02-16,293
2017-02-18,290
2017-02-19,289
2017-02-20,283
2017-02-21,285
2017-02-22,290
2017-02-23,300
2017-02-24,285
2017-02-25,278
2017-02-26,275
2017-02-27,277
2017-02-28,276
2017-03-01,265
2017-03-02,272
2017-03-03,271
2017-03-04,266
2017-03-05,261
2017-03-06,248
2017-03-07,235
2017-03-08,223
2017-03-09,220
2017-03-10,211
2017-03-11,200
2017-03-12,198
2017-03-13,196
2017-03-14,198
2017-03-15,206
2017-03-16,201
2017-03-17,209
2017-03-18,219
2017-03-19,227
2017-03-20,234
2017-03-21,234
2017-03-22,241
2017-03-23,248
2017-03-24,253
2017-03-25,249
2017-03-26,256
2017-03-27,259
2017-03-28,269
2017-03-29,277
2017-03-30,280
2017-03-31,289
2017-04-01,297
2017-04-02,306
2017-04-03,315
2017-04-04,309
2017-04-12,246
2017-04-13,249
2017-04-14,254
2017-04-15,255
2017-04-16,258
2017-04-17,264
2017-04-18,260
2017-04-19,260
2017-04-20,269
2017-04-21,273
2017-04-22,279
2017-04-23,270
2017-04-24,273
2017-04-25,279
2017-04-26,279
2017-04-27,280
2017-04-28,289
2017-04-29,300
2017-04-30,302
2017-05-01,311
2017-05-02,318
2017-05-03,312
2017-05-04,297
2017-05-05,305
2017-05-06,295
2017-05-07,287
2017-05-08,298
2017-05-09,292
2017-05-10,293
2017-05-11,294
2017-05-12,296
2017-05-13,298
2017-05-14,299
2017-05-15,312
2017-05-16,311
2017-05-17,312
2017-05-18,313
2017-05-19,322
2017-05-20,328
2017-05-21,321
2017-05-22,325
2017-05-23,321
2017-05-24,306
2017-05-25,295
2017-05-26,283
2017-05-27,296
2017-05-28,298
2017-05-29,290
2017-05-30,287
2017-05-31,278
2017-06-01,272
2017-06-02,264
2017-06-03,259
2017-06-06,227
2017-06-07,216
2017-06-08,205
2017-06-09,196
2017-06-10,194
2017-06-11,193
2017-06-12,195
2017-06-13,194
2017-06-14,198
2017-06-15,204
2017-06-16,212
2017-06-17,215
2017-06-18,222
2017-06-19,234
2017-06-20,241
2017-06-21,244
2017-06-22,239
2017-06-23,238
2017-06-24,239
2017-06-25,238
2017-06-26,236
2017-06-27,241
2017-06-28,249
2017-06-29,259
2017-06-30,247
2017-07-01,258
2017-07-02,267
2017-07-03,275
2017-07-04,274
2017-07-05,275
2017-07-06,274
2017-07-07,279
2017-07-08,276
2017-07-13,274
2017-07-14,273
2017-07-15,263
2017-07-16,257
2017-07-17,264
2017-07-18,273
2017-07-19,285
2017-07-20,291
2017-07-21,292
2017-07-22,290
2017-07-23,302
2017-07-24,316
2017-07-25,324
2017-07-26,311
2017-07-27,322
2017-07-28,315
2017-07-29,330
2017-07-30,339
2017-07-31,324
2017-08-01,321
2017-08-02,324
2017-08-03,307
2017-08-04,299
2017-08-05,290
2017-08-06,284
2017-08-09,292
2017-08-10,293
2017-08-11,291
2017-08-12,284
2017-08-13,271
2017-08-14,276
2017-08-15,267
2017-08-17,255
2017-08-18,242
2017-08-19,242
2017-08-20,249
2017-08-21,259
2017-08-22,251
2017-08-23,251
2017-08-24,256
2017-08-25,248
2017-08-26,249
2017-08-27,256
2017-08-28,266
2017-08-29,271
2017-08-30,277
2017-08-31,281
2017-09-01,269
2017-09-02,271
2017-09-03,261
2017-09-04,248
2017-09-05,235
2017-09-06,236
2017-09-07,242
2017-09-08,254
2017-09-09,260
2017-09-10,264
2017-09-11,271
2017-09-12,279
2017-09-13,292
2017-09-14,306
2017-09-15,309
2017-09-16,302
2017-09-17,295
2017-09-19,268
2017-09-20,261
2017-09-21,266
2017-09-22,266
2017-09-23,252
2017-09-24,239
2017-09-25,227
2017-09-26,215
2017-09-27,204
2017-09-28,204
2017-09-29,211
2017-09-30,220
2017-10-01,225
2017-10-02,230
2017-10-03,235
2017-10-04,240
2017-10-05,243
2017-10-06,256
2017-10-07,266
2017-10-08,271
2017-10-09,284
2017-10-10,286
2017-10-11,299
2017-10-12,300
2017-10-13,295
2017-10-14,281
2017-10-15,288
2017-10-16,303
2017-10-17,315
2017-10-18,301
2017-10-19,307
2017-10-20,318
2017-10-21,314
2017-10-22,325
2017-10-23,336
2017-10-24,344
2017-10-25,348
2017-10-26,339
2017-10-27,335
2017-10-28,330
2017-10-29,317
2017-10-30,326
2017-10-31,334
2017-11-01,320
2017-11-02,327
2017-11-03,339
2017-11-04,338
2017-11-05,341
2017-11-06,354
2017-11-07,357
2017-11-08,346
2017-11-09,331
2017-11-10,314
2017-11-11,305
2017-11-12,306
2017-11-13,302
2017-11-14,308
2017-11-15,309
2017-11-16,293
2017-11-17,289
2017-11-18,281
2017-11-19,274
2017-11-20,265
2017-11-21,264
2017-11-22,265
2017-11-23,265
2017-11-24,265
2017-11-25,262
2017-11-26,258
2017-11-27,258
2017-11-28,261
2017-11-29,269
2017-11-30,270
2017-12-01,279
2017-12-02,285
2017-12-03,283
2017-12-04,277
2017-12-05,288
2017-12-06,294
2017-12-07,301
2017-12-08,296
2017-12-09,289
2017-12-10,290
2017-12-11,295
2017-12-12,290
2017-12-13,292
2017-12-14,294
2017-12-15,296
2017-12-16,309
2017-12-17,322
2017-12-18,331
2017-12-19,339
2017-12-20,342
2017-12-21,336
2017-12-22,332
2017-12-23,335
2017-12-24,345
2017-12-25,329
2017-12-26,312
2017-12-27,297
2017-12-28,282
2017-12-29,267
2017-12-30,260
2017-12-31,266
2018-01-01,273
2018-01-02,283
2018-01-03,291
2018-01-04,302
2018-01-05,308
2018-01-06,317
2018-01-07,324
2018-01-08,331
2018-01-09,327
2018-01-10,316
2018-01-11,316
2018-01-12,328
2018-01-13,335
2018-01-14,333
2018-01-15,316
2018-01-16,323
2018-01-17,307
2018-01-18,294
2018-01-19,297
2018-01-20,290
2018-01-21,278
2018-01-22,264
2018-01-23,262
2018-01-24,271
2018-01-25,283
2018-01-26,289
2018-01-27,283
2018-01-28,293
2018-01-29,298
2018-01-30,306
2018-02-01,320
2018-02-02,336
2018-02-03,335
2018-02-04,337
2018-02-05,320
2018-02-06,304
2018-02-07,288
2018-02-08,273
2018-02-09,259
2018-02-10,249
2018-02-11,246
2018-02-12,256
2018-02-13,254
2018-02-14,258
2018-02-15,256
2018-02-16,243
2018-02-17,230
2018-02-18,218
2018-02-19,219
2018-02-20,230
2018-02-21,240
2018-02-22,247
2018-02-23,256
2018-02-24,266
2018-02-25,262
2018-02-26,248
2018-02-27,239
2018-02-28,245
2018-03-01,251
2018-03-02,244
2018-03-03,253
2018-03-04,266
2018-03-05,277
2018-03-06,284
2018-03-07,283
2018-03-08,278
2018-03-09,285
2018-03-10,295
2018-03-11,294
2018-03-12,295
2018-03-13,298
2018-03-14,301
2018-03-15,303
2018-03-16,307
2018-03-17,305
2018-03-18,309
2018-03-19,305
2018-03-20,295
2018-03-21,303
2018-03-23,326
2018-03-24,335
2018-03-26,320
2018-03-27,319
2018-03-28,315
2018-03-29,313
2018-03-30,311
2018-03-31,309
2018-04-01,308
2018-04-02,299
2018-04-03,293
2018-04-04,293
2018-04-05,296
2018-04-06,304
2018-04-08,318
2018-04-09,328
2018-04-10,329
2018-04-11,325
2018-04-12,315
2018-04-13,305
2018-04-14,307
2018-04-15,305
2018-04-16,301
2018-04-17,299
2018-04-18,308
2018-04-19,317
2018-04-20,329
2018-04-21,335
2018-04-22,350
2018-04-23,353
2018-04-24,350
2018-04-25,339
2018-04-26,336
2018-04-27,329
2018-04-28,321
2018-04-29,322
2018-04-30,311
2018-05-01,319
2018-05-02,327
2018-05-03,324
2018-05-04,311
2018-05-05,295
2018-05-06,280
2018-05-07,283
2018-05-08,288
2018-05-09,291
2018-05-10,288
2018-05-11,298
2018-05-12,302
2018-05-13,306
2018-05-14,315
2018-05-15,319
2018-05-16,304
2018-05-17,288
2018-05-18,273
2018-05-19,262
2018-05-20,266
2018-05-21,268
2018-05-22,268
2018-05-23,272
2018-05-24,277
2018-05-25,285
2018-05-26,293
2018-05-27,298
2018-05-28,290
2018-05-29,293
2018-05-30,294
2018-05-31,302
2018-06-01,311
2018-06-02,316
2018-06-03,301
2018-06-04,300
2018-06-05,313
2018-06-06,317
2018-06-07,320
2018-06-08,328
2018-06-09,337
2018-06-10,346
2018-06-11,347
2018-06-12,345
2018-06-13,341
2018-06-14,351
2018-06-15,344
2018-06-16,329
2018-06-17,313
2018-06-18,319
2018-06-19,316
2018-06-20,303
2018-06-21,308
2018-06-22,293
2018-06-23,279
2018-06-24,268
2018-06-25,268
2018-06-26,270
2018-06-27,277
2018-06-28,286
2018-06-29,293
2018-06-30,302
2018-07-01,311
2018-07-02,299
2018-07-03,286
2018-07-04,293
2018-07-05,302
2018-07-06,314
2018-07-07,318
2018-07-08,333
2018-07-09,345
2018-07-10,337
2018-07-11,320
2018-07-12,306
2018-07-13,303
2018-07-14,301
2018-07-15,285
2018-07-16,285
2018-07-17,292
2018-07-18,301
2018-07-19,300
2018-07-20,305
2018-07-21,312
2018-07-22,312
2018-07-23,296
2018-07-24,281
2018-07-25,266
2018-07-26,252
2018-07-27,239
2018-07-28,233
2018-07-29,237
2018-07-30,238
2018-07-31,238
2018-08-01,232
2018-08-02,242
2018-08-03,252
2018-08-04,257
2018-08-05,264
2018-08-06,268
2018-08-07,267
2018-08-08,271
2018-08-09,272
2018-08-10,277
2018-08-11,281
2018-08-12,290
2018-08-14,304
2018-08-16,276
2018-08-17,270
2018-08-18,280
2018-08-19,287
2018-08-20,292
2018-08-21,301
2018-08-22,312
2018-08-23,316
2018-08-24,309
2018-08-25,315
2018-08-26,303
2018-08-27,302
2018-08-28,292
2018-08-29,295
2018-08-30,302
2018-08-31,310
2018-09-01,307
2018-09-02,310
2018-09-03,295
2018-09-04,292
2018-09-05,301
2018-09-06,312
2018-09-07,324
2018-09-08,322
2018-09-09,312
2018-09-10,319
2018-09-11,326
2018-09-12,328
2018-09-13,338
2018-09-14,337
2018-09-15,344
2018-09-16,338
2018-09-17,321
2018-09-18,304
2018-09-19,303
2018-09-20,292
2018-09-21,283
2018-09-22,278
2018-09-23,276
2018-09-24,277
2018-09-25,276
2018-09-26,272
2018-09-27,258
2018-09-28,245
2018-09-29,232
2018-09-30,224
2018-10-02,236
2018-10-03,241
2018-10-04,249
2018-10-05,260
2018-10-06,261
2018-10-07,267
2018-10-08,268
2018-10-09,275
2018-10-10,288
2018-10-11,302
2018-10-12,317
2018-10-13,323
2018-10-14,319
2018-10-15,320
2018-10-16,325
2018-10-17,322
2018-10-18,320
2018-10-19,315
2018-10-20,305
2018-10-21,317
2018-10-22,320
2018-10-23,321
2018-10-24,318
2018-10-25,317
2018-10-26,319
2018-10-27,312
2018-10-28,305
2018-10-29,297
2018-10-30,304
2018-10-31,310
2018-11-01,319
2018-11-03,331
2018-11-04,334
2018-11-05,317
2018-11-06,320
2018-11-07,320
2018-11-08,317
2018-11-09,315
2018-11-10,301
2018-11-11,285
2018-11-12,270
2018-11-13,256
2018-11-14,243
2018-11-15,241
2018-11-16,248
2018-11-17,249
2018-11-18,248
2018-11-19,255
2018-11-20,265
2018-11-21,272
2018-11-22,277
2018-11-23,281
2018-11-24,284
2018-11-25,287
2018-11-26,274
2018-11-27,261
2018-11-28,257
2018-11-29,247
2018-12-01,228
2018-12-02,227
2018-12-03,232
2018-12-04,239
2018-12-05,246
2018-12-07,256
2018-12-09,256
2018-12-10,261
2018-12-11,260
2018-12-12,262
2018-12-13,258
2018-12-14,264
2018-12-15,271
2018-12-16,269
2018-12-17,265
2018-12-18,262
2018-12-19,263
2018-12-20,264
2018-12-21,264
2018-12-22,257
2018-12-23,250
2018-12-24,254
2018-12-25,255
2018-12-26,256
2018-12-27,254
2018-12-28,256
2018-12-29,264
2018-12-30,263
2018-12-31,270
2019-01-01,269
2019-01-02,258
2019-01-03,246
2019-01-04,233
2019-01-05,230
2019-01-06,238
2019-01-08,251
2019-01-10,249
2019-01-11,237
2019-01-12,226
2019-01-13,225
2019-01-14,228
2019-01-15,230
2019-01-16,227
2019-01-17,232
2019-01-18,241
2019-01-19,245
2019-01-20,236
2019-01-22,241
2019-01-23,245
2019-01-24,246
2019-01-25,252
2019-01-26,261
2019-01-27,269
2019-01-28,263
2019-01-29,262
2019-01-30,255
2019-01-31,245
2019-02-01,233
2019-02-02,221
2019-02-03,210
2019-02-04,207
2019-02-05,207
2019-02-06,208
2019-02-07,208
2019-02-08,209
2019-02-09,207
2019-02-10,200
2019-02-11,202
2019-02-12,201
2019-02-13,206
2019-02-14,198
2019-02-15,202
2019-02-16,200
2019-02-17,204
2019-02-18,211
2019-02-19,212
2019-02-20,213
2019-02-21,215
2019-02-22,210
2019-02-23,216
2019-02-24,221
2019-02-25,229
2019-02-26,237
2019-02-27,248
2019-02-28,259
2019-03-01,256
2019-03-02,247
2019-03-03,241
2019-03-04,228
2019-03-05,216
2019-03-06,205
2019-03-07,198
2019-03-08,193
2019-03-09,199
2019-03-10,201
2019-03-11,207
2019-03-12,206
2019-03-13,204
2019-03-14,211
2019-03-15,210
2019-03-16,215
2019-03-17,222
2019-03-18,229
2019-03-19,234
2019-03-20,243
2019-03-21,248
2019-03-22,253
2019-03-23,247
2019-03-24,242
2019-03-25,248
2019-03-26,242
2019-03-27,243
2019-03-28,246
2019-03-29,240
2019-03-30,230
2019-03-31,236
2019-04-01,231
2019-04-02,222
2019-04-03,210
2019-04-04,200
2019-04-05,204
2019-04-06,214
2019-04-07,220
2019-04-08,223
2019-04-09,230
2019-04-10,239
2019-04-11,244
2019-04-12,237
2019-04-13,239
2019-04-14,248
2019-04-15,247
2019-04-16,257
2019-04-17,245
2019-04-18,248
2019-04-19,258
2019-04-20,264
2019-04-21,256
2019-04-22,252
2019-04-23,249
2019-04-24,248
2019-04-25,244
2019-04-26,232
2019-04-27,220
2019-04-28,209
2019-04-29,207
2019-04-30,207
2019-05-01,206
2019-05-02,202
2019-05-03,201
2019-05-04,205
2019-05-05,208
2019-05-06,215
2019-05-07,218
2019-05-08,214
2019-05-09,209
2019-05-10,211
2019-05-11,214
2019-05-12,220
2019-05-13,225
2019-05-14,234
2019-05-15,244
2019-05-16,243
2019-05-17,245
2019-05-18,246
2019-05-19,244
2019-05-20,232
2019-05-21,234
2019-05-22,231
2019-05-23,225
2019-05-24,232
2019-05-25,235
2019-05-26,225
2019-05-27,227
2019-05-28,239
2019-05-29,246
2019-05-30,255
2019-05-31,261
2019-06-01,260
2019-06-02,260
2019-06-03,265
2019-06-04,274
2019-06-05,277
2019-06-06,290
2019-06-07,303
2019-06-08,315
2019-06-09,313
2019-06-10,299
2019-06-11,293
2019-06-12,291
2019-06-13,279
2019-06-14,269
2019-06-15,268
2019-06-16,260
2019-06-17,247
2019-06-18,235
2019-06-19,227
2019-06-20,215
2019-06-21,204
2019-06-22,198
2019-06-23,197
2019-06-24,199
2019-06-25,199
2019-06-26,197
2019-06-27,200
2019-06-28,208
2019-06-29,212
2019-06-30,220
2019-07-01,228
2019-07-02,239
2019-07-03,241
2019-07-04,242
2019-07-05,252
2019-07-06,248
2019-07-07,238
2019-07-08,231
2019-07-09,238
2019-07-10,237
2019-07-11,236
2019-07-12,241
2019-07-13,235
2019-07-14,238
2019-07-15,243
2019-07-16,255
2019-07-17,267
2019-07-18,281
2019-07-19,294
2019-07-20,304
2019-07-21,310
2019-07-22,304
2019-07-23,294
2019-07-24,295
2019-07-25,293
2019-07-26,293
2019-07-27,295
2019-07-28,305
2019-07-29,303
2019-07-30,301
2019-07-31,299
2019-08-01,293
2019-08-02,296
2019-08-03,300
2019-08-04,307
2019-08-05,320
2019-08-06,323
2019-08-07,322
2019-08-08,319
2019-08-09,318
2019-08-10,322
2019-08-11,328
2019-08-12,326
2019-08-13,326
2019-08-14,338
2019-08-15,342
2019-08-16,334
2019-08-17,328
2019-08-18,331
2019-08-19,328
2019-08-20,324
2019-08-21,319
2019-08-22,329
2019-08-23,338
2019-08-24,341
2019-08-24,341
2019-08-25,323
2019-08-25,323
2019-08-26,308
2019-08-26,308
2019-08-27,316
2019-08-27,316
2019-08-28,302
2019-08-29,311
2019-08-30,310
2019-08-31,317
2019-09-01,319
2019-09-02,331
2019-09-03,334
2019-09-04,339
2019-09-05,348
