date_obj,Black%20warhammer price
2015-03-26,1776
2015-03-27,1776
2015-03-28,1776
2015-03-29,1692
2015-03-30,1692
2015-03-31,1692
2015-04-01,1612
2015-04-02,1612
2015-04-03,1612
2015-04-04,1533
2015-04-05,1533
2015-04-06,1533
2015-04-07,1459
2015-04-08,1459
2015-04-09,1459
2015-04-10,1391
2015-04-11,1391
2015-04-12,1391
2015-04-13,1325
2015-04-14,1325
2015-04-15,1325
2015-04-16,1262
2015-04-17,1262
2015-04-18,1203
2015-04-19,1203
2015-04-20,1203
2015-04-21,1148
2015-04-22,1148
2015-04-23,1148
2015-04-24,1092
2015-04-25,1092
2015-04-26,1092
2015-04-27,1041
2015-04-28,1041
2015-04-29,1041
2015-04-30,992
2015-05-01,992
2015-05-02,945
2015-05-03,945
2015-05-04,945
2015-05-05,901
2015-05-06,901
2015-05-07,901
2015-05-08,858
2015-05-09,858
2015-05-10,819
2015-05-11,819
2015-05-12,819
2015-05-13,781
2015-05-14,781
2015-05-15,781
2015-05-16,743
2015-05-17,743
2015-05-18,708
2015-05-19,708
2015-05-20,708
2015-05-21,708
2015-05-22,675
2015-05-23,675
2015-05-24,675
2015-05-25,644
2015-05-26,644
2015-05-27,644
2015-05-28,614
2015-05-29,614
2015-05-30,586
2015-05-31,586
2015-06-01,559
2015-06-02,559
2015-06-03,559
2015-06-04,534
2015-06-05,534
2015-06-06,515
2015-06-07,515
2015-06-08,515
2015-06-09,491
2015-06-10,491
2015-06-11,491
2015-06-12,468
2015-06-13,468
2015-06-14,449
2015-06-15,449
2015-06-16,449
2015-06-17,430
2015-06-18,430
2015-06-19,430
2015-06-20,412
2015-06-21,412
2015-06-22,412
2015-06-23,412
2015-06-24,401
2015-06-25,401
2015-06-26,401
2015-06-27,401
2015-06-28,395
2015-06-29,395
2015-06-30,395
2015-07-01,391
2015-07-02,391
2015-07-03,391
2015-07-04,391
2015-07-05,395
2015-07-06,395
2015-07-07,395
2015-07-08,387
2015-07-09,387
2015-07-10,387
2015-07-11,387
2015-07-12,380
2015-07-13,380
2015-07-14,380
2015-07-15,388
2015-07-16,388
2015-07-17,388
2015-07-18,388
2015-07-19,375
2015-07-20,375
2015-07-21,375
2015-07-22,365
2015-07-23,365
2015-07-24,365
2015-07-25,365
2015-07-26,363
2015-07-27,363
2015-07-28,363
2015-07-29,368
2015-07-30,368
2015-07-31,368
2015-08-01,368
2015-08-02,373
2015-08-03,373
2015-08-04,373
2015-08-05,373
2015-08-06,380
2015-08-07,380
2015-08-08,380
2015-08-09,386
2015-08-10,386
2015-08-11,386
2015-08-12,386
2015-08-13,404
2015-08-14,404
2015-08-15,404
2015-08-16,400
2015-08-17,400
2015-08-18,400
2015-08-19,402
2015-08-20,402
2015-08-21,402
2015-08-22,394
2015-08-23,394
2015-08-24,394
2015-08-25,394
2015-08-26,396
2015-08-27,396
2015-08-28,396
2015-08-29,398
2015-08-30,398
2015-08-31,398
2015-09-01,398
2015-09-02,413
2015-09-03,413
2015-09-04,413
2015-09-05,405
2015-09-06,405
2015-09-07,405
2015-09-08,405
2015-09-09,400
2015-09-10,400
2015-09-11,400
2015-09-12,400
2015-09-13,402
2015-09-14,402
2015-09-15,402
2015-09-16,402
2015-09-17,409
2015-09-18,409
2015-09-19,409
2015-09-20,409
2015-09-21,430
2015-09-22,430
2015-09-23,430
2015-09-24,430
2015-09-25,440
2015-09-27,440
2015-09-28,440
2015-09-29,431
2015-09-30,431
2015-10-05,413
2015-10-06,398
2015-10-07,398
2015-10-08,398
2015-10-09,398
2015-10-10,399
2015-10-11,399
2015-10-12,399
2015-10-13,399
2015-10-14,395
2015-10-15,395
2015-10-16,395
2015-10-17,395
2015-10-18,400
2015-10-19,400
2015-10-20,400
2015-10-22,406
2015-10-23,406
2015-10-24,406
2015-10-25,426
2015-10-26,426
2015-10-27,426
2015-10-29,448
2015-10-30,448
2015-10-31,448
2015-11-01,448
2015-11-02,469
2015-11-03,469
2015-11-04,469
2015-11-05,469
2015-11-06,460
2015-11-07,460
2015-11-08,460
2015-11-09,441
2015-11-10,441
2015-11-11,441
2015-11-12,441
2015-11-13,430
2015-11-14,430
2015-11-15,430
2015-11-16,430
2015-11-17,448
2015-11-18,448
2015-11-19,448
2015-11-20,446
2015-11-21,446
2015-11-22,446
2015-11-23,446
2015-11-24,446
2015-11-25,446
2015-11-26,446
2015-11-27,446
2015-11-28,431
2015-11-29,431
2015-11-30,431
2015-12-01,431
2015-12-02,415
2015-12-03,415
2015-12-04,415
2015-12-05,415
2015-12-06,407
2015-12-07,407
2015-12-08,407
2015-12-09,407
2015-12-10,415
2015-12-11,415
2015-12-12,415
2015-12-13,415
2015-12-14,414
2015-12-15,414
2015-12-16,414
2015-12-17,415
2015-12-18,415
2015-12-19,415
2015-12-20,427
2015-12-21,427
2015-12-22,427
2015-12-23,417
2015-12-24,417
2015-12-25,417
2015-12-26,417
2015-12-27,408
2015-12-28,408
2015-12-29,408
2015-12-30,396
2015-12-31,396
2016-01-01,396
2016-01-02,396
2016-01-03,402
2016-01-04,402
2016-01-05,402
2016-01-06,403
2016-01-07,403
2016-01-08,403
2016-01-09,403
2016-01-10,400
2016-01-11,400
2016-01-12,400
2016-01-13,400
2016-01-14,405
2016-01-15,405
2016-01-16,405
2016-01-17,405
2016-01-18,422
2016-01-19,422
2016-01-20,422
2016-01-21,432
2016-01-22,432
2016-01-23,432
2016-01-24,420
2016-01-25,420
2016-01-26,420
2016-01-27,405
2016-01-28,405
2016-01-29,405
2016-01-30,405
2016-01-31,412
2016-02-01,412
2016-02-02,412
2016-02-03,415
2016-02-04,415
2016-02-05,415
2016-02-06,408
2016-02-08,408
2016-02-09,429
2016-02-10,429
2016-02-11,429
2016-02-12,424
2016-02-13,424
2016-02-14,424
2016-02-15,430
2016-02-16,430
2016-02-17,430
2016-02-18,430
2016-02-19,441
2016-02-20,441
2016-02-21,455
2016-02-22,455
2016-02-23,455
2016-02-24,455
2016-02-25,454
2016-02-26,454
2016-02-27,454
2016-02-28,455
2016-02-29,455
2016-03-01,455
2016-03-02,455
2016-03-03,455
2016-03-04,455
2016-03-05,460
2016-03-06,460
2016-03-07,460
2016-03-08,464
2016-03-09,464
2016-03-10,446
2016-03-11,446
2016-03-12,446
2016-03-13,430
2016-03-14,430
2016-03-15,430
2016-03-16,420
2016-03-17,420
2016-03-18,420
2016-03-19,403
2016-03-20,403
2016-03-21,403
2016-03-22,396
2016-03-23,396
2016-03-24,396
2016-03-25,416
2016-03-26,416
2016-03-27,416
2016-03-28,399
2016-03-29,399
2016-03-30,399
2016-03-31,399
2016-04-01,389
2016-04-02,389
2016-04-03,389
2016-04-04,389
2016-04-05,389
2016-04-06,389
2016-04-07,389
2016-04-08,389
2016-04-09,389
2016-04-10,377
2016-04-11,377
2016-04-12,377
2016-04-13,377
2016-04-14,386
2016-04-15,386
2016-04-16,386
2016-04-17,402
2016-04-18,402
2016-04-19,402
2016-04-20,407
2016-04-21,407
2016-04-22,407
2016-04-23,407
2016-04-24,418
2016-04-25,418
2016-04-26,418
2016-04-27,428
2016-04-28,428
2016-04-29,428
2016-04-30,410
2016-05-01,410
2016-05-02,410
2016-05-03,413
2016-05-04,413
2016-05-05,413
2016-05-06,413
2016-05-07,402
2016-05-08,402
2016-05-09,402
2016-05-10,389
2016-05-11,389
2016-05-12,389
2016-05-13,377
2016-05-14,377
2016-05-15,377
2016-05-16,379
2016-05-17,379
2016-05-18,379
2016-05-19,381
2016-05-22,386
2016-05-23,386
2016-05-24,396
2016-05-25,396
2016-05-26,396
2016-05-27,401
2016-05-28,401
2016-05-29,387
2016-05-30,387
2016-05-31,387
2016-06-01,400
2016-06-02,400
2016-06-03,400
2016-06-04,389
2016-06-05,389
2016-06-06,389
2016-06-07,381
2016-06-08,381
2016-06-09,382
2016-06-10,382
2016-06-11,382
2016-06-12,380
2016-06-13,380
2016-06-14,380
2016-06-15,394
2016-06-16,394
2016-06-17,385
2016-06-18,385
2016-06-19,385
2016-06-20,399
2016-06-21,399
2016-06-22,399
2016-06-23,395
2016-06-24,395
2016-06-25,395
2016-06-26,402
2016-06-27,402
2016-06-28,402
2016-06-29,388
2016-06-30,388
2016-07-01,386
2016-07-02,386
2016-07-03,386
2016-07-04,391
2016-07-05,391
2016-07-06,391
2016-07-07,403
2016-07-08,403
2016-07-09,403
2016-07-10,410
2016-07-11,410
2016-07-12,410
2016-07-13,410
2016-07-14,410
2016-07-15,410
2016-07-16,419
2016-07-17,419
2016-07-18,419
2016-07-23,425
2016-07-24,422
2016-07-25,422
2016-07-26,422
2016-07-27,422
2016-07-28,424
2016-07-29,424
2016-07-30,424
2016-07-31,424
2016-08-01,421
2016-08-02,421
2016-08-03,421
2016-08-04,424
2016-08-05,424
2016-08-06,424
2016-08-07,424
2016-08-08,424
2016-08-09,424
2016-08-10,424
2016-08-11,424
2016-08-12,425
2016-08-13,425
2016-08-14,425
2016-08-15,425
2016-08-16,423
2016-08-17,423
2016-08-18,423
2016-08-19,423
2016-08-20,412
2016-08-21,412
2016-08-22,412
2016-08-23,402
2016-08-24,402
2016-08-25,402
2016-08-26,402
2016-08-28,399
2016-08-31,399
2016-09-01,399
2016-09-02,399
2016-09-03,399
2016-09-04,390
2016-09-05,390
2016-09-06,390
2016-09-07,390
2016-09-08,390
2016-09-09,404
2016-09-10,404
2016-09-11,404
2016-09-12,404
2016-09-13,397
2016-09-14,397
2016-09-15,397
2016-09-16,397
2016-09-17,407
2016-09-18,407
2016-09-19,407
2016-09-20,407
2016-09-21,407
2016-09-22,398
2016-09-23,398
2016-09-24,398
2016-09-25,398
2016-09-26,398
2016-09-27,393
2016-09-28,393
2016-09-29,393
2016-09-30,393
2016-10-01,390
2016-10-02,390
2016-10-03,390
2016-10-04,390
2016-10-05,390
2016-10-06,387
2016-10-07,387
2016-10-08,387
2016-10-09,387
2016-10-10,391
2016-10-11,391
2016-10-12,391
2016-10-13,391
2016-10-14,397
2016-10-15,397
2016-10-16,397
2016-10-17,397
2016-10-18,391
2016-10-19,391
2016-10-20,391
2016-10-21,391
2016-10-22,401
2016-10-23,401
2016-10-24,401
2016-10-25,401
2016-10-26,412
2016-10-27,412
2016-10-28,412
2016-10-29,412
2016-10-30,399
2016-10-31,399
2016-11-01,399
2016-11-02,392
2016-11-03,392
2016-11-04,392
2016-11-05,392
2016-11-06,412
2016-11-07,412
2016-11-08,412
2016-11-09,412
2016-11-10,407
2016-11-11,407
2016-11-12,407
2016-11-13,407
2016-11-14,408
2016-11-15,408
2016-12-07,394
2016-12-08,390
2016-12-09,390
2016-12-10,390
2016-12-11,391
2016-12-12,391
2016-12-13,391
2016-12-14,382
2016-12-15,382
2016-12-16,382
2016-12-17,387
2016-12-18,387
2016-12-19,387
2016-12-20,387
2016-12-21,382
2016-12-22,382
2016-12-23,382
2016-12-24,394
2016-12-25,394
2016-12-26,394
2016-12-27,396
2016-12-28,396
2016-12-29,396
2016-12-30,388
2016-12-31,388
2017-01-01,388
2017-01-02,396
2017-01-03,396
2017-01-04,396
2017-01-05,390
2017-01-06,390
2017-01-07,390
2017-01-08,396
2017-01-09,396
2017-01-10,396
2017-01-11,401
2017-01-12,401
