date_obj,Guthix%20platebody price
2016-04-10,42539
2016-04-11,42539
2016-04-12,42539
2016-04-13,42749
2016-04-14,42749
2016-04-15,42928
2016-04-16,42928
2016-04-17,42761
2016-04-18,42761
2016-04-19,42412
2016-04-20,42412
2016-04-21,42214
2016-04-22,42214
2016-04-23,41318
2016-04-24,41318
2016-04-25,41721
2016-04-26,41721
2016-04-27,41568
2016-04-28,41568
2016-04-29,41157
2016-04-30,41157
2016-05-01,42163
2016-05-02,42163
2016-05-03,42429
2016-05-04,42429
2016-05-05,42313
2016-05-06,42313
2016-05-07,42097
2016-05-08,42097
2016-05-09,41606
2016-05-10,41606
2016-05-11,41582
2016-05-12,41582
2016-05-13,41669
2016-05-14,41669
2016-05-15,40913
2016-05-16,40913
2016-05-17,42056
2016-05-18,42056
2016-05-19,43829
2016-05-22,44907
2016-05-23,45492
2016-05-24,45492
2016-05-25,43990
2016-05-26,43990
2016-05-27,42826
2016-05-28,42826
2016-05-29,42402
2016-05-30,42402
2016-05-31,41587
2016-06-01,40901
2016-06-02,40901
2016-06-03,41523
2016-06-04,41523
2016-06-05,41692
2016-06-06,41692
2016-06-07,41719
2016-06-08,41719
2016-06-09,42074
2016-06-10,42074
2016-06-11,42160
2016-06-12,42160
2016-06-13,41683
2016-06-14,42114
2016-06-15,42114
2016-06-16,42980
2016-06-17,43408
2016-06-18,43408
2016-06-19,43202
2016-06-20,43202
2016-06-21,42565
2016-06-22,42565
2016-06-23,41421
2016-06-24,41421
2016-06-25,41429
2016-06-26,41429
2016-06-27,40666
2016-06-28,40666
2016-06-29,40922
2016-06-30,40922
2016-07-01,41306
2016-07-02,41306
2016-07-03,41741
2016-07-04,41741
2016-07-05,42254
2016-07-06,42254
2016-07-07,42340
2016-07-08,42340
2016-07-09,42331
2016-07-10,42331
2016-07-11,42527
2016-07-12,42527
2016-07-13,43090
2016-07-14,43090
2016-07-15,43453
2016-07-16,43453
2016-07-17,42764
2016-07-18,42764
2016-07-23,41458
2016-07-24,41458
2016-07-25,40674
2016-07-26,40674
2016-07-27,40674
2016-07-28,40920
2016-07-29,40920
2016-07-30,40808
2016-07-31,40808
2016-08-01,40808
2016-08-02,41462
2016-08-03,41462
2016-08-04,41462
2016-08-05,42131
2016-08-06,42131
2016-08-07,42602
2016-08-08,42602
2016-08-09,41816
2016-08-10,41816
2016-08-11,41924
2016-08-12,41924
2016-08-13,41924
2016-08-14,42062
2016-08-15,42062
2016-08-16,42375
2016-08-17,42375
2016-08-18,42375
2016-08-19,42760
2016-08-20,42760
2016-08-21,43169
2016-08-22,43169
2016-08-23,42667
2016-08-24,42667
2016-08-25,43102
2016-08-26,43102
2016-08-28,43345
2016-08-31,44637
2016-09-01,44637
2016-09-02,44637
2016-09-03,44653
2016-09-04,44653
2016-09-05,45534
2016-09-06,45534
2016-09-07,45534
2016-09-08,45669
2016-09-09,45669
2016-09-10,45872
2016-09-11,45872
2016-09-12,45872
2016-09-13,46091
2016-09-14,46091
2016-09-15,46091
2016-09-16,46221
2016-09-17,46221
2016-09-18,45561
2016-09-19,45561
2016-09-20,45561
2016-09-21,45553
2016-09-22,45553
2016-09-23,45559
2016-09-24,45559
2016-09-25,45559
2016-09-26,45187
2016-09-27,45187
2016-09-28,44942
2016-09-29,44942
2016-09-30,44294
2016-10-01,44294
2016-10-02,44294
2016-10-03,42905
2016-10-04,42905
2016-10-05,42088
2016-10-06,42088
2016-10-07,41184
2016-10-08,40359
2016-10-09,40359
2016-10-10,40359
2016-10-11,40109
2016-10-12,40109
2016-10-13,40555
2016-10-14,40555
2016-10-15,39589
2016-10-16,39589
2016-10-17,39633
2016-10-18,39633
2016-10-19,39633
2016-10-20,40128
2016-10-21,40128
2016-10-22,40526
2016-10-23,40526
2016-10-24,40609
2016-10-25,40609
2016-10-26,40464
2016-10-27,40464
2016-10-28,40464
2016-10-29,40166
2016-10-30,40166
2016-10-31,40239
2016-11-01,40239
2016-11-02,40239
2016-11-03,41180
2016-11-04,41180
2016-11-05,41402
2016-11-06,41402
2016-11-07,41882
2016-11-08,41882
2016-11-09,42945
2016-11-10,42945
2016-11-11,42693
2016-11-12,42693
2016-11-13,42222
2016-11-14,42222
2016-11-15,42290
2016-12-07,43208
2016-12-08,43208
2016-12-09,42843
2016-12-10,42843
2016-12-11,42637
2016-12-12,42637
2016-12-13,42149
2016-12-14,42149
2016-12-15,41460
2016-12-16,41460
2016-12-17,41570
2016-12-18,41570
2016-12-19,41745
2016-12-20,41745
2016-12-21,42226
2016-12-22,42226
2016-12-23,42102
2016-12-24,42102
2016-12-25,42515
2016-12-26,42515
2016-12-27,42799
2016-12-28,42799
2016-12-29,42890
2016-12-30,42890
2016-12-31,43129
2017-01-01,43129
2017-01-02,42904
2017-01-03,42904
2017-01-04,42996
2017-01-05,42996
2017-01-06,41981
2017-01-07,41870
2017-01-08,41870
2017-01-09,41664
2017-01-10,41664
2017-01-11,41205
2017-01-12,41205
2017-01-13,40738
2017-01-14,40738
2017-01-15,40887
2017-01-16,40887
2017-01-17,41707
2017-01-18,41707
2017-01-19,41495
2017-01-20,41495
2017-01-21,41354
2017-01-22,41354
2017-01-23,41599
2017-01-27,41615
2017-01-28,41615
2017-01-29,42220
2017-01-30,42220
2017-01-31,42472
2017-02-01,41971
2017-02-02,41971
2017-02-03,41641
2017-02-04,41641
2017-02-05,41511
2017-02-06,41511
2017-02-07,41858
2017-02-08,41858
2017-02-09,42237
2017-02-10,42298
2017-02-11,42298
2017-02-12,42308
2017-02-13,42308
2017-02-14,41434
2017-02-15,41434
2017-02-16,41448
2017-02-18,41477
2017-02-19,41705
2017-02-20,41705
2017-02-21,40380
2017-02-22,40380
2017-02-23,40388
2017-02-24,40388
2017-02-25,40239
2017-02-26,40239
2017-02-27,40727
2017-02-28,40727
2017-03-01,40789
2017-03-02,40789
2017-03-03,41167
2017-03-04,41167
2017-03-05,41635
2017-03-06,42051
2017-03-07,42051
2017-03-08,42051
2017-03-09,42059
2017-03-10,42059
2017-03-11,41908
2017-03-12,41908
2017-03-13,42726
2017-03-14,42726
2017-03-15,42977
2017-03-16,42977
2017-03-17,43571
2017-03-18,43571
2017-03-19,43641
2017-03-20,43641
2017-03-21,42895
2017-03-22,42895
2017-03-23,41789
2017-03-24,41789
2017-03-25,40875
2017-03-26,40875
2017-03-27,40789
2017-03-28,40789
2017-03-29,40807
2017-03-30,40807
2017-03-31,41202
2017-04-01,41202
2017-04-02,40964
2017-04-03,41039
2017-04-04,41039
2017-04-12,41210
2017-04-13,41457
2017-04-14,41457
2017-04-15,41510
2017-04-16,41766
2017-04-17,41766
2017-04-18,41895
2017-04-19,41895
2017-04-20,41430
2017-04-21,41430
2017-04-22,41448
2017-04-23,41448
2017-04-24,41270
2017-04-25,41525
2017-04-26,41525
2017-04-27,41525
2017-04-28,41933
2017-04-29,41933
2017-04-30,42240
2017-05-01,42240
2017-05-02,43000
2017-05-03,43000
2017-05-04,43108
2017-05-05,43108
2017-05-06,42230
2017-05-07,42230
2017-05-08,41098
2017-05-09,41098
2017-05-10,40722
2017-05-11,40722
2017-05-12,41321
2017-05-13,41321
2017-05-14,40667
2017-05-15,40667
2017-05-16,40771
2017-05-17,40771
2017-05-18,40690
2017-05-19,40690
2017-05-20,40750
2017-05-21,40750
2017-05-22,41133
2017-05-23,41133
2017-05-24,40890
2017-05-25,40890
2017-05-26,40367
2017-05-27,40367
2017-05-28,39722
2017-05-29,39722
2017-05-30,39833
2017-05-31,39833
2017-06-01,40092
2017-06-02,40092
2017-06-03,40455
2017-06-04,40455
2017-06-05,40666
2017-06-06,40666
2017-06-07,40645
2017-06-08,40645
2017-06-09,40645
2017-06-10,40222
2017-06-11,40222
2017-06-12,39809
2017-06-13,39809
2017-06-14,39558
2017-06-15,39558
2017-06-16,39734
2017-06-17,39734
2017-06-18,39885
2017-06-19,39885
2017-06-20,40232
2017-06-21,40232
2017-06-22,40232
2017-06-23,39718
2017-06-24,39718
2017-06-25,39921
2017-06-26,39921
2017-06-27,39513
2017-06-28,39513
2017-06-29,39085
2017-06-30,39085
2017-07-01,39085
2017-07-02,39101
2017-07-03,39101
2017-07-04,39364
2017-07-05,39364
2017-07-06,39364
2017-07-07,39253
2017-07-08,39253
2017-07-13,39186
2017-07-14,39352
2017-07-15,39352
2017-07-16,39352
2017-07-17,39618
2017-07-18,39618
2017-07-19,40828
2017-07-20,42558
2017-07-21,42558
2017-07-22,43323
2017-07-23,43323
2017-07-24,43992
2017-07-25,43992
2017-07-26,43771
2017-07-27,43771
2017-07-28,42847
2017-07-29,42847
2017-07-30,42458
2017-07-31,42458
2017-08-01,42458
2017-08-02,42791
2017-08-03,42791
2017-08-04,41302
2017-08-05,40317
2017-08-06,40317
2017-08-09,40237
2017-08-10,40237
2017-08-11,39381
2017-08-12,39381
2017-08-13,39114
2017-08-14,39114
2017-08-15,39497
2017-08-16,39497
2017-08-17,39429
2017-08-18,39429
2017-08-19,39429
2017-08-20,39705
2017-08-21,39705
2017-08-22,40183
2017-08-23,40183
2017-08-24,40183
2017-08-25,39837
2017-08-26,39837
2017-08-27,39511
2017-08-28,39511
2017-08-29,39511
2017-08-30,39352
2017-08-31,39352
2017-09-01,39352
2017-09-02,38962
2017-09-03,38962
2017-09-04,38962
2017-09-05,39088
2017-09-06,39088
2017-09-07,38676
2017-09-08,38676
2017-09-09,38394
2017-09-10,38394
2017-09-11,38782
2017-09-12,38782
2017-09-13,39117
2017-09-14,39117
2017-09-15,39117
2017-09-16,39410
2017-09-17,39410
2017-09-18,39430
2017-09-19,39430
2017-09-20,39165
2017-09-21,39165
2017-09-22,39856
2017-09-23,39856
2017-09-24,39856
2017-09-25,40377
2017-09-26,40377
2017-09-27,40377
2017-09-28,40177
2017-09-29,40177
2017-09-30,40779
2017-10-01,40779
2017-10-02,40462
2017-10-03,40462
2017-10-04,40462
2017-10-05,41504
2017-10-06,41504
2017-10-07,41616
2017-10-08,41616
2017-10-09,41453
2017-10-10,41453
2017-10-11,41441
2017-10-12,41441
2017-10-13,41848
2017-10-14,41848
2017-10-15,41470
2017-10-16,41470
2017-10-17,40549
2017-10-18,40549
2017-10-19,39765
2017-10-20,39765
2017-10-21,39190
2017-10-22,39190
2017-10-23,39416
2017-10-24,39416
2017-10-25,39065
2017-10-26,39065
2017-10-27,39065
2017-10-28,38549
2017-10-29,38549
2017-10-30,38965
2017-10-31,38965
2017-11-01,39470
2017-11-02,39470
2017-11-03,39358
2017-11-04,41031
2017-11-05,41031
2017-11-06,41933
2017-11-07,41933
2017-11-08,41933
2017-11-09,42773
2017-11-10,42773
2017-11-11,42599
2017-11-12,42599
2017-11-13,42488
2017-11-14,42488
2017-11-15,41150
2017-11-16,41150
2017-11-17,40438
2017-11-18,40438
2017-11-19,39530
2017-11-20,39530
2017-11-21,39066
2017-11-22,39066
2017-11-23,38519
2017-11-24,38519
2017-11-25,38728
2017-11-26,38728
2017-11-27,38728
2017-11-28,38545
2017-11-29,38545
2017-11-30,38545
2017-12-01,38803
2017-12-02,38803
2017-12-03,39211
2017-12-04,39211
2017-12-05,39442
2017-12-06,39442
2017-12-07,39991
2017-12-08,39991
2017-12-09,40094
2017-12-10,40094
2017-12-11,40830
2017-12-12,40830
2017-12-13,41333
2017-12-14,41333
2017-12-15,41180
2017-12-16,41180
2017-12-17,41180
2017-12-18,40712
2017-12-19,40712
2017-12-20,40457
2017-12-21,40457
2017-12-22,40455
2017-12-23,40455
2017-12-24,40365
2017-12-25,40365
2017-12-26,40039
2017-12-27,40039
2017-12-28,39923
2017-12-29,39923
2017-12-30,40322
2017-12-31,40322
2018-01-01,40685
2018-01-02,40685
2018-01-03,40240
2018-01-04,40240
2018-01-05,40161
2018-01-06,40161
2018-01-07,40479
2018-01-08,40479
2018-01-09,40288
2018-01-10,40288
2018-01-11,40440
2018-01-12,40440
2018-01-13,40632
2018-01-14,40632
2018-01-15,40758
2018-01-16,40758
2018-01-17,40156
2018-01-18,40156
2018-01-19,39739
2018-01-20,39739
2018-01-21,39050
2018-01-22,39050
2018-01-23,38369
2018-01-25,38888
2018-01-26,38888
2018-01-27,39120
2018-01-28,39252
2018-01-29,39153
2018-01-30,39225
2018-01-31,39312
2018-02-01,39312
2018-02-02,39238
2018-02-03,39183
2018-02-04,39026
2018-02-05,39026
2018-02-06,39467
2018-02-07,39759
2018-02-08,39759
2018-02-09,39821
2018-02-10,39821
2018-02-11,39802
2018-02-12,40194
2018-02-13,40194
2018-02-14,40254
2018-02-15,40554
2018-02-16,40187
2018-02-17,39895
2018-02-18,40090
2018-02-19,40608
2018-02-20,40608
2018-02-21,40611
2018-02-22,40611
2018-02-23,40311
2018-02-24,40311
2018-02-25,40401
2018-02-26,41101
2018-02-27,41418
2018-02-28,41418
2018-03-01,41235
2018-03-02,41200
2018-03-03,40808
2018-03-04,40808
2018-03-05,40224
2018-03-06,40720
2018-03-07,40435
2018-03-08,40435
2018-03-09,40425
2018-03-10,40425
2018-03-11,40071
2018-03-12,40202
2018-03-13,40818
2018-03-14,40767
2018-03-15,40815
2018-03-16,40815
2018-03-17,40353
2018-03-18,40537
2018-03-19,40537
2018-03-20,39829
2018-03-21,39444
2018-03-23,39167
2018-03-24,39193
2018-03-25,38875
2018-03-26,38675
2018-03-27,39030
2018-03-28,39030
2018-03-29,39194
2018-03-30,38813
2018-03-31,38657
2018-04-01,38838
2018-04-02,38921
2018-04-03,38943
2018-04-04,38771
2018-04-05,38771
2018-04-06,38725
2018-04-07,38725
2018-04-08,38739
2018-04-09,39383
2018-04-10,39304
2018-04-11,39040
2018-04-12,39865
2018-04-13,39865
2018-04-14,39014
2018-04-15,39136
2018-04-16,39136
2018-04-17,39354
2018-04-18,39354
2018-04-19,39793
2018-04-20,40139
2018-04-21,39796
2018-04-22,39796
2018-04-23,39499
2018-04-24,39395
2018-04-25,39583
2018-04-26,39583
2018-04-27,39177
2018-04-28,39397
2018-04-29,38979
2018-04-30,39333
2018-05-01,39349
2018-05-03,39625
2018-05-04,39625
2018-05-05,39608
2018-05-06,39608
2018-05-07,39714
2018-05-08,39714
2018-05-09,40078
2018-05-10,40053
2018-05-11,39605
2018-05-12,40306
2018-05-13,40306
2018-05-14,40343
2018-05-15,40343
2018-05-16,40842
2018-05-17,41672
2018-05-18,41278
2018-05-19,41326
2018-05-20,41232
2018-05-21,41062
2018-05-22,41062
2018-05-23,40171
2018-05-24,39062
2018-05-25,39425
2018-05-26,39150
2018-05-27,39150
2018-05-28,39241
2018-05-29,39682
2018-05-30,39682
2018-05-31,39342
2018-06-01,40539
2018-06-02,39621
2018-06-03,39621
2018-06-04,39493
2018-06-05,39972
2018-06-06,40255
2018-06-07,40255
2018-06-08,40152
2018-06-09,40152
2018-06-10,39928
2018-06-11,39928
2018-06-12,40117
2018-06-13,40488
2018-06-14,40349
2018-06-15,40349
2018-06-16,40857
2018-06-17,40482
2018-06-18,40953
2018-06-19,41082
2018-06-20,41082
2018-06-21,41310
2018-06-22,41924
2018-06-23,41924
2018-06-24,41301
2018-06-25,41672
2018-06-26,41597
2018-06-27,41597
2018-06-28,41400
2018-06-29,41828
2018-06-30,41640
2018-07-01,41161
2018-07-02,41161
2018-07-03,41032
2018-07-04,40714
2018-07-05,40714
2018-07-06,40879
2018-07-07,40920
2018-07-08,40048
2018-07-09,40387
2018-07-10,40848
2018-07-11,41233
2018-07-12,40160
2018-07-13,39811
2018-07-14,39868
2018-07-15,39868
2018-07-16,40161
2018-07-17,40483
2018-07-18,40483
2018-07-19,40518
2018-07-20,40518
2018-07-21,40339
2018-07-22,40260
2018-07-23,40724
2018-07-24,40724
2018-07-25,40697
2018-07-26,40081
2018-07-27,39912
2018-07-28,39912
2018-07-29,40899
2018-07-30,41909
2018-07-31,42363
2018-08-01,42363
2018-08-02,42490
2018-08-03,42703
2018-08-04,43002
2018-08-05,42637
2018-08-06,42695
2018-08-07,42695
2018-08-08,42850
2018-08-09,42850
2018-08-10,42911
2018-08-11,43381
2018-08-12,43080
2018-08-14,42419
2018-08-16,41889
2018-08-17,41486
2018-08-18,41486
2018-08-19,41239
2018-08-20,41110
2018-08-21,41110
2018-08-22,41608
2018-08-23,42131
2018-08-24,41987
2018-08-25,42178
2018-08-26,42178
2018-08-27,42303
2018-08-28,42286
2018-08-29,41866
2018-08-30,41277
2018-08-31,41680
2018-09-01,41652
2018-09-02,41652
2018-09-03,41238
2018-09-04,40876
2018-09-05,40625
2018-09-06,40625
2018-09-07,40594
2018-09-08,40314
2018-09-09,40541
2018-09-10,41593
2018-09-11,41593
2018-09-12,41333
2018-09-13,41388
2018-09-14,41666
2018-09-15,42433
2018-09-16,42433
2018-09-17,43003
2018-09-18,44306
2018-09-19,44306
2018-09-20,44197
2018-09-21,44415
2018-09-22,44153
2018-09-23,44290
2018-09-24,44734
2018-09-25,44734
2018-09-26,44955
2018-09-27,44955
2018-09-28,44811
2018-09-29,44783
2018-09-30,43964
2018-10-01,43622
2018-10-02,44097
2018-10-03,44421
2018-10-04,44421
2018-10-05,44013
2018-10-06,44620
2018-10-07,44620
2018-10-08,43592
2018-10-09,42701
2018-10-10,42203
2018-10-11,42087
2018-10-12,42087
2018-10-13,41614
2018-10-14,41405
2018-10-15,41254
2018-10-16,42098
2018-10-17,41886
2018-10-18,41592
2018-10-19,41179
2018-10-20,41179
2018-10-21,41069
2018-10-22,40335
2018-10-23,40335
2018-10-24,40148
2018-10-25,39308
2018-10-26,39050
2018-10-27,38743
2018-10-28,39402
2018-10-29,39402
2018-10-30,39891
2018-10-31,40865
2018-11-01,42553
2018-11-03,45396
2018-11-04,47253
2018-11-05,49593
2018-11-06,52073
2018-11-07,54677
2018-11-08,57411
2018-11-09,60282
2018-11-10,63270
2018-11-11,66434
2018-11-12,69756
2018-11-13,73244
2018-11-14,76907
2018-11-15,80753
2018-11-16,84766
2018-11-17,89005
2018-11-18,93456
2018-11-19,98129
2018-11-20,103036
2018-11-21,108188
2018-11-22,113598
2018-11-23,119128
2018-11-24,124745
2018-11-25,130891
2018-11-26,135159
2018-11-27,136952
2018-11-28,131174
2018-11-29,127385
2018-12-01,118288
2018-12-02,118571
2018-12-03,114415
2018-12-04,109366
2018-12-05,104369
2018-12-07,94492
2018-12-09,87688
2018-12-10,84425
2018-12-11,82140
2018-12-12,81093
2018-12-13,80629
2018-12-14,81291
2018-12-15,82926
2018-12-16,83085
2018-12-17,82345
2018-12-18,84551
2018-12-19,84822
2018-12-20,83069
2018-12-21,81058
2018-12-22,79168
2018-12-23,78141
2018-12-24,77840
2018-12-25,75749
2018-12-26,74076
2018-12-27,73062
2018-12-28,72583
2018-12-29,71719
2018-12-30,71667
2018-12-31,69810
2019-01-01,67417
2019-01-02,64865
2019-01-03,62052
2019-01-04,59928
2019-01-05,58416
2019-01-06,56478
2019-01-08,53670
2019-01-10,50830
2019-01-11,48800
2019-01-12,46786
2019-01-13,45378
2019-01-14,45105
2019-01-15,44006
2019-01-16,43521
2019-01-17,42867
2019-01-18,42660
2019-01-19,43084
2019-01-20,43725
2019-01-21,44731
2019-01-22,45584
2019-01-23,46418
2019-01-24,47328
2019-01-25,48501
2019-01-26,48940
2019-01-28,47551
2019-01-29,47254
2019-01-30,46898
2019-01-31,47100
2019-02-01,46398
2019-02-02,46587
2019-02-03,46919
2019-02-04,48177
2019-02-05,48793
2019-02-06,49266
2019-02-07,49164
2019-02-08,48923
2019-02-09,48502
2019-02-10,48717
2019-02-11,48112
2019-02-12,48264
2019-02-13,48009
2019-02-14,48009
2019-02-15,47617
2019-02-16,46056
2019-02-17,44722
2019-02-18,43999
2019-02-19,43661
2019-02-20,43289
2019-02-21,43229
2019-02-22,43494
2019-02-23,44023
2019-02-24,44554
2019-02-25,44839
2019-02-26,45213
2019-02-27,45235
2019-02-28,44193
2019-03-01,44209
2019-03-02,44147
2019-03-03,44734
2019-03-04,44556
2019-03-05,44026
2019-03-06,44550
2019-03-07,45162
2019-03-08,45162
2019-03-09,45909
2019-03-10,45793
2019-03-11,44835
2019-03-12,44261
2019-03-13,44261
2019-03-14,43985
2019-03-15,44255
2019-03-16,43667
2019-03-17,43430
2019-03-18,43430
2019-03-19,43570
2019-03-20,43623
2019-03-21,43750
2019-03-22,43750
2019-03-23,43132
2019-03-24,41398
2019-03-25,40539
2019-03-26,39331
