date_obj,Berserker%20ring price
2018-11-11,4408760
2018-11-12,4430094
2018-11-13,4395133
2018-11-15,4261973
2018-11-16,4222392
2018-11-17,4224304
2018-11-18,4235594
2018-11-19,4223875
2018-11-20,4240298
2018-11-21,4243834
2018-11-22,4223630
2018-11-23,4173572
2018-11-24,4144523
2018-11-25,4125554
2018-11-26,4116067
2018-11-27,4100560
2018-11-28,4132409
2018-11-29,4110289
2018-12-01,4179720
2018-12-02,4173907
2018-12-03,4163404
2018-12-04,4140719
2018-12-05,4108537
2018-12-07,4059601
2018-12-09,4048819
2018-12-10,4037571
2018-12-11,4039314
2018-12-12,4037762
2018-12-13,4080344
2018-12-14,4147550
2018-12-15,4167368
2018-12-16,4205379
2018-12-17,4216107
2018-12-18,4251005
2018-12-19,4263963
2018-12-20,4258799
2018-12-21,4254903
2018-12-22,4241921
2018-12-23,4247953
2018-12-24,4282416
2018-12-25,4387888
2018-12-26,4392713
2018-12-27,4453854
2018-12-28,4438342
2018-12-29,4487837
2018-12-30,4475024
2018-12-31,4412954
2019-01-01,4362114
2019-01-02,4315830
2019-01-03,4263441
2019-01-04,4224473
2019-01-05,4209986
2019-01-06,4177758
2019-01-08,4077537
2019-01-10,3830945
2019-01-11,3770648
2019-01-12,3719440
2019-01-13,3665247
2019-01-14,3667019
2019-01-15,3704465
2019-01-16,3849714
2019-01-17,3938882
2019-01-18,3984927
2019-01-19,3974331
2019-01-20,4037261
2019-01-21,4011857
2019-01-22,4000339
2019-01-23,3996083
2019-01-24,4009514
2019-01-25,4025851
2019-01-26,4088790
2019-01-27,4177489
2019-01-28,4153123
2019-01-29,4128704
2019-01-30,4088456
2019-01-31,4081678
2019-02-01,4061933
2019-02-02,4054882
2019-02-03,4051131
2019-02-04,4042494
2019-02-05,4018521
2019-02-06,3983125
2019-02-07,3942216
2019-02-08,3940630
2019-02-09,3930306
2019-02-10,3950142
2019-02-11,3917731
2019-02-12,3903084
2019-02-13,3882319
2019-02-14,3871759
2019-02-15,3873904
2019-02-16,3933756
2019-02-17,3932117
2019-02-18,3931339
2019-02-19,3974288
2019-02-20,3952611
2019-02-21,3937412
2019-02-22,3919711
2019-02-23,3914506
2019-02-24,3901729
2019-02-25,3887154
2019-02-26,3877322
2019-02-27,3874647
2019-02-28,3843358
2019-03-01,3834631
2019-03-02,3830449
2019-03-03,3819449
2019-03-04,3801743
2019-03-05,3797585
2019-03-06,3787952
2019-03-07,3802384
2019-03-08,3800523
2019-03-09,3800076
2019-03-10,3800787
2019-03-11,3802649
2019-03-12,3790631
2019-03-13,3785585
2019-03-14,3775356
2019-03-15,3769192
2019-03-16,3753877
2019-03-17,3734079
2019-03-18,3717904
2019-03-19,3701048
2019-03-20,3691356
2019-03-21,3693596
2019-03-22,3710363
2019-03-23,3709800
2019-03-24,3695183
2019-03-25,3675460
2019-03-26,3649472
2019-03-27,3626574
2019-03-28,3605221
2019-03-29,3586585
2019-03-30,3580591
2019-03-31,3578115
2019-04-01,3566866
2019-04-02,3562728
2019-04-03,3587317
2019-04-04,3575293
2019-04-05,3567808
2019-04-06,3592629
2019-04-07,3599287
2019-04-08,3635773
2019-04-09,3634619
2019-04-10,3661472
2019-04-11,3708127
2019-04-12,3700735
2019-04-13,3728669
2019-04-14,3718537
2019-04-15,3697383
2019-04-16,3661178
2019-04-17,3615752
2019-04-18,3564494
2019-04-19,3563636
2019-04-20,3531638
2019-04-21,3520510
2019-04-22,3493832
2019-04-23,3487478
2019-04-24,3474669
2019-04-25,3445110
2019-04-26,3439111
2019-04-27,3433904
2019-04-28,3433342
2019-04-29,3429695
2019-04-30,3422807
2019-05-01,3430462
2019-05-02,3453747
2019-05-03,3459778
2019-05-04,3442958
2019-05-05,3430956
2019-05-06,3422700
2019-05-07,3411314
2019-05-08,3367590
2019-05-09,3306792
2019-05-10,3214186
2019-05-11,3174361
2019-05-12,3166254
2019-05-13,3213918
2019-05-14,3203856
2019-05-15,3191441
2019-05-16,3175811
2019-05-17,3149522
2019-05-18,3137262
2019-05-19,3119200
2019-05-20,3109572
2019-05-21,3085987
2019-05-22,3073112
2019-05-23,3056219
2019-05-24,3054727
2019-05-25,3036972
2019-05-26,3102848
2019-05-27,3148216
2019-05-28,3185773
2019-05-29,3240812
2019-05-30,3249311
2019-05-31,3402726
2019-06-01,3397134
2019-06-02,3404138
2019-06-03,3372592
2019-06-04,3365634
2019-06-05,3382590
2019-06-06,3450886
2019-06-07,3398617
2019-06-08,3403874
2019-06-09,3402389
2019-06-10,3387315
2019-06-11,3361336
2019-06-12,3340235
2019-06-13,3331764
2019-06-14,3326488
2019-06-15,3329448
2019-06-16,3350487
2019-06-17,3335919
2019-06-18,3321447
2019-06-19,3299776
2019-06-20,3251147
2019-06-21,3216665
2019-06-22,3195788
2019-06-23,3104758
2019-06-24,2975535
2019-06-25,2952994
2019-06-26,2994110
2019-06-27,3125113
2019-06-28,3197769
2019-06-29,3282610
2019-06-30,3424375
2019-07-01,3526544
2019-07-02,3564864
2019-07-03,3522852
2019-07-04,3346729
2019-07-05,3209160
2019-07-06,3142550
2019-07-07,3134047
2019-07-08,3126926
2019-07-09,3132239
2019-07-10,3190084
2019-07-11,3210856
2019-07-12,3150076
2019-07-13,3121151
2019-07-14,3094969
2019-07-15,3067582
2019-07-16,3022266
2019-07-17,3009708
2019-07-18,2992589
2019-07-19,2984128
2019-07-20,2982602
2019-07-21,3021666
2019-07-22,2989926
2019-07-23,2991056
2019-07-24,2980714
2019-07-25,2928737
2019-07-26,2916304
2019-07-27,2946298
2019-07-28,2956929
2019-07-29,2940590
2019-07-30,2987445
2019-07-31,3002337
2019-08-01,3018487
2019-08-02,2997250
2019-08-03,3024709
2019-08-04,3013359
2019-08-05,3009719
2019-08-06,3028829
2019-08-07,3059325
2019-08-08,3063213
2019-08-09,3044200
2019-08-10,3047597
2019-08-11,3077223
2019-08-12,3060410
2019-08-13,3042579
2019-08-14,3034454
2019-08-15,3004025
2019-08-16,2976543
2019-08-17,2912141
2019-08-18,2925669
2019-08-19,2908708
2019-08-20,2904346
2019-08-21,2889809
2019-08-22,2894609
2019-08-23,2907507
2019-08-24,2927555
2019-08-24,2927555
2019-08-25,2926110
2019-08-25,2926110
2019-08-26,2899362
2019-08-27,2870487
2019-08-27,2870487
2019-08-28,2818146
2019-08-29,2814840
2019-08-30,2789953
2019-08-31,2791774
2019-09-01,2797269
2019-09-02,2795666
2019-09-03,2795756
2019-09-04,2822156
2019-09-05,2853211
2019-09-06,2877086
2019-09-07,2885389
2019-09-08,2892408
2019-09-09,2875897
2019-09-10,2860030
2019-09-11,2832024
2019-09-12,2766455
2019-09-13,2752696
2019-09-14,2744811
2019-09-15,2749197
2019-09-16,2734075
2019-09-17,2728391
2019-09-18,2689353
2019-09-19,2680121
2019-09-20,2657896
2019-09-21,2635900
2019-09-22,2622430
2019-09-23,2607491
2019-09-24,2603661
2019-09-25,2585677
2019-09-26,2578726
2019-09-27,2579111
2019-09-28,2574953
2019-09-29,2568722
2019-09-30,2555070
2019-10-01,2583864
2019-10-02,2618210
2019-10-03,2660230
2019-10-04,2708327
2019-10-05,2738081
2019-10-06,2753752
2019-10-07,2703383
2019-10-08,2662558
2019-10-09,2610015
2019-10-10,2579634
2019-10-11,2554063
2019-10-12,2542136
2019-10-13,2530829
2019-10-14,2507459
2019-10-15,2495040
2019-10-16,2468351
2019-10-17,2458371
2019-10-18,2442743
2019-10-19,2421477
2019-10-20,2423530
2019-10-21,2410338
2019-10-22,2394098
2019-10-23,2375460
2019-10-24,2361994
2019-10-25,2370793
2019-10-26,2371581
2019-10-27,2383043
2019-10-28,2384759
2019-10-29,2389653
2019-10-30,2413024
2019-10-31,2421434
2019-11-01,2433401
2019-11-02,2452687
2019-11-03,2469462
2019-11-04,2447631
2019-11-05,2443335
2019-11-06,2443314
2019-11-07,2468135
2019-11-08,2488091
2019-11-09,2557882
2019-11-10,2613367
2019-11-11,2638769
2019-11-12,2625189
2019-11-13,2609070
2019-11-14,2592218
2019-11-15,2585305
2019-11-16,2586138
2019-11-17,2620557
2019-11-18,2612289
2019-11-19,2635659
2019-11-20,2624083
2019-11-21,2622929
2019-11-22,2596004
2019-11-23,2586959
2019-11-24,2579488
2019-11-25,2580667
2019-11-26,2558893
2019-11-27,2570156
2019-11-28,2566117
2019-11-29,2566504
2019-11-30,2613894
2019-12-01,2635457
2019-12-02,2727945
2019-12-03,2704987
2019-12-04,2687807
2019-12-05,2683362
2019-12-06,2651841
2019-12-07,2660393
2019-12-08,2669687
2019-12-09,2660064
2019-12-10,2634538
2019-12-11,2610482
2019-12-12,2594365
2019-12-13,2583086
2019-12-14,2587428
2019-12-15,2576448
2019-12-16,2582370
2019-12-17,2562765
2019-12-18,2543859
2019-12-19,2532406
2019-12-20,2559699
2019-12-21,2557740
2019-12-22,2559365
2019-12-23,2536260
2019-12-24,2569941
2019-12-25,2636352
2019-12-26,2765099
2019-12-27,2821670
2019-12-28,2886717
2019-12-29,2921497
2019-12-30,2888523
2019-12-31,2862805
2020-01-01,2847815
2020-01-02,2844164
2020-01-03,2866517
2020-01-04,2903489
2020-01-05,2918699
2020-01-06,2896128
2020-01-07,2866130
2020-01-08,2862707
2020-01-09,2862297
2020-01-10,2859725
2020-01-11,2881055
2020-01-12,2868729
2020-01-13,2864630
2020-01-14,2856107
2020-01-15,2854445
2020-01-16,2874128
2020-01-17,2895190
2020-01-18,2947793
2020-01-19,2879928
2020-01-20,2847763
2020-01-21,2831411
2020-01-22,2803643
2020-01-23,2793715
2020-01-24,2770856
2020-01-25,2741120
2020-01-26,2706072
2020-01-27,2674846
2020-01-28,2667414
2020-01-29,2649981
2020-01-30,2647186
2020-01-31,2626619
2020-02-01,2665095
2020-02-02,2650492
2020-02-03,2632121
2020-02-04,2603987
2020-02-05,2612377
2020-02-06,2677630
2020-02-07,2655263
2020-02-08,2647641
2020-02-09,2612613
2020-02-10,2566341
2020-02-11,2504579
2020-02-12,2443848
2020-02-13,2378011
2020-02-14,2350910
2020-02-15,2332356
2020-02-16,2320774
2020-02-17,2262552
2020-02-18,2203712
2020-02-19,2194668
2020-02-20,2240939
2020-02-21,2230507
2020-02-22,2221730
2020-02-23,2250224
2020-02-24,2288836
2020-02-25,2332113
2020-02-26,2340754
2020-02-27,2359949
2020-02-28,2396372
2020-02-29,2394663
2020-03-01,2417795
2020-03-02,2381464
2020-03-03,2358573
2020-03-04,2356877
2020-03-05,2343472
2020-03-06,2319740
2020-03-07,2320885
2020-03-08,2341935
2020-03-09,2332397
2020-03-10,2342913
2020-03-11,2337948
2020-03-12,2337452
2020-03-13,2381942
2020-03-14,2390002
2020-03-15,2403743
2020-03-16,2421881
2020-03-17,2450359
2020-03-18,2497783
2020-03-19,2525404
2020-03-20,2608863
2020-03-21,2660160
2020-03-22,2735724
2020-03-23,2804443
2020-03-24,2902713
2020-03-25,3003883
2020-03-26,3070327
2020-03-27,3069570
2020-03-28,3028715
2020-03-29,2975465
2020-03-30,2950554
2020-03-31,2950166
2020-04-01,2978576
2020-04-02,3003105
2020-04-03,2984123
2020-04-04,2965194
2020-04-05,2943803
2020-04-06,2931109
2020-04-07,2948031
2020-04-08,3012171
2020-04-09,3007412
2020-04-10,2998806
2020-04-11,2992735
2020-04-12,2988112
2020-04-13,2957588
2020-04-14,2953463
2020-04-15,2972505
2020-04-16,3034021
2020-04-17,3011972
2020-04-18,2988474
2020-04-19,2971199
2020-04-20,2963644
2020-04-21,2955546
2020-04-22,2931778
2020-04-23,2925313
2020-04-24,2916650
2020-04-25,2915176
2020-04-26,2898073
2020-04-27,2898819
2020-04-28,2912660
2020-04-29,2933045
2020-04-30,2988503
2020-05-01,2975231
2020-05-02,2977549
2020-05-03,2966405
2020-05-04,2958954
2020-05-05,2953412
2020-05-06,2954252
2020-05-07,2948073
2020-05-08,2933662
2020-05-09,2919945
2020-05-10,2920559
2020-05-11,2927774
2020-05-12,2946337
2020-05-13,2942970
