date_obj,Fury%20ornament%20kit price
2015-09-06,10828768
2015-09-07,10883574
2015-09-08,10908214
2015-09-09,10838849
2015-09-10,10717736
2015-09-11,10667042
2015-09-12,10635503
2015-09-13,10473676
2015-09-14,10481882
2015-09-15,10295320
2015-09-16,10208060
2015-09-17,10501154
2015-09-18,10823142
2015-09-19,10943199
2015-09-20,11216950
2015-09-21,11243190
2015-09-22,11275071
2015-09-23,11225884
2015-09-24,10901922
2015-09-25,10640379
2015-09-27,10312708
2015-09-28,9871213
2015-09-29,9790942
2015-09-30,9867312
2015-10-05,10780541
2015-10-06,10713955
2015-10-07,10626979
2015-10-08,10731469
2015-10-09,10681181
2015-10-10,10691271
2015-10-11,10419258
2015-10-12,10106075
2015-10-13,10142755
2015-10-14,10205052
2015-10-15,10216757
2015-10-16,10589094
2015-10-17,10643041
2015-10-18,10704461
2015-10-19,10687486
2015-10-20,10861086
2015-10-22,11119957
2015-10-23,11103786
2015-10-24,11135565
2015-10-25,11058128
2015-10-26,11125195
2015-10-27,11210925
2015-10-29,11129701
2015-10-30,11107958
2015-10-31,11144562
2015-11-01,11225266
2015-11-02,11197654
2015-11-03,11063961
2015-11-04,10955857
2015-11-05,10790945
2015-11-06,10684258
2015-11-07,10583031
2015-11-08,10629506
2015-11-09,10770666
2015-11-10,10991934
2015-11-11,11097370
2015-11-12,11110948
2015-11-13,11174793
2015-11-14,11229619
2015-11-15,11355866
2015-11-16,11477957
2015-11-17,11606078
2015-11-18,11814572
2015-11-19,12026816
2015-11-20,12169286
2015-11-21,12491015
2015-11-22,12877283
2015-11-23,12719664
2015-11-24,12554642
2015-11-25,12743695
2015-11-26,12878011
2015-11-27,13048920
2015-11-28,12861132
2015-11-29,12684016
2015-11-30,12381505
2015-12-01,12268547
2015-12-02,12177348
2015-12-03,12161167
2015-12-04,12127094
2015-12-05,12044201
2015-12-06,12099546
2015-12-07,12173564
2015-12-08,12321880
2015-12-09,12399307
2015-12-10,12490456
2015-12-11,12915045
2015-12-12,13255420
2015-12-13,13702682
2015-12-14,14023112
2015-12-15,14633937
2015-12-16,15299922
2015-12-17,15998736
2015-12-18,15879327
2015-12-19,15142951
2015-12-20,14548011
2015-12-21,13827640
2015-12-22,13425995
2015-12-23,13591470
2015-12-24,13366958
2015-12-25,12814420
2015-12-26,12895576
2015-12-27,12556822
2015-12-28,12297473
2015-12-29,12127484
2015-12-30,12351031
2015-12-31,12677896
2016-01-01,12887591
2016-01-02,13011294
2016-01-03,13012948
2016-01-04,12760911
2016-01-05,12577716
2016-01-06,12435047
2016-01-07,12380264
2016-01-08,12486154
2016-01-09,12479675
2016-01-10,12479612
2016-01-11,12434978
2016-01-12,12542591
2016-01-13,12674873
2016-01-14,12990852
2016-01-15,13285165
2016-01-16,13381179
2016-01-17,13474220
2016-01-18,13324313
2016-01-19,12915755
2016-01-20,12675849
2016-01-21,12624200
2016-01-22,12630855
2016-01-23,12498260
2016-01-24,12487146
2016-01-25,12635953
2016-01-26,12714623
2016-01-27,12753667
2016-01-28,12734605
2016-01-29,12662758
2016-01-30,12680956
2016-01-31,12674431
2016-02-01,12621572
2016-02-02,12534830
2016-02-03,12502208
2016-02-04,12525935
2016-02-05,12496011
2016-02-06,12506911
2016-02-07,12494321
2016-02-08,12522489
2016-02-09,12479597
2016-02-10,12440923
2016-02-11,12416689
2016-02-12,12401731
2016-02-13,12513829
2016-02-14,12512251
2016-02-15,12485261
2016-02-16,12336435
2016-02-17,12345650
2016-02-18,12304933
2016-02-19,12199818
2016-02-20,12095561
2016-02-21,11900101
2016-02-22,11800277
2016-02-23,11373130
2016-02-24,10808273
2016-02-25,10710421
2016-02-26,10807542
2016-02-27,11026217
2016-02-28,11180421
2016-02-29,11281454
2016-03-01,11274714
2016-03-02,11254300
2016-03-03,10971783
2016-03-04,10874236
2016-03-05,10669329
2016-03-06,10665358
2016-03-07,10763661
2016-03-08,10738457
2016-03-09,10734443
2016-03-10,10864707
2016-03-11,11032394
2016-03-12,11083756
2016-03-13,11126657
2016-03-14,11163331
2016-03-15,11235309
2016-03-16,11304695
2016-03-17,11349181
2016-03-18,11162759
2016-03-19,11041654
2016-03-20,10976422
2016-03-21,10907292
2016-03-22,10845540
2016-03-23,10898454
2016-03-24,10893971
2016-03-25,10894620
2016-03-26,10873713
2016-03-27,10809216
2016-03-28,10647443
2016-03-29,10317803
2016-03-30,10390068
2016-03-31,10241510
2016-04-01,10125662
2016-04-02,10047504
2016-04-03,10163001
2016-04-04,10308829
2016-04-05,10256589
2016-04-06,10165276
2016-04-07,10043692
2016-04-08,9882206
2016-04-09,9895620
2016-04-10,9951785
2016-04-11,10169673
2016-04-12,10117554
2016-04-13,10415887
2016-04-14,10560686
2016-04-15,10414441
2016-04-16,10255658
2016-04-17,10042067
2016-04-18,10050415
2016-04-19,10101494
2016-04-20,9996806
2016-04-21,9499998
2016-04-22,9277354
2016-04-23,8984329
2016-04-24,8710038
2016-04-25,8884999
2016-04-26,8964485
2016-04-27,9092210
2016-04-28,9108569
2016-04-29,8979365
2016-04-30,8838107
2016-05-01,8402057
2016-05-02,7993740
2016-05-03,7831964
2016-05-04,7443324
2016-05-05,7072106
2016-05-06,6724212
2016-05-07,6400062
2016-05-08,6085506
2016-05-09,5781230
2016-05-10,5657333
2016-05-11,5937936
2016-05-12,6227226
2016-05-13,6515890
2016-05-14,6673330
2016-05-15,6368539
2016-05-16,6064482
2016-05-17,5783658
2016-05-18,5667711
2016-05-19,5450801
2016-05-22,4871934
2016-05-23,4651033
2016-05-24,4703856
2016-05-25,4938726
2016-05-26,5015747
2016-05-27,5115609
2016-05-28,5113542
2016-05-29,4997363
2016-05-30,4786224
2016-05-31,4664533
2016-06-01,4691314
2016-06-02,4610973
2016-06-03,4620345
2016-06-04,4485427
2016-06-05,4499623
2016-06-06,4338546
2016-06-07,4129199
2016-06-08,3960299
2016-06-09,3860485
2016-06-10,3855368
2016-06-11,3846320
2016-06-12,3955569
2016-06-13,4044611
2016-06-14,4232107
2016-06-15,4376770
2016-06-16,4436304
2016-06-17,4379602
2016-06-18,4298089
2016-06-19,4205521
2016-06-20,4030349
2016-06-21,3861731
2016-06-22,3789566
2016-06-23,3953233
2016-06-24,4025351
2016-06-25,4053251
2016-06-26,4170425
2016-06-27,4175658
2016-06-28,4364726
2016-06-29,4406168
2016-06-30,4219348
2016-07-01,4169076
2016-07-02,4246789
2016-07-03,4145321
2016-07-04,4105661
2016-07-05,3999354
2016-07-06,3819442
2016-07-07,3686608
2016-07-08,3730891
2016-07-09,3906983
2016-07-10,4081112
2016-07-11,4197990
2016-07-12,4015605
2016-07-13,3879674
2016-07-14,3947018
2016-07-15,4077819
2016-07-16,4140992
2016-07-17,4177558
2016-07-18,4129654
2016-07-23,4123584
2016-07-24,4220746
2016-07-25,4299659
2016-07-26,4412760
2016-07-27,4616490
2016-07-28,4748384
2016-07-29,4553348
2016-07-30,4419902
2016-07-31,4210335
2016-08-01,4021748
2016-08-02,3835134
2016-08-03,3692687
2016-08-04,3773831
2016-08-05,3615050
2016-08-06,3675411
2016-08-07,3638067
2016-08-08,3604219
2016-08-09,3607386
2016-08-10,3534209
2016-08-11,3616987
2016-08-12,3622236
2016-08-13,3608003
2016-08-14,3785469
2016-08-15,3950194
2016-08-16,4125155
2016-08-17,4154377
2016-08-18,4292138
2016-08-19,4385149
2016-08-20,4272987
2016-08-21,4106623
2016-08-22,3904584
2016-08-23,3715388
2016-08-24,3587674
2016-08-25,3484449
2016-08-26,3484223
2016-08-28,3554050
2016-08-31,3409063
2016-09-01,3517828
2016-09-02,3580306
2016-09-03,3616405
2016-09-04,3724800
2016-09-05,3624485
2016-09-06,3552070
2016-09-07,3538812
2016-09-08,3627660
2016-09-09,3679383
2016-09-10,3781807
2016-09-11,3773733
2016-09-12,3723670
2016-09-13,3657389
2016-09-14,3750752
2016-09-15,3756668
2016-09-16,3889527
2016-09-17,3783646
2016-09-18,3618536
2016-09-19,3566154
2016-09-20,3621815
2016-09-21,3564063
2016-09-22,3515083
2016-09-23,3536993
2016-09-24,3646703
2016-09-25,3593618
2016-09-26,3485061
2016-09-27,3473604
2016-09-28,3451196
2016-09-29,3469311
2016-09-30,3500852
2016-10-01,3557910
2016-10-02,3586722
2016-10-03,3547854
2016-10-04,3564857
2016-10-05,3581151
2016-10-06,3631835
2016-10-07,3673129
2016-10-08,3734503
2016-10-09,3727947
2016-10-10,3680584
2016-10-11,3780665
2016-10-12,3789993
2016-10-13,3877697
2016-10-14,3912635
2016-10-15,3877476
2016-10-16,3921627
2016-10-17,3887999
2016-10-18,3838039
2016-10-19,3816824
2016-10-20,3751888
2016-10-21,3686195
2016-10-22,3622638
2016-10-23,3600925
2016-10-24,3599189
2016-10-25,3557911
2016-10-26,3616215
2016-10-27,3612396
2016-10-28,3640675
2016-10-29,3637872
2016-10-30,3584070
2016-10-31,3544013
2016-11-01,3548376
2016-11-02,3508563
2016-11-03,3493062
2016-11-04,3517392
2016-11-05,3581236
2016-11-06,3630334
2016-11-07,3535818
2016-11-08,3513345
2016-11-09,3502986
2016-11-10,3410583
2016-11-11,3341322
2016-11-12,3356436
2016-11-13,3401731
2016-11-14,3460257
2016-11-15,3432085
2016-12-07,3029764
2016-12-08,2966072
2016-12-09,2911572
2016-12-10,2856859
2016-12-11,2810705
2016-12-12,2747504
2016-12-13,2692666
2016-12-14,2587978
2016-12-15,2468837
2016-12-16,2389372
2016-12-17,2354951
2016-12-18,2314470
2016-12-19,2247589
2016-12-20,2176565
2016-12-21,2170176
2016-12-22,2221577
2016-12-23,2280771
2016-12-24,2373068
2016-12-25,2447731
2016-12-26,2483011
2016-12-27,2568767
2016-12-28,2695972
2016-12-29,2824445
2016-12-30,2933122
2016-12-31,3009402
2017-01-01,3071855
2017-01-02,3002352
2017-01-03,2957961
2017-01-04,2998130
2017-01-05,3122667
2017-01-06,3278801
2017-01-07,3442742
2017-01-08,3614880
2017-01-09,3789375
2017-01-10,3973243
2017-01-11,4106735
2017-01-12,4081545
2017-01-13,4050819
2017-01-14,3901791
2017-01-15,3737375
2017-01-16,3633245
2017-01-17,3606103
2017-01-18,3565994
2017-01-19,3504472
2017-01-20,3565544
2017-01-21,3545142
2017-01-22,3497770
2017-01-23,3394192
2017-01-27,3344927
2017-01-28,3508710
2017-01-29,3622030
2017-01-30,3722635
2017-01-31,3749578
2017-02-01,3776522
2017-02-02,3690973
2017-02-03,3609424
2017-02-04,3486424
2017-02-05,3433153
2017-02-06,3482576
2017-02-07,3472064
2017-02-08,3318591
2017-02-09,3254061
2017-02-10,3281468
2017-02-11,3256940
2017-02-12,3131421
2017-02-13,3013842
2017-02-14,3033943
2017-02-15,2963627
2017-02-16,2969136
2017-02-18,2951684
2017-02-19,2988114
2017-02-20,2993911
2017-02-21,2977242
2017-02-22,2969639
2017-02-23,2980838
2017-02-24,2984731
2017-02-25,2918580
2017-02-26,2869161
2017-02-27,2842364
2017-02-28,2805854
2017-03-01,2781554
2017-03-02,2737864
2017-03-03,2655758
2017-03-04,2628414
2017-03-05,2616336
2017-03-06,2571972
2017-03-07,2566107
2017-03-08,2575131
2017-03-09,2553882
2017-03-10,2550182
2017-03-11,2589902
2017-03-12,2569646
2017-03-13,2562162
2017-03-14,2600311
2017-03-15,2588244
2017-03-16,2648748
2017-03-17,2668503
2017-03-18,2702671
2017-03-19,2700470
2017-03-20,2671819
2017-03-21,2637114
2017-03-22,2628364
2017-03-23,2579808
2017-03-24,2565892
2017-03-25,2559610
2017-03-26,2523765
2017-03-27,2508527
2017-03-28,2496888
2017-03-29,2475318
2017-03-30,2437996
2017-03-31,2389282
2017-04-01,2372596
2017-04-02,2364605
2017-04-03,2344690
2017-04-04,2353381
2017-04-12,2459091
2017-04-13,2445012
2017-04-14,2437508
2017-04-15,2444770
2017-04-16,2413680
2017-04-17,2388721
2017-04-18,2362720
2017-04-19,2363704
2017-04-20,2405184
2017-04-21,2443571
2017-04-22,2423172
2017-04-23,2361738
2017-04-24,2353378
2017-04-25,2279035
2017-04-26,2288046
2017-04-27,2204921
2017-04-28,2191178
2017-04-29,2264386
2017-04-30,2370816
2017-05-01,2441059
2017-05-02,2371148
2017-05-03,2450114
2017-05-04,2533402
2017-05-05,2622716
2017-05-06,2568552
2017-05-07,2495773
2017-05-08,2476787
2017-05-09,2424869
2017-05-10,2461876
2017-05-11,2558938
2017-05-12,2459276
2017-05-13,2427467
2017-05-14,2427415
2017-05-15,2358848
2017-05-16,2337024
2017-05-17,2403456
2017-05-18,2351234
2017-05-19,2319060
2017-05-20,2278515
2017-05-21,2266045
2017-05-22,2173926
2017-05-23,2147450
2017-05-24,2080785
2017-05-25,2005736
2017-05-26,1949372
2017-05-27,1905783
2017-05-28,1902459
2017-05-29,1918436
2017-05-30,1996209
2017-05-31,2045269
2017-06-01,2077721
2017-06-02,2093999
2017-06-03,2118121
2017-06-04,2083198
2017-06-05,2029987
2017-06-06,1995340
2017-06-07,1959634
2017-06-08,1966262
2017-06-09,1969469
2017-06-10,1927768
2017-06-11,1870077
2017-06-12,1827677
2017-06-13,1758328
2017-06-14,1708953
2017-06-15,1658126
2017-06-16,1639562
2017-06-17,1666376
2017-06-18,1680148
2017-06-19,1716626
2017-06-20,1681690
2017-06-21,1723861
2017-06-22,1790862
2017-06-23,1879911
2017-06-24,1972324
2017-06-25,2065660
2017-06-26,2126494
2017-06-27,2182544
2017-06-28,2131529
2017-06-29,2119259
2017-06-30,2071383
2017-07-01,2016788
2017-07-02,1953151
2017-07-03,1923919
2017-07-04,2009236
2017-07-05,2045112
2017-07-06,2010764
2017-07-07,1990464
2017-07-08,1942030
2017-07-13,1927395
2017-07-14,1947985
2017-07-15,1993164
2017-07-16,1975364
2017-07-17,2045308
2017-07-18,2128648
2017-07-19,2101919
2017-07-20,2064977
2017-07-21,2086228
2017-07-22,2111990
2017-07-23,2112608
2017-07-24,2129045
2017-07-25,2135762
2017-07-26,2097224
2017-07-27,2099809
2017-07-28,2084631
2017-07-29,2092601
2017-07-30,2084273
2017-07-31,2045417
2017-08-01,2054480
2017-08-02,2052047
2017-08-03,2024654
2017-08-04,2056124
2017-08-05,2038948
2017-08-06,2029733
2017-08-09,1890913
2017-08-10,1860858
2017-08-11,1853473
2017-08-12,1884894
2017-08-13,1861670
2017-08-14,1875736
2017-08-15,1866001
2017-08-16,1852558
2017-08-17,1835767
2017-08-18,1849451
2017-08-19,1855670
2017-08-20,1825143
2017-08-21,1855550
2017-08-22,1880435
2017-08-23,1968004
2017-08-24,1981057
2017-08-25,1957550
2017-08-26,1970460
2017-08-27,1951104
2017-08-28,1947568
2017-08-29,1935570
2017-08-30,1943141
2017-08-31,1964220
2017-09-01,1953951
2017-09-02,1953224
2017-09-03,1929335
2017-09-04,1906618
2017-09-05,1876309
2017-09-06,1854680
2017-09-07,1869902
2017-09-08,1881271
2017-09-09,1884301
2017-09-10,1884987
2017-09-11,1866311
2017-09-12,1860356
2017-09-13,1831977
2017-09-14,1879979
2017-09-15,1922552
2017-09-16,1926647
2017-09-17,1920116
2017-09-18,1895109
2017-09-19,1898502
2017-09-20,1909403
2017-09-21,1924182
2017-09-22,1982407
2017-09-23,2068704
2017-09-24,2114099
2017-09-25,2080492
2017-09-26,2038818
2017-09-27,2044981
2017-09-28,2055947
2017-09-29,2115608
2017-09-30,2087700
2017-10-01,2052815
2017-10-02,2032603
2017-10-03,1995456
2017-10-04,2001978
2017-10-05,1982359
2017-10-06,1961830
2017-10-07,1960179
2017-10-08,1960824
2017-10-09,1941699
2017-10-10,1896630
2017-10-11,1910670
2017-10-12,1905637
2017-10-13,1864957
2017-10-14,1834618
2017-10-15,1826344
2017-10-16,1849725
2017-10-17,1852603
2017-10-18,1845361
2017-10-19,1854730
2017-10-20,1940725
2017-10-21,1945578
2017-10-22,1918903
2017-10-23,1904092
2017-10-24,1920334
2017-10-25,1911598
2017-10-26,1934891
2017-10-27,1993542
2017-10-28,1992379
2017-10-29,1964929
2017-10-30,1948607
2017-10-31,1949942
2017-11-01,1938302
2017-11-02,1945176
2017-11-03,1957038
2017-11-04,1944736
2017-11-05,1880644
2017-11-06,1825339
2017-11-07,1799251
2017-11-08,1815550
2017-11-09,1858381
2017-11-10,1831464
2017-11-11,1828387
2017-11-12,1859193
2017-11-13,1905448
2017-11-14,1902686
2017-11-15,1897148
2017-11-16,1900946
2017-11-17,1878759
2017-11-18,1846451
2017-11-19,1862567
2017-11-20,1802754
2017-11-21,1782396
2017-11-22,1765425
2017-11-23,1779748
2017-11-24,1795487
2017-11-25,1805089
2017-11-26,1789297
2017-11-27,1777258
2017-11-28,1758699
2017-11-29,1724414
2017-11-30,1721649
2017-12-01,1762920
2017-12-02,1751414
2017-12-03,1771185
2017-12-04,1773843
2017-12-05,1823608
2017-12-06,1820432
2017-12-07,1804019
2017-12-08,1799188
2017-12-09,1804763
2017-12-10,1799910
2017-12-11,1807279
2017-12-12,1815118
2017-12-13,1834228
2017-12-14,1854785
2017-12-15,1857339
2017-12-16,1834566
2017-12-17,1838865
2017-12-18,1840200
2017-12-19,1850981
2017-12-20,1839352
2017-12-21,1832197
2017-12-22,1861755
2017-12-23,1904886
2017-12-24,1952814
2017-12-25,1975826
2017-12-26,2031195
2017-12-27,2132460
2017-12-28,2237236
2017-12-29,2301904
2017-12-30,2265549
2017-12-31,2230122
2018-01-01,2160397
2018-01-02,2090125
2018-01-03,2003429
2018-01-04,1930756
2018-01-05,1884795
2018-01-06,1858067
2018-01-07,1833029
2018-01-08,1833495
2018-01-09,1820398
2018-01-10,1816347
2018-01-11,1865127
2018-01-12,1872534
2018-01-13,1883064
2018-01-14,1867888
2018-01-15,1861309
2018-01-16,1883494
2018-01-17,1896539
2018-01-18,1894647
2018-01-19,1876614
2018-01-20,1880766
2018-01-21,1869387
2018-01-22,1879309
2018-01-23,1879439
2018-01-24,1877552
2018-01-25,1907142
2018-01-26,1923781
2018-01-27,1907035
2018-01-28,1924994
2018-01-29,1897362
2018-01-30,1882691
2018-01-31,1868305
2018-02-01,1856288
2018-02-02,1839585
2018-02-03,1853814
2018-02-04,1863937
2018-02-05,1846312
2018-02-06,1828252
2018-02-07,1820006
2018-02-08,1811098
2018-02-09,1813380
2018-02-10,1819306
2018-02-11,1798393
2018-02-12,1776037
2018-02-13,1778018
2018-02-14,1790484
2018-02-15,1782617
2018-02-16,1795000
2018-02-17,1805959
2018-02-18,1792333
2018-02-19,1810380
2018-02-20,1828198
2018-02-21,1812252
2018-02-22,1832902
2018-02-23,1836403
2018-02-24,1803962
2018-02-25,1788010
2018-02-26,1753235
2018-02-27,1734904
2018-02-28,1727661
2018-03-01,1759036
2018-03-02,1780059
2018-03-03,1746342
2018-03-04,1758763
2018-03-05,1753013
2018-03-06,1752490
2018-03-07,1753270
2018-03-08,1757376
2018-03-09,1765114
2018-03-10,1758960
2018-03-11,1760417
2018-03-12,1754617
2018-03-13,1763486
2018-03-14,1746775
2018-03-15,1733310
2018-03-16,1765762
2018-03-17,1765899
2018-03-18,1771292
2018-03-20,1789579
2018-03-21,1825825
2018-03-23,1825268
2018-03-24,1830208
2018-03-25,1833313
2018-03-26,1813840
2018-03-27,1768824
2018-03-28,1737025
2018-03-29,1721504
2018-03-30,1740953
2018-03-31,1738969
2018-04-01,1722629
2018-04-02,1728129
2018-04-03,1735883
2018-04-04,1758668
2018-04-05,1776310
2018-04-06,1756002
2018-04-07,1747347
2018-04-08,1755614
2018-04-09,1801807
2018-04-10,1818791
2018-04-11,1801350
2018-04-12,1809068
2018-04-13,1852978
2018-04-14,1939141
2018-04-15,1992778
2018-04-16,2009456
2018-04-17,2009041
2018-04-18,2014088
2018-04-19,2018465
2018-04-20,2028680
2018-04-21,2055165
2018-04-22,2018312
2018-04-23,2001351
2018-04-24,2000072
2018-04-25,1987498
2018-04-26,1972100
2018-04-27,1972542
2018-04-28,1982019
2018-04-29,2008735
2018-04-30,2001441
2018-05-01,1995863
2018-05-02,1986358
2018-05-03,1983381
2018-05-04,1979839
2018-05-05,1969850
2018-05-06,1974030
2018-05-07,1958172
2018-05-08,1947820
2018-05-09,1942432
2018-05-10,1920279
2018-05-11,1911647
2018-05-12,1918461
2018-05-13,1919707
2018-05-14,1913755
2018-05-15,1994500
2018-05-16,1985357
2018-05-17,1983193
2018-05-18,1967067
2018-05-19,1968455
2018-05-20,1963944
2018-05-21,1971892
2018-05-22,1960471
2018-05-23,1948822
2018-05-24,1952294
2018-05-25,1951397
2018-05-26,1968693
2018-05-27,2002727
2018-05-28,2006167
2018-05-29,1998270
2018-05-30,1994459
2018-05-31,1991410
2018-06-01,1982460
2018-06-02,1980378
2018-06-03,1960894
2018-06-04,1934556
2018-06-05,1885678
2018-06-06,1900517
2018-06-07,1963669
2018-06-08,2039670
2018-06-09,2038625
2018-06-10,2032990
2018-06-11,2037005
2018-06-12,2019855
2018-06-13,1965528
2018-06-14,1903112
2018-06-15,1897602
2018-06-16,1908566
2018-06-17,1908328
2018-06-18,1889488
2018-06-19,1877526
2018-06-20,1857330
2018-06-21,1863496
2018-06-22,1843477
2018-06-23,1846329
2018-06-24,1857488
2018-06-25,1869210
2018-06-26,1852838
2018-06-27,1825319
2018-06-28,1808546
2018-06-29,1805392
2018-06-30,1850529
2018-07-01,1904588
2018-07-02,1910093
2018-07-03,1917823
2018-07-04,1917256
2018-07-05,1913237
2018-07-06,1939385
2018-07-07,1969351
2018-07-08,1949548
2018-07-09,1951976
2018-07-10,1956168
2018-07-11,1973023
2018-07-12,1968679
2018-07-13,2021164
2018-07-14,2040749
2018-07-15,2043717
2018-07-16,1994753
2018-07-17,2005573
2018-07-18,2040350
2018-07-19,2043344
2018-07-20,2028506
2018-07-21,2015256
2018-07-22,1987895
2018-07-23,2007843
2018-07-24,2000388
2018-07-25,1994273
2018-07-26,2005785
2018-07-27,1973022
2018-07-28,1965347
2018-07-29,1967088
2018-07-30,1970135
2018-07-31,1962869
2018-08-01,1958791
2018-08-02,1936102
2018-08-03,1933663
2018-08-04,1934927
2018-08-05,1931558
2018-08-06,1906827
2018-08-07,1879805
2018-08-08,1837168
2018-08-09,1830216
2018-08-10,1814034
2018-08-11,1817803
2018-08-12,1810659
2018-08-14,1709830
2018-08-16,1590918
2018-08-17,1521003
2018-08-18,1487276
2018-08-19,1498896
2018-08-20,1546912
2018-08-21,1564791
2018-08-22,1547330
2018-08-23,1572470
2018-08-24,1612496
2018-08-25,1641807
2018-08-26,1654285
2018-08-27,1706454
2018-08-28,1772626
2018-08-29,1836507
2018-08-30,1880437
2018-08-31,1926500
2018-09-01,1896169
2018-09-02,1873888
2018-09-03,1868861
2018-09-04,1844561
2018-09-05,1812068
2018-09-06,1793693
2018-09-07,1773703
2018-09-08,1766328
2018-09-09,1752937
2018-09-10,1729367
2018-09-11,1706514
2018-09-12,1693578
2018-09-13,1655972
2018-09-14,1619049
2018-09-15,1586985
2018-09-16,1576038
2018-09-17,1564703
2018-09-18,1546007
2018-09-19,1533421
2018-09-20,1559124
2018-09-21,1578526
2018-09-22,1609734
2018-09-23,1656599
2018-09-24,1712815
2018-09-25,1750152
2018-09-26,1836994
2018-09-27,1918599
2018-09-28,1926921
2018-09-29,1916387
2018-09-30,1901703
2018-10-01,1892339
2018-10-02,1884657
2018-10-03,1865079
2018-10-04,1843424
2018-10-05,1809703
2018-10-06,1758115
2018-10-07,1710252
2018-10-08,1721819
2018-10-09,1708173
2018-10-10,1687985
2018-10-11,1705867
2018-10-12,1695947
2018-10-13,1738647
2018-10-14,1744137
2018-10-15,1714087
2018-10-16,1699675
2018-10-17,1703157
2018-10-18,1704040
2018-10-19,1691941
2018-10-20,1664414
2018-10-21,1615850
2018-10-22,1590101
2018-10-23,1584932
2018-10-24,1596852
2018-10-25,1638380
2018-10-26,1637927
2018-10-27,1678285
2018-10-28,1743535
2018-10-29,1777924
2018-10-30,1811176
2018-10-31,1838313
2018-11-01,1826708
2018-11-03,1966363
2018-11-04,1950153
2018-11-05,1974129
2018-11-06,1974644
2018-11-07,1983319
2018-11-08,2010117
2018-11-09,2055872
2018-11-10,2082497
2018-11-11,2124629
2018-11-12,2087890
