date_obj,Bronze%20gold-trimmed%20set%20(lg) price
2015-07-14,338892
2015-07-15,348134
2015-07-16,348134
2015-07-17,348134
2015-07-18,348134
2015-07-19,348134
2015-07-20,359218
2015-07-21,359218
2015-07-22,359218
2015-07-23,359218
2015-07-24,367290
2015-07-25,367290
2015-07-26,367290
2015-07-27,367290
2015-07-28,367290
2015-07-29,380899
2015-07-30,380899
2015-07-31,380899
2015-08-01,380899
2015-08-02,380899
2015-08-03,390472
2015-08-04,390472
2015-08-05,390472
2015-08-06,390472
2015-08-07,390472
2015-08-08,399706
2015-08-09,399706
2015-08-10,399706
2015-08-11,399706
2015-08-12,399706
2015-08-13,398840
2015-08-14,398840
2015-08-15,398840
2015-08-16,398840
2015-08-17,398840
2015-08-18,389399
2015-08-19,389399
2015-08-20,389399
2015-08-21,389399
2015-08-22,389399
2015-08-23,392023
2015-08-24,392023
2015-08-25,392023
2015-08-26,392023
2015-08-27,392023
2015-08-28,393046
2015-08-29,393046
2015-08-30,393046
2015-08-31,393046
2015-09-01,393046
2015-09-02,398881
2015-09-03,398881
2015-09-04,398881
2015-09-05,398881
2015-09-06,398881
2015-09-07,401433
2015-09-08,401433
2015-09-09,401433
2015-09-10,401433
2015-09-11,401433
2015-09-12,402879
2015-09-13,402879
2015-09-14,402879
2015-09-15,402879
2015-09-16,402879
2015-09-17,397394
2015-09-18,397394
2015-09-19,397394
2015-09-20,397394
2015-09-21,397394
2015-09-22,397394
2015-09-23,389194
2015-09-24,389194
2015-09-25,389194
2015-09-27,389194
2015-09-28,389194
2015-09-29,392279
2015-09-30,392279
2015-10-05,388995
2015-10-06,388995
2015-10-07,388995
2015-10-08,388995
2015-10-09,389924
2015-10-10,389924
2015-10-11,389924
2015-10-12,389924
2015-10-13,389924
2015-10-14,389924
2015-10-15,388998
2015-10-16,388998
2015-10-17,388998
2015-10-18,388998
2015-10-19,388998
2015-10-20,388998
2015-10-22,385857
2015-10-23,385857
2015-10-24,385857
2015-10-25,385857
2015-10-26,396244
2015-10-27,396244
2015-10-29,396244
2015-10-30,396244
2015-10-31,396244
2015-11-01,396244
2015-11-02,403051
2015-11-03,403051
2015-11-04,403051
2015-11-05,403051
2015-11-06,403051
2015-11-07,403051
2015-11-08,408323
2015-11-09,408323
2015-11-10,408323
2015-11-11,408323
2015-11-12,408323
2015-11-13,408323
2015-11-14,404818
2015-11-15,404818
2015-11-16,404818
2015-11-17,404818
2015-11-18,404818
2015-11-19,402258
2015-11-20,402258
2015-11-21,402258
2015-11-22,402258
2015-11-23,402258
2015-11-24,402258
2015-11-25,396913
2015-11-26,396913
2015-11-27,396913
2015-11-28,396913
2015-11-29,396913
2015-11-30,398728
2015-12-01,398728
2015-12-02,398728
2015-12-03,398728
2015-12-04,398728
2015-12-05,398728
2015-12-06,403067
2015-12-07,403067
2015-12-08,403067
2015-12-09,403067
2015-12-10,403067
2015-12-11,403067
2015-12-12,404058
2015-12-13,404058
2015-12-14,404058
2015-12-15,404058
2015-12-16,404058
2015-12-17,404058
2015-12-18,411536
2015-12-19,411536
2015-12-20,411536
2015-12-21,411536
2015-12-22,411536
2015-12-23,420269
2015-12-24,420269
2015-12-25,420269
2015-12-26,420269
2015-12-27,420269
2015-12-28,420269
2015-12-29,431114
2015-12-30,431114
2015-12-31,431114
2016-01-01,431114
2016-01-02,431114
2016-01-03,426917
2016-01-04,426917
2016-01-05,426917
2016-01-06,426917
2016-01-07,426917
2016-01-08,422649
2016-01-09,422649
2016-01-10,422649
2016-01-11,422649
2016-01-12,422649
2016-01-13,422649
2016-01-14,414311
2016-01-15,414311
2016-01-16,414311
2016-01-17,414311
2016-01-18,414311
2016-01-19,414311
2016-01-20,408088
2016-01-21,408088
2016-01-22,408088
2016-01-23,408088
2016-01-24,408088
2016-01-25,408088
2016-01-26,404295
2016-01-27,404295
2016-01-28,404295
2016-01-29,404295
2016-01-30,404295
2016-01-31,405010
2016-02-01,405010
2016-02-02,405010
2016-02-03,405010
2016-02-04,405010
2016-02-05,411570
2016-02-06,411570
2016-02-07,411570
2016-02-08,411570
2016-02-09,411570
2016-02-10,411570
2016-02-11,416415
2016-02-12,416415
2016-02-13,416415
2016-02-14,416415
2016-02-15,416415
2016-02-16,416415
2016-02-17,421644
2016-02-18,421644
2016-02-19,421644
2016-02-20,421644
2016-02-21,421644
2016-02-22,422405
2016-02-23,422405
2016-02-24,422405
2016-02-25,422405
2016-02-26,422405
2016-02-27,421841
2016-02-28,421841
2016-02-29,421841
2016-03-01,421841
2016-03-02,421841
2016-03-03,417987
2016-03-04,417987
2016-03-05,417987
2016-03-06,417987
2016-03-07,417987
2016-03-08,417987
2016-03-09,416138
2016-03-10,416138
2016-03-11,416138
2016-03-12,416138
2016-03-13,416138
2016-03-14,422402
2016-03-15,422402
2016-03-16,422402
2016-03-17,422402
2016-03-18,426349
2016-03-19,426349
2016-03-20,426349
2016-03-21,426349
2016-03-22,426349
2016-03-23,424085
2016-03-24,424085
2016-03-25,424085
2016-03-26,424085
2016-03-27,424085
2016-03-28,421734
2016-03-29,421734
2016-03-30,421734
2016-03-31,421734
2016-04-01,421734
2016-04-02,421734
2016-04-03,415330
2016-04-04,415330
2016-04-05,415330
2016-04-06,415330
2016-04-07,415330
2016-04-08,407380
2016-04-09,407380
2016-04-10,407380
2016-04-11,407380
2016-04-12,407380
2016-04-13,405175
2016-04-14,405175
2016-04-15,405175
2016-04-16,405175
2016-04-17,405175
2016-04-18,405175
2016-04-19,399730
2016-04-20,399730
2016-04-21,399730
2016-04-22,399730
2016-04-23,399730
2016-04-24,399730
2016-04-25,388137
2016-04-26,388137
2016-04-27,388137
2016-04-28,388137
2016-04-29,385620
2016-04-30,385620
2016-05-01,385620
2016-05-02,385620
2016-05-03,392571
2016-05-04,392571
2016-05-05,392571
2016-05-06,392571
2016-05-07,392571
2016-05-08,390909
2016-05-09,390909
2016-05-10,390909
2016-05-11,390909
2016-05-12,384166
2016-05-13,384166
2016-05-14,384166
2016-05-15,376950
2016-05-16,376950
2016-05-17,376950
2016-05-18,376950
2016-05-19,376950
2016-05-22,368323
2016-05-23,368323
2016-05-24,361306
2016-05-25,361306
2016-05-26,361306
2016-05-27,361306
2016-05-28,363559
2016-05-29,363559
2016-05-30,363559
2016-05-31,363559
2016-06-01,365007
2016-06-02,365007
2016-06-03,365007
2016-06-04,365007
2016-06-05,365007
2016-06-06,362924
2016-06-07,362924
2016-06-08,362924
2016-06-09,362924
2016-06-10,355278
2016-06-11,355278
2016-06-12,355278
2016-06-13,355278
2016-06-14,343846
2016-06-15,343846
2016-06-16,343846
2016-06-17,337895
2016-06-18,337895
2016-06-19,337895
2016-06-20,337895
2016-06-21,342119
2016-06-22,342119
2016-06-23,342119
2016-06-24,342119
2016-06-25,341860
2016-06-26,341860
2016-06-27,341860
2016-06-28,341860
2016-06-29,341860
2016-06-30,345986
2016-07-01,345986
2016-07-02,345986
2016-07-03,345986
2016-07-04,350792
2016-07-05,350792
2016-07-06,350792
2016-07-07,350792
2016-07-08,347560
2016-07-09,347560
2016-07-10,347560
2016-07-11,347560
2016-07-12,337627
2016-07-13,337627
2016-07-14,337627
2016-07-15,337627
2016-07-16,324690
2016-07-17,324690
2016-07-18,324690
2016-07-23,309339
2016-07-24,309339
2016-07-25,296943
2016-07-26,296943
2016-07-27,296943
2016-07-28,296943
2016-07-29,284020
2016-07-30,284020
2016-07-31,284020
2016-08-01,284020
2016-08-02,273966
2016-08-03,273966
2016-08-04,273966
2016-08-05,273966
2016-08-06,267710
2016-08-07,267710
2016-08-08,267710
2016-08-09,267710
2016-08-10,257422
2016-08-11,257422
2016-08-12,257422
2016-08-13,257422
2016-08-14,257422
2016-08-15,244613
2016-08-16,244613
2016-08-17,244613
2016-08-18,244613
2016-08-19,234351
2016-08-20,234351
2016-08-21,234351
2016-08-22,234351
2016-08-23,228612
2016-08-24,228612
2016-08-25,228612
2016-08-26,228612
2016-08-28,221748
2016-08-31,221748
2016-09-01,221616
2016-09-02,221616
2016-09-03,221616
2016-09-04,221616
2016-09-05,221616
2016-09-06,218806
2016-09-07,218806
2016-09-08,218806
2016-09-09,218806
2016-09-10,218806
2016-09-11,213407
2016-09-12,213407
2016-09-13,213407
2016-09-14,213407
2016-09-15,219055
2016-09-16,219055
2016-09-17,219055
2016-09-18,219055
2016-09-19,219055
2016-09-20,226846
2016-09-21,226846
2016-09-22,226846
2016-09-23,226846
2016-09-24,226846
2016-09-25,226680
2016-09-26,226680
2016-09-27,226680
2016-09-28,226680
2016-09-29,226680
2016-09-30,228722
2016-10-01,228722
2016-10-02,228722
2016-10-03,228722
2016-10-04,228722
2016-10-05,233048
2016-10-06,233048
2016-10-07,233048
2016-10-08,233048
2016-10-09,233048
2016-10-10,239551
2016-10-11,239551
2016-10-12,239551
2016-10-13,239551
2016-10-14,247877
2016-10-15,247877
2016-10-16,247877
2016-10-17,247877
2016-10-18,258555
2016-10-19,258555
2016-10-20,258555
2016-10-21,258555
2016-10-22,258555
2016-10-23,269378
2016-10-24,269378
2016-10-25,269378
2016-10-26,269378
2016-10-27,273194
2016-10-28,273194
2016-10-29,273194
2016-10-30,273194
2016-10-31,277992
2016-11-01,277992
2016-11-02,277992
2016-11-03,277992
2016-11-04,277992
2016-11-05,278788
2016-11-06,278788
2016-11-07,278788
2016-11-08,278788
2016-11-09,273252
2016-11-10,273252
2016-11-11,273252
2016-11-12,273252
2016-11-13,273252
2016-11-14,275476
2016-11-15,275476
2016-12-07,314663
2016-12-08,314663
2016-12-09,314663
2016-12-10,314221
2016-12-11,314221
2016-12-12,314221
2016-12-13,314221
2016-12-14,321055
2016-12-15,321055
2016-12-16,321055
2016-12-17,321055
2016-12-18,321055
2016-12-19,321055
2016-12-20,327915
2016-12-21,327915
2016-12-22,327915
2016-12-23,327915
2016-12-24,322725
2016-12-25,322725
2016-12-26,322725
2016-12-27,322725
2016-12-28,319280
2016-12-29,319280
2016-12-30,319280
2016-12-31,319280
2017-01-01,319280
2017-01-02,314774
2017-01-03,314774
2017-01-04,314774
2017-01-05,314774
2017-01-06,314774
2017-01-07,316977
2017-01-08,316977
2017-01-09,316977
2017-01-10,316977
2017-01-11,322701
2017-01-12,322701
2017-01-13,322701
2017-01-14,322701
2017-01-15,324824
2017-01-16,324824
2017-01-17,324824
2017-01-18,324824
2017-01-19,320135
2017-01-20,320135
2017-01-21,320135
2017-01-22,320135
2017-01-23,324399
2017-01-27,319953
2017-01-28,319953
2017-01-29,319953
2017-01-30,319953
2017-01-31,319953
2017-02-01,321205
2017-02-02,321205
2017-02-03,321205
2017-02-04,321205
2017-02-05,321205
2017-02-06,319367
2017-02-07,319367
2017-02-08,319367
2017-02-09,319367
2017-02-10,312064
2017-02-11,312064
2017-02-12,312064
2017-02-13,312064
2017-02-14,312064
2017-02-15,304284
2017-02-16,304284
2017-02-18,304284
2017-02-19,304284
2017-02-20,301548
2017-02-21,301548
2017-02-22,301548
2017-02-23,301548
2017-02-24,301548
2017-02-25,297922
2017-02-26,297922
2017-02-27,297922
2017-02-28,297922
2017-03-01,290786
2017-03-02,290786
2017-03-03,290786
2017-03-04,290786
2017-03-05,286710
2017-03-06,286710
2017-03-07,286710
2017-03-08,286710
2017-03-09,285607
2017-03-10,285607
2017-03-11,285607
2017-03-12,285607
2017-03-13,287668
2017-03-14,287668
2017-03-15,287668
2017-03-16,287668
2017-03-17,290671
2017-03-18,290671
2017-03-19,290671
2017-03-20,290563
2017-03-21,290563
2017-03-22,290563
2017-03-23,290563
2017-03-24,293204
2017-03-25,293204
2017-03-26,293204
2017-03-27,293204
2017-03-28,292232
2017-03-29,292232
2017-03-30,292232
2017-03-31,292232
2017-04-01,292331
2017-04-02,292331
2017-04-03,292331
2017-04-04,292331
2017-04-12,289202
2017-04-13,288184
2017-04-14,288184
2017-04-15,288184
2017-04-16,288184
2017-04-17,287023
2017-04-18,287023
2017-04-19,287023
2017-04-20,287023
2017-04-21,287023
2017-04-22,293480
2017-04-23,293480
2017-04-24,293480
2017-04-25,293480
2017-04-26,293113
2017-04-27,293113
2017-04-28,293113
2017-04-29,293113
2017-04-30,293113
2017-05-01,289476
2017-05-02,289476
2017-05-03,289476
2017-05-04,289476
2017-05-05,289476
2017-05-06,286976
2017-05-07,286976
2017-05-08,286976
2017-05-09,286976
2017-05-10,286976
2017-05-11,289451
2017-05-12,289451
2017-05-13,289451
2017-05-14,289451
2017-05-15,289451
2017-05-16,291247
2017-05-17,291247
2017-05-18,291247
2017-05-19,291247
2017-05-20,291247
2017-05-21,291247
2017-05-22,293103
2017-05-23,293103
2017-05-24,293103
2017-05-25,293103
2017-05-26,293103
2017-05-27,296629
2017-05-28,296629
2017-05-29,296629
2017-05-30,296629
2017-05-31,296629
2017-06-01,296733
2017-06-02,296733
2017-06-03,296733
2017-06-04,296733
2017-06-05,296733
2017-06-06,293249
2017-06-07,293249
2017-06-08,293249
2017-06-09,293249
2017-06-10,293249
2017-06-11,288574
2017-06-12,288574
2017-06-13,288574
2017-06-14,288574
2017-06-15,288574
2017-06-16,288574
2017-06-17,284151
2017-06-18,284151
2017-06-19,284151
2017-06-20,284151
2017-06-21,284151
2017-06-22,284151
2017-06-23,280554
2017-06-24,280554
2017-06-25,280554
2017-06-26,280554
2017-06-27,280554
2017-06-28,278478
2017-06-29,278478
2017-06-30,278478
2017-07-01,278478
2017-07-02,278478
2017-07-03,275504
2017-07-04,275504
2017-07-05,275504
2017-07-06,275504
2017-07-07,275504
2017-07-08,275504
2017-07-13,274006
2017-07-14,275550
2017-07-15,275550
2017-07-16,275550
2017-07-17,275550
2017-07-18,275550
2017-07-19,276888
2017-07-20,276888
2017-07-21,276888
2017-07-22,276888
2017-07-23,276888
2017-07-24,276076
2017-07-25,276076
2017-07-26,276076
2017-07-27,276076
2017-07-28,276076
2017-07-29,275762
2017-07-30,275762
2017-07-31,275762
2017-08-01,275762
2017-08-02,279409
2017-08-03,279409
2017-08-04,279409
2017-08-05,279409
2017-08-06,283381
2017-08-09,283381
2017-08-10,283381
2017-08-11,285282
2017-08-12,285282
2017-08-13,285282
2017-08-14,285282
2017-08-15,285282
2017-08-16,283682
2017-08-17,283682
2017-08-18,283682
2017-08-19,283682
2017-08-20,282636
2017-08-21,282636
2017-08-22,282636
2017-08-23,282636
2017-08-24,282636
2017-08-25,283822
2017-08-26,283822
2017-08-27,283822
2017-08-28,283822
2017-08-29,283822
2017-08-30,287727
2017-08-31,287727
2017-09-01,287727
2017-09-02,287727
2017-09-03,287727
2017-09-04,287727
2017-09-05,290630
2017-09-06,290630
2017-09-07,290630
2017-09-08,290630
2017-09-09,290630
2017-09-10,296955
2017-09-11,296955
2017-09-12,296955
2017-09-13,296955
2017-09-14,292624
2017-09-15,292624
2017-09-16,292624
2017-09-17,292624
2017-09-18,291163
2017-09-19,291163
2017-09-20,291163
2017-09-21,291163
2017-09-22,291163
2017-09-23,293852
2017-09-24,293852
2017-09-25,293852
2017-09-26,293852
2017-09-27,294336
2017-09-28,294336
2017-09-29,294336
2017-09-30,294336
2017-10-01,298828
2017-10-02,298828
2017-10-03,298828
2017-10-04,298828
2017-10-05,298828
2017-10-06,301705
2017-10-07,301705
2017-10-08,301705
2017-10-09,301705
2017-10-10,301705
2017-10-11,301705
2017-10-12,304033
2017-10-13,304033
2017-10-14,304033
2017-10-15,304033
2017-10-16,304033
2017-10-17,304033
2017-10-18,309061
2017-10-19,309061
2017-10-20,309061
2017-10-21,309061
2017-10-22,309061
2017-10-23,309061
2017-10-24,309117
2017-10-25,309117
2017-10-26,309117
2017-10-27,309117
2017-10-28,309117
2017-10-29,309117
2017-10-30,301914
2017-10-31,301914
2017-11-01,301914
2017-11-02,301914
2017-11-03,301914
2017-11-04,296205
2017-11-05,296205
2017-11-06,296205
2017-11-07,296205
2017-11-08,296205
2017-11-09,296205
2017-11-10,291653
2017-11-11,291653
2017-11-12,291653
2017-11-13,291653
2017-11-14,291653
2017-11-15,291653
2017-11-16,290638
2017-11-17,290638
2017-11-18,290638
2017-11-19,290638
2017-11-20,290638
2017-11-21,290638
2017-11-22,285174
2017-11-23,285174
2017-11-24,285174
2017-11-25,285174
2017-11-26,285174
2017-11-27,285174
2017-11-28,277918
2017-11-29,277918
2017-11-30,277918
2017-12-01,277918
2017-12-02,277918
2017-12-03,271713
2017-12-04,271713
2017-12-05,271713
2017-12-06,271713
2017-12-07,271713
2017-12-08,276655
2017-12-09,276655
2017-12-10,276655
2017-12-11,276655
2017-12-12,276655
2017-12-13,279288
2017-12-14,279288
2017-12-15,279288
2017-12-16,279288
2017-12-17,279288
2017-12-18,279121
2017-12-19,279121
2017-12-20,279121
2017-12-21,279121
2017-12-22,274642
2017-12-23,274642
2017-12-24,274642
2017-12-25,274642
2017-12-26,274642
2017-12-27,276085
2017-12-28,276085
2017-12-29,276085
2017-12-30,276085
2017-12-31,276085
2018-01-01,274935
2018-01-02,274935
2018-01-03,274935
2018-01-04,274935
2018-01-05,274937
2018-01-06,274937
2018-01-07,274937
2018-01-08,274937
2018-01-09,275284
2018-01-10,275284
2018-01-11,275284
2018-01-12,275284
2018-01-13,275284
2018-01-14,276405
2018-01-15,276405
2018-01-16,276405
2018-01-17,276405
2018-01-18,278386
2018-01-19,278386
2018-01-20,278386
2018-01-21,278386
2018-01-22,278386
2018-01-23,283100
2018-01-24,283100
2018-01-25,283100
2018-01-26,290669
2018-01-27,290669
2018-01-28,294522
2018-01-29,294522
2018-01-30,297296
2018-01-31,297296
2018-02-01,297296
2018-02-02,298920
2018-02-03,298920
2018-02-04,296754
2018-02-05,296754
2018-02-06,294087
2018-02-07,294087
2018-02-08,294087
2018-02-09,292086
2018-02-10,292086
2018-02-11,292086
2018-02-12,288275
2018-02-13,288275
2018-02-14,288275
2018-02-15,286357
2018-02-16,286357
2018-02-17,288464
2018-02-18,288464
2018-02-19,288224
2018-02-20,288224
2018-02-21,288666
2018-02-22,288666
2018-02-23,290366
2018-02-24,290366
2018-02-25,300080
2018-02-26,300080
2018-02-27,307823
2018-02-28,307823
2018-03-01,307823
2018-03-02,309227
2018-03-03,309227
2018-03-04,309227
2018-03-05,312525
2018-03-06,312525
2018-03-07,308707
2018-03-08,308707
2018-03-09,308707
2018-03-10,301461
2018-03-11,301461
2018-03-12,301461
2018-03-13,295155
2018-03-14,295155
2018-03-15,295155
2018-03-16,294244
2018-03-17,294244
2018-03-18,292311
2018-03-19,292311
2018-03-20,292311
2018-03-21,287422
2018-03-23,287422
2018-03-24,286107
2018-03-25,286107
2018-03-26,286107
2018-03-27,283658
2018-03-28,283658
2018-03-29,283431
2018-03-30,283431
2018-03-31,283431
2018-04-01,291191
2018-04-02,291191
2018-04-03,294963
2018-04-04,294963
2018-04-05,294963
2018-04-06,297239
2018-04-07,297239
2018-04-08,297239
2018-04-09,299725
2018-04-10,299725
2018-04-11,299725
2018-04-12,304931
2018-04-13,304931
2018-04-14,304931
2018-04-15,305659
2018-04-16,305659
2018-04-17,305659
2018-04-18,307119
2018-04-19,307119
2018-04-20,307119
2018-04-21,308051
2018-04-22,308051
2018-04-23,308051
2018-04-24,315102
2018-04-25,315102
2018-04-26,315102
2018-04-27,317191
2018-04-28,317191
2018-04-29,312746
2018-04-30,312746
2018-05-01,313809
2018-05-02,313809
2018-05-03,313809
2018-05-04,315298
2018-05-05,315298
2018-05-06,315298
2018-05-07,314729
2018-05-08,314729
2018-05-09,308137
2018-05-10,308137
2018-05-11,308137
2018-05-12,311691
2018-05-13,311691
2018-05-14,311691
2018-05-15,309218
2018-05-16,309218
2018-05-17,309218
2018-05-18,308095
2018-05-19,308095
2018-05-20,308479
2018-05-21,308479
2018-05-22,308479
2018-05-23,309287
2018-05-24,309287
2018-05-25,309287
2018-05-26,310845
2018-05-27,310845
2018-05-28,312944
2018-05-29,312944
2018-05-30,312944
2018-05-31,314358
2018-06-01,314358
2018-06-02,307764
2018-06-03,307764
2018-06-04,307764
2018-06-05,305971
2018-06-06,305971
2018-06-07,305971
2018-06-08,305875
2018-06-09,305875
2018-06-10,305875
2018-06-11,303233
2018-06-12,303233
2018-06-13,302804
2018-06-14,302804
2018-06-15,302804
2018-06-16,301785
2018-06-17,301785
2018-06-18,297524
2018-06-19,297524
2018-06-20,297524
2018-06-21,292976
2018-06-22,292976
2018-06-23,292976
2018-06-24,296268
2018-06-25,296268
2018-06-26,296268
2018-06-27,299079
2018-06-28,299079
2018-06-29,301915
2018-06-30,301915
2018-07-01,301915
2018-07-02,303051
2018-07-03,303051
2018-07-04,303051
2018-07-05,291108
2018-07-06,291108
2018-07-07,298085
2018-07-08,298085
2018-07-09,297143
2018-07-10,297143
2018-07-11,302620
2018-07-12,302620
2018-07-13,300618
2018-07-14,300618
2018-07-15,304110
2018-07-16,304110
2018-07-17,307947
2018-07-18,307947
2018-07-19,307947
2018-07-20,306088
2018-07-21,306088
2018-07-22,307465
2018-07-23,307465
2018-07-24,305481
2018-07-25,305481
2018-07-26,305481
2018-07-27,306077
2018-07-28,306077
2018-07-29,303597
2018-07-30,303597
2018-07-31,304008
2018-08-01,304008
2018-08-02,304008
2018-08-03,309530
2018-08-04,309530
2018-08-05,308709
2018-08-06,308709
2018-08-07,308709
2018-08-08,305983
2018-08-09,305983
2018-08-10,305983
2018-08-11,305825
2018-08-12,305825
2018-08-14,299523
2018-08-16,302679
2018-08-17,302679
2018-08-18,307756
2018-08-19,307756
2018-08-20,310502
2018-08-21,310502
2018-08-22,310502
2018-08-23,307915
2018-08-24,307915
2018-08-25,306918
2018-08-26,306918
2018-08-27,306918
2018-08-28,306458
2018-08-29,306458
2018-08-30,306458
2018-08-31,312554
2018-09-01,312554
2018-09-02,315361
2018-09-03,315361
2018-09-04,319686
2018-09-05,319686
2018-09-06,319686
2018-09-07,323868
2018-09-08,326034
2018-09-09,326034
2018-09-10,325970
2018-09-11,325970
2018-09-12,325908
2018-09-13,325908
2018-09-14,321943
2018-09-15,321943
2018-09-16,323862
2018-09-17,323862
2018-09-18,327061
2018-09-19,327061
2018-09-20,321518
2018-09-21,321518
2018-09-22,321081
2018-09-23,321081
2018-09-24,324397
2018-09-25,324397
2018-09-26,324397
2018-09-27,323606
2018-09-28,323606
2018-09-29,323606
2018-09-30,322946
2018-10-01,322946
2018-10-02,325896
2018-10-03,325896
2018-10-04,327140
2018-10-05,327140
2018-10-06,325145
2018-10-07,325145
2018-10-08,325145
2018-10-09,326047
2018-10-10,326047
2018-10-11,323076
2018-10-12,323076
2018-10-13,324424
2018-10-14,324424
2018-10-15,327748
2018-10-16,327748
2018-10-17,327748
2018-10-18,324852
2018-10-19,324852
2018-10-20,324852
2018-10-21,325069
2018-10-22,325069
2018-10-23,325599
2018-10-24,325599
2018-10-25,326631
2018-10-26,326631
2018-10-27,321700
2018-10-28,321700
2018-10-29,319231
2018-10-30,324280
2018-10-31,336143
2018-11-01,351422
2018-11-03,383915
2018-11-04,400582
2018-11-05,420438
2018-11-06,440562
2018-11-07,457617
2018-11-08,477940
2018-11-09,499893
2018-11-10,524888
2018-11-11,547992
2018-11-12,575392
2018-11-13,604162
2018-11-15,662462
2018-11-16,695586
2018-11-17,695586
2018-11-18,718239
2018-11-19,718239
2018-11-20,701821
2018-11-21,701821
2018-11-22,680766
2018-11-23,680766
2018-11-24,655882
2018-11-25,639418
2018-11-26,639418
2018-11-27,616572
2018-11-28,594155
2018-11-29,577384
2018-12-01,559656
2018-12-02,541811
2018-12-03,541811
2018-12-04,523447
2018-12-05,499111
2018-12-07,477532
2018-12-09,463330
2018-12-10,450171
2018-12-11,450171
2018-12-12,437525
2018-12-13,422968
2018-12-14,422968
2018-12-15,410117
2018-12-16,398130
2018-12-17,398130
2018-12-18,381204
2018-12-19,367124
2018-12-20,356153
2018-12-21,349206
2018-12-22,349206
2018-12-23,338210
2018-12-24,332864
2018-12-25,336332
2018-12-26,336332
2018-12-27,337572
2018-12-28,337572
2018-12-29,334722
2018-12-30,334722
2018-12-31,331252
2019-01-01,331252
2019-01-02,330201
2019-01-03,333563
2019-01-04,333563
2019-01-05,334847
2019-01-06,346202
2019-01-08,357755
2019-01-10,350788
2019-01-11,350788
2019-01-12,339654
2019-01-13,333415
2019-01-14,333415
2019-01-15,328636
2019-01-16,328636
2019-01-17,324825
2019-01-18,324825
2019-01-19,322167
2019-01-20,315867
2019-01-21,315867
2019-01-22,312602
2019-01-23,312602
2019-01-24,310761
2019-01-25,305338
2019-01-26,305338
2019-01-27,302835
2019-01-28,302835
2019-01-29,301072
2019-01-30,301072
2019-01-31,298347
2019-02-01,296877
2019-02-02,296877
2019-02-03,295692
2019-02-04,295692
2019-02-05,294895
2019-02-06,294895
2019-02-07,300813
2019-02-08,300813
2019-02-09,306888
2019-02-10,306888
2019-02-11,313990
2019-02-12,313990
2019-02-13,317758
2019-02-14,317758
2019-02-15,315808
2019-02-16,315808
2019-02-17,310635
2019-02-18,310635
2019-02-19,305582
2019-02-20,305582
2019-02-21,299742
2019-02-22,299742
2019-02-23,297270
2019-02-24,297270
2019-02-25,296599
2019-02-26,296599
2019-02-27,294925
2019-02-28,294925
2019-03-01,287779
2019-03-02,287779
2019-03-03,283720
2019-03-04,287159
2019-03-05,287159
2019-03-06,289749
2019-03-07,289749
2019-03-08,289563
2019-03-09,289563
2019-03-10,289698
2019-03-11,289698
2019-03-12,287241
2019-03-13,287241
2019-03-14,288089
2019-03-15,288089
2019-03-16,288072
2019-03-17,289876
2019-03-18,289876
2019-03-19,290954
2019-03-20,292303
2019-03-21,292303
2019-03-22,288607
