date_obj,Garden%20pie price
2019-07-28,65
2019-07-29,66
2019-07-30,64
2019-07-31,66
2019-08-01,62
2019-08-02,60
2019-08-03,59
2019-08-04,60
2019-08-05,63
2019-08-06,67
2019-08-07,71
2019-08-08,74
2019-08-09,76
2019-08-10,78
2019-08-11,82
2019-08-12,87
2019-08-13,92
2019-08-14,97
2019-08-15,102
2019-08-16,108
2019-08-17,114
2019-08-18,119
2019-08-19,118
2019-08-20,115
2019-08-21,113
2019-08-22,109
2019-08-23,103
2019-08-24,98
2019-08-24,98
2019-08-25,93
2019-08-25,93
2019-08-26,88
2019-08-26,88
2019-08-27,89
2019-08-27,89
2019-08-28,93
2019-08-29,97
2019-08-30,102
2019-08-31,108
2019-09-01,114
2019-09-02,120
2019-09-03,126
2019-09-04,133
2019-09-05,140
2019-09-06,147
2019-09-07,154
2019-09-08,162
2019-09-09,166
2019-09-10,171
2019-09-11,167
2019-09-12,167
2019-09-13,168
2019-09-14,174
2019-09-15,173
2019-09-16,171
2019-09-17,163
2019-09-18,156
2019-09-19,153
2019-09-20,152
2019-09-21,147
2019-09-22,142
2019-09-23,135
2019-09-24,128
2019-09-25,127
2019-09-26,122
2019-09-27,115
2019-09-28,109
2019-09-29,105
2019-09-30,99
2019-10-01,99
2019-10-02,100
2019-10-03,102
2019-10-04,103
2019-10-05,105
2019-10-06,103
2019-10-07,97
2019-10-08,95
2019-10-09,93
2019-10-10,92
2019-10-11,90
2019-10-12,94
2019-10-13,99
2019-10-14,100
2019-10-15,97
2019-10-16,95
2019-10-17,97
2019-10-18,102
2019-10-19,108
2019-10-20,114
2019-10-21,120
2019-10-22,126
2019-10-23,131
2019-10-24,138
2019-10-25,145
2019-10-26,153
2019-10-27,161
2019-10-28,170
2019-10-29,179
2019-10-30,188
2019-10-31,198
2019-11-01,208
2019-11-02,214
2019-11-03,224
2019-11-04,219
2019-11-05,215
2019-11-06,205
2019-11-07,194
2019-11-08,184
2019-11-09,174
2019-11-10,165
2019-11-11,156
2019-11-12,148
2019-11-13,140
2019-11-14,133
2019-11-15,126
2019-11-16,119
2019-11-17,113
2019-11-18,108
2019-11-19,105
2019-11-20,99
2019-11-21,99
2019-11-22,98
2019-11-23,99
2019-11-24,99
2019-11-25,100
2019-11-26,103
2019-11-27,101
2019-11-28,99
2019-11-29,99
2019-11-30,99
2019-12-01,95
2019-12-02,92
2019-12-03,93
2019-12-04,93
2019-12-05,91
2019-12-06,91
2019-12-07,95
2019-12-08,100
2019-12-09,105
2019-12-10,111
2019-12-11,117
2019-12-12,122
2019-12-13,127
2019-12-14,127
2019-12-15,134
2019-12-16,140
2019-12-17,141
2019-12-18,139
2019-12-19,142
2019-12-20,143
2019-12-21,147
2019-12-22,154
2019-12-23,162
2019-12-24,171
2019-12-25,177
2019-12-26,174
2019-12-27,169
2019-12-28,164
2019-12-29,158
2019-12-30,160
2019-12-31,163
2020-01-01,170
2020-01-02,178
2020-01-03,187
2020-01-04,197
2020-01-05,204
2020-01-06,206
2020-01-07,217
2020-01-08,228
2020-01-09,238
2020-01-10,233
2020-01-11,235
2020-01-12,229
2020-01-13,220
2020-01-14,214
2020-01-15,205
2020-01-16,204
2020-01-17,203
2020-01-18,209
2020-01-19,220
2020-01-20,228
2020-01-21,225
2020-01-22,226
2020-01-23,216
2020-01-24,205
2020-01-25,196
2020-01-26,190
2020-01-27,183
2020-01-28,180
2020-01-29,176
2020-01-30,169
2020-01-31,166
2020-02-01,162
2020-02-02,160
2020-02-03,162
2020-02-04,159
2020-02-05,158
2020-02-06,154
2020-02-07,150
2020-02-08,145
2020-02-09,141
2020-02-10,134
2020-02-11,128
2020-02-12,125
2020-02-13,120
2020-02-14,121
2020-02-15,120
2020-02-16,117
2020-02-17,114
2020-02-18,111
2020-02-19,109
2020-02-20,108
2020-02-21,107
2020-02-22,107
2020-02-23,102
2020-02-24,101
2020-02-25,97
2020-02-26,98
2020-02-27,101
2020-02-28,105
2020-02-29,111
2020-03-01,113
2020-03-02,116
2020-03-03,121
2020-03-04,126
2020-03-05,126
2020-03-06,128
2020-03-07,126
2020-03-08,131
2020-03-09,137
2020-03-10,136
2020-03-11,130
2020-03-12,128
2020-03-13,125
2020-03-14,118
2020-03-15,116
2020-03-16,120
2020-03-17,114
2020-03-18,110
2020-03-19,109
2020-03-20,110
2020-03-21,111
2020-03-22,114
2020-03-23,108
2020-03-24,106
2020-03-25,107
2020-03-26,108
2020-03-27,109
2020-03-28,106
2020-03-29,108
2020-03-30,111
2020-03-31,114
2020-04-01,111
2020-04-02,105
2020-04-03,105
2020-04-04,105
2020-04-05,100
2020-04-06,100
2020-04-07,100
2020-04-08,102
2020-04-09,100
2020-04-10,102
2020-04-11,102
2020-04-12,102
2020-04-13,101
2020-04-14,103
2020-04-15,104
2020-04-16,102
2020-04-17,104
2020-04-18,105
2020-04-19,107
2020-04-20,108
2020-04-21,109
2020-04-22,113
2020-04-23,119
2020-04-24,125
2020-04-25,128
2020-04-26,135
2020-04-27,142
2020-04-28,144
2020-04-29,139
2020-04-30,138
2020-05-01,135
2020-05-02,132
2020-05-03,131
2020-05-04,132
2020-05-05,138
2020-05-06,141
2020-05-07,142
2020-05-08,143
2020-05-09,148
2020-05-10,149
2020-05-11,151
2020-05-12,149
2020-05-13,155
