date_obj,Black%20gold-trimmed%20set%20(sk) price
2016-02-26,254807
2016-02-27,254807
2016-02-28,254807
2016-02-29,254807
2016-03-01,254807
2016-03-02,254807
2016-03-03,254807
2016-03-04,254807
2016-03-05,254807
2016-03-06,254807
2016-03-07,254807
2016-03-08,254807
2016-03-09,254807
2016-03-10,254807
2016-03-11,254807
2016-03-12,254807
2016-03-13,254807
2016-03-14,254807
2016-03-15,254807
2016-03-16,254807
2016-03-17,254807
2016-03-18,254807
2016-03-19,254807
2016-03-20,254807
2016-03-21,254807
2016-03-22,254807
2016-03-23,254807
2016-03-24,254807
2016-03-25,254807
2016-03-26,254807
2016-03-27,254807
2016-03-28,254807
2016-03-29,254807
2016-03-30,254807
2016-03-31,265459
2016-04-01,265459
2016-04-02,265459
2016-04-03,265459
2016-04-04,265459
2016-04-05,265459
2016-04-06,265459
2016-04-07,265459
2016-04-08,265459
2016-04-09,265459
2016-04-10,265459
2016-04-11,265459
2016-04-12,265459
2016-04-13,265459
2016-04-14,265459
2016-04-15,265459
2016-04-16,265459
2016-04-17,265459
2016-04-18,265459
2016-04-19,265459
2016-04-20,265459
2016-04-21,265459
2016-04-22,265459
2016-04-23,265459
2016-04-24,265459
2016-04-25,265459
2016-04-26,265459
2016-04-27,265459
2016-04-28,265459
2016-04-29,265459
2016-04-30,265459
2016-05-01,265459
2016-05-02,265459
2016-05-03,265459
2016-05-04,265459
2016-05-05,265459
2016-05-06,265459
2016-05-07,265459
2016-05-08,276948
2016-05-09,276948
2016-05-10,276948
2016-05-11,276948
2016-05-12,276948
2016-05-13,276948
2016-05-14,276948
2016-05-15,276948
2016-05-16,276948
2016-05-17,276948
2016-05-18,276948
2016-05-19,276948
2016-05-22,276948
2016-05-23,276948
2016-05-24,276948
2016-05-25,276948
2016-05-26,276948
2016-05-27,276948
2016-05-28,276948
2016-05-29,276948
2016-05-30,276948
2016-05-31,276948
2016-06-01,276948
2016-06-02,276948
2016-06-03,276948
2016-06-04,276948
2016-06-05,276948
2016-06-06,276948
2016-06-07,276948
2016-06-08,276948
2016-06-09,288149
2016-06-10,288149
2016-06-11,288149
2016-06-12,288149
2016-06-13,288149
2016-06-14,288149
2016-06-15,288149
2016-06-16,288149
2016-06-17,288149
2016-06-18,288149
2016-06-19,288149
2016-06-20,288149
2016-06-21,288149
2016-06-22,288149
2016-06-23,288149
2016-06-24,288149
2016-06-25,288149
2016-06-26,288149
2016-06-27,288149
2016-06-28,288149
2016-06-29,288149
2016-06-30,288149
2016-07-01,288149
2016-07-02,288149
2016-07-03,288149
2016-07-04,288149
2016-07-05,288149
2016-07-06,288149
2016-07-07,288149
2016-07-08,288149
2016-07-09,288149
2016-07-10,288149
2016-07-11,298484
2016-07-12,298484
2016-07-13,298484
2016-07-14,298484
2016-07-15,298484
2016-07-16,298484
2016-07-17,298484
2016-07-18,298484
2016-07-23,298484
2016-07-24,298484
2016-07-25,298484
2016-07-26,298484
2016-07-27,298484
2016-07-28,298484
2016-07-29,298484
2016-07-30,298484
2016-07-31,298484
2016-08-01,298484
2016-08-02,298484
2016-08-03,298484
2016-08-04,298484
2016-08-05,298484
2016-08-06,298484
2016-08-07,298484
2016-08-08,298484
2016-08-09,298484
2016-08-10,298484
2016-08-11,298484
2016-08-12,298484
2016-08-13,298484
2016-08-14,298484
2016-08-15,298484
2016-08-16,298484
2016-08-17,298484
2016-08-18,298484
2016-08-19,298484
2016-08-20,298484
2016-08-21,298484
2016-08-22,298484
2016-08-23,305133
2016-08-24,305133
2016-08-25,305133
2016-08-26,305133
2016-08-28,305133
2016-08-31,305133
2016-09-01,305133
2016-09-02,305133
2016-09-03,305133
2016-09-04,305133
2016-09-05,305133
2016-09-06,305133
2016-09-07,305133
2016-09-08,305133
2016-09-09,305133
2016-09-10,305133
2016-09-11,305133
2016-09-12,305133
2016-09-13,305133
2016-09-14,305133
2016-09-15,305133
2016-09-16,305133
2016-09-17,305133
2016-09-18,305133
2016-09-19,305133
2016-09-20,305133
2016-09-21,305133
2016-09-22,305133
2016-09-23,305133
2016-09-24,305133
2016-09-25,305133
2016-09-26,305133
2016-09-27,305133
2016-09-28,305133
2016-09-29,305133
2016-09-30,305133
2016-10-01,305133
2016-10-02,305133
2016-10-03,305133
2016-10-04,305133
2016-10-05,305133
2016-10-06,303846
2016-10-07,303846
2016-10-08,303846
2016-10-09,303846
2016-10-10,303846
2016-10-11,303846
2016-10-12,303846
2016-10-13,303846
2016-10-14,303846
2016-10-15,303846
2016-10-16,303846
2016-10-17,303846
2016-10-18,303846
2016-10-19,303846
2016-10-20,303846
2016-10-21,303846
2016-10-22,303846
2016-10-23,303846
2016-10-24,303846
2016-10-25,303846
2016-10-26,303846
2016-10-27,303846
2016-10-28,303846
2016-10-29,303846
2016-10-30,303846
2016-10-31,303846
2016-11-01,303846
2016-11-02,303846
2016-11-03,303846
2016-11-04,303846
2016-11-05,303846
2016-11-06,303846
2016-11-07,303846
2016-11-08,303846
2016-11-09,303846
2016-11-10,303846
2016-11-11,303846
2016-11-12,303846
2016-11-13,303846
2016-11-14,303846
2016-11-15,303846
2016-12-07,308816
2016-12-08,308816
2016-12-09,308816
2016-12-10,308816
2016-12-11,308816
2016-12-12,308816
2016-12-13,308816
2016-12-14,308816
2016-12-15,308816
2016-12-16,308816
2016-12-17,308816
2016-12-18,308816
2016-12-19,308816
2016-12-20,308816
2016-12-21,318143
2016-12-22,318143
2016-12-23,318143
2016-12-24,318143
2016-12-25,318143
2016-12-26,318143
2016-12-27,318143
2016-12-28,318143
2016-12-29,318143
2016-12-30,318143
2016-12-31,318143
2017-01-01,318143
2017-01-02,318143
2017-01-03,318143
2017-01-04,318143
2017-01-05,318143
2017-01-06,318143
2017-01-07,318143
2017-01-08,318143
2017-01-09,318143
2017-01-10,318143
2017-01-11,318143
2017-01-12,318143
2017-01-13,318143
2017-01-14,318143
2017-01-15,318143
2017-01-16,318143
2017-01-17,318143
2017-01-18,318143
2017-01-19,318143
2017-01-20,318143
2017-01-21,318143
2017-01-22,318143
2017-01-23,318143
2017-01-27,318143
2017-01-28,327672
2017-01-29,327672
2017-01-30,327672
2017-01-31,327672
2017-02-01,327672
2017-02-02,327672
2017-02-03,327672
2017-02-04,327672
2017-02-05,327672
2017-02-06,327672
2017-02-07,327672
2017-02-08,327672
2017-02-09,327672
2017-02-10,327672
2017-02-11,327672
2017-02-12,327672
2017-02-13,327672
2017-02-14,327672
2017-02-15,327672
2017-02-16,327672
2017-02-18,327672
2017-02-19,327672
2017-02-20,327672
2017-02-21,327672
2017-02-22,327672
2017-02-23,327672
2017-02-24,327672
2017-02-25,327672
2017-02-26,327672
2017-02-27,327672
2017-02-28,327672
2017-03-01,327672
2017-03-02,327672
2017-03-03,327672
2017-03-04,327672
2017-03-05,327672
2017-03-06,327672
2017-03-07,336355
2017-03-08,336355
2017-03-09,336355
2017-03-10,336355
2017-03-11,336355
2017-03-12,336355
2017-03-13,336355
2017-03-14,336355
2017-03-15,336355
2017-03-16,336355
2017-03-17,336355
2017-03-18,336355
2017-03-19,336355
2017-03-20,336355
2017-03-21,336355
2017-03-22,336355
2017-03-23,336355
2017-03-24,336355
2017-03-25,336355
2017-03-26,336355
2017-03-27,336355
2017-03-28,336355
2017-03-29,336355
2017-03-30,336355
2017-03-31,336355
2017-04-01,336355
2017-04-02,336355
2017-04-03,336355
2017-04-04,336355
2017-04-12,339833
2017-04-13,339833
2017-04-14,339833
2017-04-15,339833
2017-04-16,339833
2017-04-17,339833
2017-04-18,339833
2017-04-19,339833
2017-04-20,339833
2017-04-21,339833
2017-04-22,339833
2017-04-23,339833
2017-04-24,339833
2017-04-25,339833
2017-04-26,339833
2017-04-27,339833
2017-04-28,339833
2017-04-29,339833
2017-04-30,339833
2017-05-01,339833
2017-05-02,339833
2017-05-03,339833
2017-05-04,339833
2017-05-05,339833
2017-05-06,339833
2017-05-07,339833
2017-05-08,339833
2017-05-09,339833
2017-05-10,339833
2017-05-11,339833
2017-05-12,339833
2017-05-13,339833
2017-05-14,339833
2017-05-15,339833
2017-05-16,339833
2017-05-17,339833
2017-05-18,339833
2017-05-19,339833
2017-05-20,345707
2017-05-21,345707
2017-05-22,345707
2017-05-23,345707
2017-05-24,345707
2017-05-25,345707
2017-05-26,345707
2017-05-27,345707
2017-05-28,345707
2017-05-29,345707
2017-05-30,345707
2017-05-31,345707
2017-06-01,345707
2017-06-02,345707
2017-06-03,345707
2017-06-04,345707
2017-06-05,345707
2017-06-06,345707
2017-06-07,345707
2017-06-08,345707
2017-06-09,345707
2017-06-10,345707
2017-06-11,345707
2017-06-12,345707
2017-06-13,345707
2017-06-14,345707
2017-06-15,345707
2017-06-16,345707
2017-06-17,345707
2017-06-18,345707
2017-06-19,345707
2017-06-20,345707
2017-06-21,345707
2017-06-22,345707
2017-06-23,345707
2017-06-24,345707
2017-06-25,345707
2017-06-26,345707
2017-06-27,345707
2017-06-28,345707
2017-06-29,345707
2017-06-30,345707
2017-07-01,345707
2017-07-02,345707
2017-07-03,345707
2017-07-04,345707
2017-07-05,345707
2017-07-06,345707
2017-07-07,345707
2017-07-08,345707
2017-07-13,353329
2017-07-14,353329
2017-07-15,353329
2017-07-16,353329
2017-07-17,353329
2017-07-18,353329
2017-07-19,353329
2017-07-20,353329
2017-07-21,353329
2017-07-22,353329
2017-07-23,353329
2017-07-24,353329
2017-07-25,353329
2017-07-26,353329
2017-07-27,353329
2017-07-28,353329
2017-07-29,353329
2017-07-30,353329
2017-07-31,353329
2017-08-01,353329
2017-08-02,353329
2017-08-03,353329
2017-08-04,353329
2017-08-05,353329
2017-08-06,353329
2017-08-07,353329
2017-08-08,353329
2017-08-09,353329
2017-08-10,353329
2017-08-11,353329
2017-08-12,353329
2017-08-13,353329
2017-08-14,353329
2017-08-15,353329
2017-08-16,353329
2017-08-17,353329
2017-08-18,353329
2017-08-19,359440
2017-08-20,359440
2017-08-21,359440
2017-08-22,359440
2017-08-23,359440
2017-08-24,359440
2017-08-25,359440
2017-08-26,359440
2017-08-27,359440
2017-08-28,359440
2017-08-29,359440
2017-08-30,359440
2017-08-31,359440
2017-09-01,359440
2017-09-02,359440
2017-09-03,359440
2017-09-04,359440
2017-09-05,359440
2017-09-06,359440
2017-09-07,359440
2017-09-08,359440
2017-09-09,359440
2017-09-10,359440
2017-09-11,359440
2017-09-12,359440
2017-09-13,359440
2017-09-14,359440
2017-09-15,359440
2017-09-16,359440
2017-09-17,359440
2017-09-18,359440
2017-09-19,359440
2017-09-20,359440
2017-09-22,359440
2017-09-23,361437
2017-09-24,361437
2017-09-25,361437
2017-09-26,361437
2017-09-27,361437
2017-09-28,361437
2017-09-29,361437
2017-09-30,361437
2017-10-01,361437
2017-10-02,361437
2017-10-03,361437
2017-10-04,361437
2017-10-05,361437
2017-10-06,361437
2017-10-07,361437
2017-10-08,361437
2017-10-09,361437
2017-10-10,361437
2017-10-11,361437
2017-10-12,361437
2017-10-13,361437
2017-10-14,361437
2017-10-15,361437
2017-10-16,361437
2017-10-17,361437
2017-10-18,361437
2017-10-19,361437
2017-10-20,361437
2017-10-21,361437
2017-10-22,361437
2017-10-23,361437
2017-10-24,361437
2017-10-25,361437
2017-10-26,361437
2017-10-27,361437
2017-10-28,372837
2017-10-29,372837
2017-10-30,372837
2017-10-31,372837
2017-11-01,372837
2017-11-02,372837
2017-11-03,372837
2017-11-04,372837
2017-11-05,372837
2017-11-06,372837
2017-11-07,372837
2017-11-08,372837
2017-11-09,372837
2017-11-10,372837
2017-11-11,372837
2017-11-12,372837
2017-11-13,372837
2017-11-14,372837
2017-11-15,372837
2017-11-16,372837
2017-11-17,372837
2017-11-18,372837
2017-11-19,372837
2017-11-20,372837
2017-11-21,372837
2017-11-22,372837
2017-11-23,372837
2017-11-24,372837
2017-11-25,372837
2017-11-26,372837
2017-11-27,372837
2017-11-28,372837
2017-11-29,372837
2017-11-30,372837
2017-12-01,372837
2017-12-02,372837
2017-12-03,372837
2017-12-04,374357
2017-12-05,374357
2017-12-06,374357
2017-12-07,374357
2017-12-08,374357
2017-12-09,374357
2017-12-10,374357
2017-12-11,374357
2017-12-12,374357
2017-12-13,374357
2017-12-14,374357
2017-12-15,374357
2017-12-16,374357
2017-12-17,374357
2017-12-18,374357
2017-12-19,374357
2017-12-20,374357
2017-12-21,374357
2017-12-22,374357
2017-12-23,374357
2017-12-24,374357
2017-12-25,374357
2017-12-26,374357
2017-12-27,374357
2017-12-28,374357
2017-12-29,374357
2017-12-30,374357
2017-12-31,374357
2018-01-01,374357
2018-01-02,374357
2018-01-03,374357
2018-01-04,374357
2018-01-05,374357
2018-01-06,374357
2018-01-07,374357
2018-01-08,374357
2018-01-09,384870
2018-01-10,384870
2018-01-11,384870
2018-01-12,384870
2018-01-13,384870
2018-01-14,384870
2018-01-15,384870
2018-01-16,384870
2018-01-17,384870
2018-01-18,384870
2018-01-19,384870
2018-01-20,384870
2018-01-21,384870
2018-01-22,384870
2018-01-23,384870
2018-01-24,384870
2018-01-25,384870
2018-01-26,384870
2018-01-27,397255
2018-01-28,397255
2018-01-29,397255
2018-01-30,397255
2018-01-31,397255
2018-02-01,397255
2018-02-02,397255
2018-02-03,397255
2018-02-04,397255
2018-02-05,397255
2018-02-06,397255
2018-02-07,397255
2018-02-08,397255
2018-02-09,397255
2018-02-10,397255
2018-02-11,397255
2018-02-12,397255
2018-02-13,397255
2018-02-14,404451
2018-02-15,404451
2018-02-16,404451
2018-02-17,404451
2018-02-18,404451
2018-02-19,404451
2018-02-20,404451
2018-02-21,404451
2018-02-22,404451
2018-02-23,404451
2018-02-24,404451
2018-02-25,404451
2018-02-26,404451
2018-02-27,404451
2018-02-28,404451
2018-03-01,404451
2018-03-02,404451
2018-03-03,404451
2018-03-04,404451
2018-03-05,404451
2018-03-06,404451
2018-03-07,404451
2018-03-08,418958
2018-03-09,418958
2018-03-10,418958
2018-03-11,418958
2018-03-12,418958
2018-03-13,418958
2018-03-14,418958
2018-03-15,418958
2018-03-16,418958
2018-03-17,418958
2018-03-18,418958
2018-03-20,418958
2018-03-21,418958
2018-03-22,418958
2018-03-23,418958
2018-03-24,418958
2018-03-25,418958
2018-03-26,418958
2018-03-27,418958
2018-03-28,418958
2018-03-29,418958
2018-03-30,418958
2018-03-31,431398
2018-04-01,431398
2018-04-02,431398
2018-04-03,431398
2018-04-04,431398
2018-04-05,431398
2018-04-06,431398
2018-04-07,431398
2018-04-08,431398
2018-04-09,431398
2018-04-10,431398
2018-04-11,431398
2018-04-12,431398
2018-04-13,431398
2018-04-14,431398
2018-04-15,431398
2018-04-16,431398
2018-04-17,431398
2018-04-18,431398
2018-04-19,431398
2018-04-20,448421
2018-04-21,448421
2018-04-22,448421
2018-04-23,448421
2018-04-24,448421
2018-04-25,448421
2018-04-26,448421
2018-04-27,448421
2018-04-28,448421
2018-04-29,448421
2018-04-30,448421
2018-05-01,448421
2018-05-02,448421
2018-05-03,448421
2018-05-04,448421
2018-05-05,448421
2018-05-06,448421
2018-05-07,448421
2018-05-08,448421
2018-05-09,448421
2018-05-10,448421
2018-05-11,463034
2018-05-12,463034
2018-05-13,463034
2018-05-14,463034
2018-05-15,463034
2018-05-16,463034
2018-05-17,463034
2018-05-18,463034
2018-05-19,463034
2018-05-20,463034
2018-05-21,463034
2018-05-22,463034
2018-05-23,463034
2018-05-24,463034
2018-05-25,463034
2018-05-26,463034
2018-05-27,463034
2018-05-28,463034
2018-05-29,479324
2018-05-30,479324
2018-05-31,479324
2018-06-01,479324
2018-06-02,479324
2018-06-03,479324
2018-06-04,479324
2018-06-05,479324
2018-06-06,479324
2018-06-07,479324
2018-06-08,479324
2018-06-09,479324
2018-06-10,479324
2018-06-11,479324
2018-06-12,479324
2018-06-13,479324
2018-06-14,479324
2018-06-15,479324
2018-06-16,479324
2018-06-17,479324
2018-06-18,480837
2018-06-19,480837
2018-06-20,480837
2018-06-21,480837
2018-06-22,480837
2018-06-23,480837
2018-06-24,480837
2018-06-25,480837
2018-06-26,480837
2018-06-27,480837
2018-06-28,480837
2018-06-29,480837
2018-06-30,480837
2018-07-01,480837
2018-07-02,480837
2018-07-03,480837
2018-07-04,480837
2018-07-05,480837
2018-07-06,480837
2018-07-07,480837
2018-07-08,482143
2018-07-09,482143
2018-07-10,482143
2018-07-11,482143
2018-07-12,482143
2018-07-13,482143
2018-07-14,482143
2018-07-15,482143
2018-07-16,482143
2018-07-17,482143
2018-07-18,482143
2018-07-19,482143
2018-07-20,482143
2018-07-21,482143
2018-07-22,469430
2018-07-23,469430
2018-07-24,469430
2018-07-25,469430
2018-07-26,469430
2018-07-27,469430
2018-07-28,469430
2018-07-29,469430
2018-07-30,469430
2018-07-31,469430
2018-08-01,469430
2018-08-02,469430
2018-08-03,459140
2018-08-04,459140
2018-08-05,459140
2018-08-06,459140
2018-08-07,459140
2018-08-08,459140
2018-08-09,459140
2018-08-10,459140
2018-08-11,459140
2018-08-12,459140
2018-08-14,459140
2018-08-16,459140
2018-08-17,459140
2018-08-18,472085
2018-08-19,472085
2018-08-20,472085
2018-08-21,472085
2018-08-22,472085
2018-08-23,472085
2018-08-24,472085
2018-08-25,472085
2018-08-26,472085
2018-08-27,472085
2018-08-28,472085
2018-08-29,472085
2018-08-30,488195
2018-08-31,488195
2018-09-01,488195
2018-09-02,488195
2018-09-03,488195
2018-09-04,488195
2018-09-05,488195
2018-09-06,488195
2018-09-07,488195
2018-09-08,488195
2018-09-09,488195
2018-09-10,504966
2018-09-11,504966
2018-09-12,504966
2018-09-13,504966
2018-09-14,504966
2018-09-15,504966
2018-09-16,504966
2018-09-17,504966
2018-09-18,504966
2018-09-19,504966
2018-09-20,504966
2018-09-21,504966
2018-09-22,523443
2018-09-23,523443
2018-09-24,523443
2018-09-25,523443
2018-09-26,523443
2018-09-27,523443
2018-09-28,523443
2018-09-29,523443
2018-09-30,523443
2018-10-01,523443
2018-10-02,523443
2018-10-03,523443
2018-10-04,523443
2018-10-05,536446
2018-10-06,536446
2018-10-07,536446
2018-10-08,536446
2018-10-09,536446
2018-10-10,536446
2018-10-11,536446
2018-10-12,536446
2018-10-13,536446
2018-10-14,536446
2018-10-15,536446
2018-10-16,536446
2018-10-17,536446
2018-10-18,536446
2018-10-19,553068
2018-10-20,553068
2018-10-21,553068
2018-10-22,553068
2018-10-23,553068
2018-10-24,553068
2018-10-25,553068
2018-10-26,553068
2018-10-27,553068
2018-10-28,553068
2018-10-29,553068
2018-10-30,553068
2018-10-31,569524
2018-11-01,569524
2018-11-03,592072
2018-11-04,592072
2018-11-05,613626
2018-11-06,613626
2018-11-08,638558
2018-11-09,638558
2018-11-10,664424
2018-11-11,664424
2018-11-12,691193
2018-11-13,691193
2018-11-15,715707
2018-11-16,715707
2018-11-17,715707
2018-11-18,741792
2018-11-19,741792
2018-11-20,741792
2018-11-21,769753
2018-11-22,769753
2018-11-23,769753
2018-11-24,769753
2018-11-25,799362
2018-11-26,799362
2018-11-27,799362
2018-11-28,799362
2018-11-29,799362
2018-12-01,830513
2018-12-02,830513
2018-12-03,830513
2018-12-04,830513
2018-12-05,861991
2018-12-07,861991
2018-12-09,861991
2018-12-10,894158
2018-12-11,894158
2018-12-12,894158
2018-12-13,894158
2018-12-14,894158
2018-12-15,894158
2018-12-16,925617
2018-12-17,925617
2018-12-18,925617
2018-12-19,925617
2018-12-20,925617
2018-12-21,925617
2018-12-22,925617
2018-12-23,925617
2018-12-24,948096
2018-12-25,948096
2018-12-26,948096
2018-12-27,948096
2018-12-28,948096
2018-12-29,948096
2018-12-30,948096
2018-12-31,948096
2019-01-01,948096
2019-01-02,948096
2019-01-03,948096
2019-01-04,940208
2019-01-05,940208
2019-01-06,940208
2019-01-08,940208
2019-01-10,924306
2019-01-11,924306
2019-01-12,924306
2019-01-13,924306
2019-01-14,924306
2019-01-15,924306
2019-01-16,893249
2019-01-17,893249
2019-01-18,893249
2019-01-19,893249
2019-01-20,893249
2019-01-21,893249
2019-01-22,893249
2019-01-23,893249
2019-01-24,869526
2019-01-25,869526
2019-01-26,869526
2019-01-27,869526
2019-01-28,869526
2019-01-29,869526
2019-01-30,869526
2019-01-31,830801
2019-02-01,830801
2019-02-02,830801
2019-02-03,830801
2019-02-04,830801
2019-02-05,830801
2019-02-06,830801
2019-02-07,797178
2019-02-08,797178
2019-02-09,797178
2019-02-10,797178
2019-02-11,797178
2019-02-12,797178
2019-02-13,797178
2019-02-14,767641
2019-02-15,767641
2019-02-16,767641
2019-02-17,767641
2019-02-18,767641
2019-02-19,767641
2019-02-20,767641
2019-02-21,767641
2019-02-22,767641
2019-02-23,734873
2019-02-24,734873
2019-02-25,734873
2019-02-26,734873
2019-02-27,734873
2019-02-28,734873
2019-03-01,734873
2019-03-02,734873
2019-03-03,734873
2019-03-04,734873
2019-03-05,734873
2019-03-06,734873
2019-03-07,734873
2019-03-08,714216
2019-03-09,714216
2019-03-10,714216
2019-03-11,714216
2019-03-12,714216
2019-03-13,714216
2019-03-14,714216
2019-03-15,715751
2019-03-16,715751
2019-03-17,715751
2019-03-18,715751
2019-03-19,715751
2019-03-20,715751
2019-03-21,715751
2019-03-22,715751
2019-03-23,715751
